trans_id,molec_id,local_iso_id,nu,sw,a,elower,gp,gpp,global_upper_quanta,global_lower_quanta,local_upper_quanta,local_lower_quanta,gamma_air,delta_air,deltap_air,n_air,gamma_self,delta_self,deltap_self,n_self,y_air,y_self,beta_g_air,beta_g_self
10884835,2,1,6203.752135,2.336e-29,2.303e-05,1856.587,71.0,73.0,       4 3 3 02,       0 2 2 01,               ,     P 36e     ,0.068,-0.006384,0.0,0.74,0.084,-0.006333,0.0,0.61,0.004487,0.006121,0.0,0.0
10884839,2,1,6203.813991,5.2e-29,1.322e-06,679.099,9.0,11.0,       4 2 2 02,       0 1 1 01,               ,     P  5e     ,0.0847,-0.004787,0.0,0.69,0.116,-0.00397,0.0,0.72,0.0,0.0,0.0,0.0
10884840,2,1,6203.858271,1.744e-30,0.0344,3760.0692,37.0,39.0,       4 0 0 23,       1 0 0 12,               ,     P 19e     ,0.073,-0.006547,0.0,0.7,0.098,-0.006125,0.0,0.71,0.0,0.0,0.0,0.0
10884841,2,1,6203.922402,4.112e-28,0.007064,2540.1563,113.0,111.0,       3 2 2 13,       0 2 2 01,               ,     R 55f     ,0.0642,-0.008713,0.0,0.73,0.07,-0.008626,0.0,0.56,-0.01345,-0.013762,0.0,0.0
10884842,2,1,6203.9359,1.085e-26,0.02627,1390.5253,3.0,5.0,       4 0 0 13,       1 0 0 01,               ,     P  2e     ,0.0903,-0.004701,0.0,0.69,0.123,-0.004195,0.0,0.76,-0.014884,-0.020871,0.0,0.0
10884846,2,1,6203.974911,4.978e-30,0.0002754,2740.6727,93.0,91.0,       5 2 2 03,       1 1 1 02,               ,     R 45e     ,0.0663,-0.006996,0.0,0.74,0.076,-0.007005,0.0,0.58,-0.006397,-0.007491,0.0,0.0
10884848,2,1,6204.052694,2.793e-29,0.01733,3278.1263,113.0,111.0,       4 1 1 13,       1 1 1 01,               ,     R 55e     ,0.0642,-0.008713,0.0,0.73,0.07,-0.008626,0.0,0.56,0.0,0.0,0.0,0.0
10884849,2,1,6204.102455,1.684e-28,1.569e-07,411.9225,67.0,65.0,       4 1 1 02,       0 0 0 01,               ,     R 32e     ,0.0685,-0.006155,0.0,0.74,0.086,-0.006306,0.0,0.62,-0.001038,-0.001676,0.0,0.0
10884854,2,1,6204.22628,6.977e-29,0.01761,3073.9707,103.0,101.0,       4 1 1 13,       1 1 1 01,               ,     R 50f     ,0.0653,-0.008414,0.0,0.74,0.073,-0.008456,0.0,0.57,0.0,0.0,0.0,0.0
10884858,2,1,6204.330417,5.957e-30,0.01371,3540.2768,109.0,111.0,       3 0 0 22,       0 0 0 11,               ,     P 55e     ,0.0645,-0.008292,0.0,0.73,0.071,-0.008931,0.0,0.57,0.00549,0.005923,0.0,0.0
9298909,5,3,6204.334885,7.403e-27,0.004079,0.0,3.0,1.0,              3,              0,               ,     R  0      ,0.0803,-0.005096,0.0,0.76,0.087,-0.004699,0.0,0.0,0.0,0.0,0.0,0.0
10884860,2,1,6204.397183,5.585e-25,0.006469,710.4163,23.0,21.0,       3 1 1 13,       0 1 1 01,               ,     R 10f     ,0.0782,-0.00485,0.0,0.68,0.107,-0.004832,0.0,0.69,0.006087,0.008074,0.0,0.0
10884863,2,1,6204.459904,3.469e-30,0.000311,2852.8623,99.0,97.0,       5 2 2 03,       1 1 1 02,               ,     R 48f     ,0.0657,-0.007167,0.0,0.74,0.074,-0.007108,0.0,0.57,-0.007896,-0.00884,0.0,0.0
10884864,2,1,6204.471677,3.408e-28,0.007117,2583.9197,115.0,113.0,       3 2 2 13,       0 2 2 01,               ,     R 56e     ,0.064,-0.00877,0.0,0.72,0.07,-0.008658,0.0,0.56,-0.0081,-0.008427,0.0,0.0
10884865,2,1,6204.474924,7.356e-27,0.02037,2128.8987,95.0,93.0,       4 0 0 14,       1 0 0 02,               ,     R 46e     ,0.0661,-0.00816,0.0,0.74,0.075,-0.008294,0.0,0.58,-0.01061,-0.01155,0.0,0.0
10884866,2,1,6204.536734,2.441e-29,2.16e-05,1828.4126,69.0,71.0,       4 3 3 02,       0 2 2 01,               ,     P 35f     ,0.0681,-0.006344,0.0,0.74,0.084,-0.006268,0.0,0.61,0.004482,0.006065,0.0,0.0
10884867,2,1,6204.54407,2.295e-28,0.000163,1750.9606,59.0,61.0,       5 1 1 02,       1 0 0 01,               ,     P 30e     ,0.0692,-0.006144,0.0,0.74,0.088,-0.005946,0.0,0.63,0.003813,0.005406,0.0,0.0
10884868,2,1,6204.57815,2.231e-29,7.156e-07,675.2049,7.0,9.0,       4 2 2 02,       0 1 1 01,               ,     P  4f     ,0.0862,-0.004648,0.0,0.69,0.118,-0.003856,0.0,0.73,0.0,0.0,0.0,0.0
10884869,2,1,6204.588993,4.427e-28,3.101e-05,1339.6592,81.0,83.0,       5 0 0 02,       0 1 1 01,               ,     P 41e     ,0.0671,-0.006536,0.0,0.75,0.08,-0.006667,0.0,0.59,0.004025,0.005023,0.0,0.0
10884871,2,1,6204.639265,1.888e-29,0.01737,3366.1779,117.0,115.0,       4 1 1 13,       1 1 1 01,               ,     R 57e     ,0.0637,-0.008827,0.0,0.72,0.07,-0.008689,0.0,0.56,0.0,0.0,0.0,0.0
10884877,2,1,6204.74841,2.784e-28,0.007097,2628.4738,117.0,115.0,       3 2 2 13,       0 2 2 01,               ,     R 57f     ,0.0637,-0.008827,0.0,0.72,0.07,-0.008689,0.0,0.56,-0.013794,-0.01413,0.0,0.0
9298910,5,4,6204.765623,2.055e-27,0.005472,449.4162,174.0,186.0,              3,              0,               ,     P 15      ,0.0545,-0.007586,0.0,0.71,0.059,-0.008024,0.0,0.0,0.002312,0.002509,0.0,0.0
9298912,5,2,6204.868277,7.666e-26,0.007928,11.0276,6.0,10.0,              3,              0,               ,     P  2      ,0.0757,-0.004784,0.0,0.75,0.081,-0.004905,0.0,0.0,-0.00802,-0.008737,0.0,0.0
10884883,2,1,6204.970475,5.847e-25,0.006496,718.9419,25.0,23.0,       3 1 1 13,       0 1 1 01,               ,     R 11e     ,0.0774,-0.004996,0.0,0.68,0.105,-0.004973,0.0,0.69,-8.1e-05,-0.000282,0.0,0.0
10884885,2,1,6205.032753,4.916e-29,0.01767,3154.4533,107.0,105.0,       4 1 1 13,       1 1 1 01,               ,     R 52f     ,0.0649,-0.008536,0.0,0.73,0.072,-0.008527,0.0,0.57,0.0,0.0,0.0,0.0
10884887,2,1,6205.07983,1.744e-30,0.002981,3441.9508,91.0,89.0,       6 1 1 03,       2 0 0 02,               ,     R 44e     ,0.0665,-0.006937,0.0,0.74,0.077,-0.006967,0.0,0.58,-0.009438,-0.011086,0.0,0.0
10884889,2,1,6205.191371,1.255e-29,0.01739,3457.3329,121.0,119.0,       4 1 1 13,       1 1 1 01,               ,     R 59e     ,0.0632,-0.008938,0.0,0.72,0.069,-0.008751,0.0,0.56,0.0,0.0,0.0,0.0
10884890,2,1,6205.205795,3.763e-30,8.97e-07,1418.9348,35.0,37.0,       3 2 2 13,       1 0 0 02,               ,     P 18e     ,0.0735,-0.00653,0.0,0.7,0.099,-0.006037,0.0,0.71,0.0,0.0,0.0,0.0
10884892,2,1,6205.299531,2.291e-28,0.007158,2673.7912,119.0,117.0,       3 2 2 13,       0 2 2 01,               ,     R 58e     ,0.0635,-0.008883,0.0,0.72,0.069,-0.00872,0.0,0.56,-0.007596,-0.007999,0.0,0.0
10884893,2,1,6205.315862,2.545e-29,2.03e-05,1801.0198,67.0,69.0,       4 3 3 02,       0 2 2 01,               ,     P 34e     ,0.0683,-0.006304,0.0,0.74,0.085,-0.006203,0.0,0.61,0.004092,0.005746,0.0,0.0
10884895,2,1,6205.338558,1.165e-23,0.007293,273.868,51.0,53.0,       3 0 0 13,       0 0 0 01,               ,     P 26e     ,0.0702,-0.006909,0.0,0.73,0.092,-0.00733,0.0,0.66,0.005832,0.008031,0.0,0.0
10884898,2,1,6205.368116,6.11e-30,2.703e-07,672.0676,5.0,7.0,       4 2 2 02,       0 1 1 01,               ,     P  3e     ,0.088,-0.004461,0.0,0.7,0.12,-0.003738,0.0,0.74,0.0,0.0,0.0,0.0
10884899,2,1,6205.383509,5.395e-27,0.02055,2202.9562,99.0,97.0,       4 0 0 14,       1 0 0 02,               ,     R 48e     ,0.0657,-0.008289,0.0,0.74,0.074,-0.008379,0.0,0.57,-0.010766,-0.012075,0.0,0.0
10884903,2,1,6205.485626,3.932e-30,0.0002969,2813.2313,97.0,95.0,       5 2 2 03,       1 1 1 02,               ,     R 47e     ,0.0659,-0.007111,0.0,0.74,0.075,-0.007076,0.0,0.58,-0.005731,-0.006589,0.0,0.0
10884904,2,1,6205.546729,1.855e-28,0.007133,2719.9029,121.0,119.0,       3 2 2 13,       0 2 2 01,               ,     R 59f     ,0.0632,-0.008938,0.0,0.72,0.069,-0.008751,0.0,0.56,-0.014221,-0.014358,0.0,0.0
10884905,2,1,6205.58086,1.82e-28,2.064e-07,464.1717,71.0,69.0,       4 1 1 02,       0 0 0 01,               ,     R 34e     ,0.0681,-0.006296,0.0,0.74,0.084,-0.006445,0.0,0.61,-0.001497,-0.002179,0.0,0.0
10884909,2,1,6205.709013,8.211e-30,0.01741,3551.5899,125.0,123.0,       4 1 1 13,       1 1 1 01,               ,     R 61e     ,0.0626,-0.009046,0.0,0.71,0.068,-0.008813,0.0,0.56,0.0,0.0,0.0,0.0
10884914,2,1,6205.809114,3.407e-29,0.01773,3238.0506,111.0,109.0,       4 1 1 13,       1 1 1 01,               ,     R 54f     ,0.0645,-0.008655,0.0,0.73,0.071,-0.008594,0.0,0.57,0.0,0.0,0.0,0.0
10884915,2,1,6205.815485,6.075e-25,0.006545,728.4123,27.0,25.0,       3 1 1 13,       0 1 1 01,               ,     R 12f     ,0.0766,-0.005134,0.0,0.68,0.104,-0.005113,0.0,0.69,0.004769,0.00629,0.0,0.0
10884917,2,1,6205.852675,2.639e-30,0.0003315,2930.2657,103.0,101.0,       5 2 2 03,       1 1 1 02,               ,     R 50f     ,0.0653,-0.007278,0.0,0.74,0.073,-0.007168,0.0,0.57,-0.009023,-0.009887,0.0,0.0
10884919,2,1,6206.013226,1.632e-30,0.0002139,3048.0199,175.0,177.0,       2 2 2 12,       0 0 0 01,               ,     P 88e     ,0.0539,-0.009675,0.0,0.62,0.063,-0.010156,0.0,0.55,0.0,0.0,0.0,0.0
10884922,2,1,6206.09955,2.627e-29,1.899e-05,1774.4079,65.0,67.0,       4 3 3 02,       0 2 2 01,               ,     P 33f     ,0.0685,-0.006264,0.0,0.74,0.086,-0.006138,0.0,0.62,0.003897,0.005473,0.0,0.0
10884923,2,1,6206.100501,1.515e-28,0.007199,2766.7729,123.0,121.0,       3 2 2 13,       0 2 2 01,               ,     R 60e     ,0.0629,-0.008992,0.0,0.71,0.069,-0.008782,0.0,0.56,-0.007101,-0.007225,0.0,0.0
10884924,2,1,6206.118484,5.292e-28,2.87e-05,1276.4476,77.0,79.0,       5 0 0 02,       0 1 1 01,               ,     P 39e     ,0.0675,-0.006458,0.0,0.75,0.081,-0.006532,0.0,0.6,0.003942,0.005051,0.0,0.0
10884925,2,1,6206.168809,2.373e-28,0.0001446,1704.9419,55.0,57.0,       5 1 1 02,       1 0 0 01,               ,     P 28e     ,0.0697,-0.006064,0.0,0.73,0.09,-0.005818,0.0,0.65,0.003245,0.004446,0.0,0.0
10884927,2,1,6206.192204,5.285e-30,0.01744,3648.9475,129.0,127.0,       4 1 1 13,       1 1 1 01,               ,     R 63e     ,0.0621,-0.009151,0.0,0.71,0.068,-0.008876,0.0,0.56,0.0,0.0,0.0,0.0
10884932,2,1,6206.261855,3.892e-27,0.02074,2280.12,103.0,101.0,       4 0 0 14,       1 0 0 02,               ,     R 50e     ,0.0653,-0.008414,0.0,0.74,0.073,-0.008456,0.0,0.57,-0.010806,-0.011951,0.0,0.0
10884933,2,1,6206.27703,5.498e-27,0.01317,1388.1842,3.0,1.0,       4 0 0 13,       1 0 0 01,               ,     R  0e     ,0.0949,-0.003111,0.0,0.69,0.127,-0.00334,0.0,0.77,0.016174,0.022814,0.0,0.0
