,molec_id,local_iso_id,elower,nu,nu_err,nu_vary,sw,sw_err,sw_vary,sw_scale_factor,gamma0_air,gamma0_air_err,gamma0_air_vary,n_gamma0_air,delta0_air,delta0_air_err,delta0_air_vary,n_delta0_air,SD_gamma_air,SD_gamma_air_err,SD_gamma_air_vary,n_gamma2_air,SD_delta_air,SD_delta_air_err,SD_delta_air_vary,n_delta2_air,nuOptRe_air,nuOptRe_air_err,nuOptRe_air_vary,n_nuOptRe_air,nuOptIm_air,nuOptIm_air_err,nuOptIm_air_vary,n_nuOptIm_air,y_air,y_air_err,y_air_vary,n_y_air,BIA_slope_air,BIA_collision_duration_air
287,7,3,60.3917,13103.91597,0.0,False,0.00316,0.0,False,1.0000000000000001e-24,0.0517,0.0,False,0.73,-0.0071,0.0,False,0.0,0.084155255,0.0,False,0.73,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
288,7,2,75.8648,13104.10977,0.0,False,0.0136,0.0,False,1.0000000000000001e-24,0.0507,0.0,False,0.73,-0.0071,0.0,False,0.0,0.082818654,0.0,False,0.73,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
289,7,2,58.8313,13105.37888,0.0,False,0.0153,0.0,False,1.0000000000000001e-24,0.0517,0.0,False,0.73,-0.0071,0.0,False,0.0,0.082818654,0.0,False,0.73,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
40,7,1,44.2117,13105.617129492008,1.7332762443207517e-06,True,7.616000000000001,0.0,False,1.0000000000000001e-24,0.04999846511657422,1.8491893550705028e-06,True,0.82,-0.007638408340842231,7.44444372522788e-06,True,1.7e-05,0.08927923009672054,0.0018137898576560778,True,0.82,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,-0.00064,0.0,False,0.345541979,0.0,0.0
290,7,3,58.4034,13105.90425,0.0,False,0.0026,0.0,False,1.0000000000000001e-24,0.0517,0.0,False,0.74,-0.0071,0.0,False,0.0,0.081038394,0.0,False,0.74,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
291,7,3,43.6517,13107.15561,0.0,False,0.00294,0.0,False,1.0000000000000001e-24,0.0531,0.0,False,0.74,-0.0071,0.0,False,0.0,0.081038394,0.0,False,0.74,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
292,7,2,56.8452,13107.3649,0.0,False,0.0127,0.0,False,1.0000000000000001e-24,0.0517,0.0,False,0.74,-0.0071,0.0,False,0.0,0.079751296,0.0,False,0.74,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
293,7,1,42.224,13107.60461,0.0,False,0.000102,0.0,False,1.0000000000000001e-24,0.0507,0.0,False,0.73,-0.0071,0.0,False,0.0,0.085541577,0.0,False,0.73,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
41,7,1,42.2001,13107.628716516712,2.0088517813804133e-06,True,6.008000000000001,0.0,False,1.0000000000000001e-24,0.05000059756542628,1.9956045032056303e-06,True,0.84,-0.0075364401944380014,7.331874094601645e-06,True,1.4e-05,0.07895437402093328,0.0018453842939740867,True,0.84,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,-0.00098,0.0,False,0.637854385,0.0,0.0
294,7,2,42.5407,13108.53134,0.0,False,0.0142,0.0,False,1.0000000000000001e-24,0.0531,0.0,False,0.74,-0.0071,0.0,False,0.0,0.079751296,0.0,False,0.74,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
295,7,3,41.6435,13109.16378,0.0,False,0.00233,0.0,False,1.0000000000000001e-24,0.0531,0.0,False,0.72,-0.00645,0.0,False,0.0,0.087272116,0.0,False,0.72,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
296,7,3,29.7006,13110.30559,0.0,False,0.00262,0.0,False,1.0000000000000001e-24,0.0544,0.0,False,0.72,-0.00645,0.0,False,0.0,0.087272116,0.0,False,0.72,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
297,7,2,40.5358,13110.53625,0.0,False,0.0113,0.0,False,1.0000000000000001e-24,0.0531,0.0,False,0.72,-0.00645,0.0,False,0.0,0.085886011,0.0,False,0.72,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
298,7,2,28.9644,13111.59659,0.0,False,0.0127,0.0,False,1.0000000000000001e-24,0.0544,0.0,False,0.72,-0.00645,0.0,False,0.0,0.085886011,0.0,False,0.72,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
42,7,1,18.3372,13112.016152417791,2.1009407150580756e-06,True,5.754,0.0,False,1.0000000000000001e-24,0.05999998266400202,2.7359976370925264e-06,True,0.79,-0.0065378056551253765,7.455477810518194e-06,True,1.5e-05,0.10195613364911202,0.0016888917024914301,True,0.79,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,-0.00137,0.0,False,-0.508796392,0.0,0.0
299,7,3,27.6658,13112.34044,0.0,False,0.00196,0.0,False,1.0000000000000001e-24,0.0544,0.0,False,0.7,-0.0056,0.0,False,0.0,0.093505839,0.0,False,0.7,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
300,7,3,18.5392,13113.36587,0.0,False,0.0022099999999999,0.0,False,1.0000000000000001e-24,0.0564,0.0,False,0.7,-0.0056,0.0,False,0.0,0.093505839,0.0,False,0.7,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
301,7,2,26.9343,13113.6267,0.0,False,0.00953,0.0,False,1.0000000000000001e-24,0.0544,0.0,False,0.7,-0.0056,0.0,False,0.0,0.092020726,0.0,False,0.7,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
302,7,1,16.3876,13113.96544,0.0,False,7.65e-05,0.0,False,1.0000000000000001e-24,0.053,0.0,False,0.72,-0.00645,0.0,False,0.0,0.088709784,0.0,False,0.72,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
43,7,1,16.2529,13114.100451916269,2.8263529674773026e-06,True,3.9100000000000006,0.0,False,1.0000000000000001e-24,0.0599954083432124,3.722090883953637e-06,True,0.76,-0.006221546948248497,7.17993071084618e-06,True,1e-05,0.11932238470750958,0.0015390253471778334,True,0.76,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,-0.00221,0.0,False,0.843026954,0.0,0.0
303,7,2,18.1026,13114.57457,0.0,False,0.0107,0.0,False,1.0000000000000001e-24,0.0564,0.0,False,0.7,-0.0056,0.0,False,0.0,0.092020726,0.0,False,0.7,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
304,7,3,16.4625,13115.44249,0.0,False,0.00151,0.0,False,1.0000000000000001e-24,0.0564,0.0,False,0.71,-0.0051,0.0,False,0.0,0.090388977,0.0,False,0.71,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
305,7,3,10.1677,13116.33635,0.0,False,0.00173,0.0,False,1.0000000000000001e-24,0.0585,0.0,False,0.71,-0.0051,0.0,False,0.0,0.090388977,0.0,False,0.71,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
306,7,2,16.0333,13116.64394,0.0,False,0.00736,0.0,False,1.0000000000000001e-24,0.0564,0.0,False,0.71,-0.0051,0.0,False,0.0,0.088953369,0.0,False,0.71,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
307,7,2,9.956,13117.4652,0.0,False,0.00832,0.0,False,1.0000000000000001e-24,0.0585,0.0,False,0.71,-0.0051,0.0,False,0.0,0.088953369,0.0,False,0.71,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
44,7,1,3.9611,13118.044952432341,3.491205890446663e-06,True,3.0830000000000006,0.0,False,1.0000000000000001e-24,0.06000371704608216,3.6723081447822975e-06,True,0.82,-0.0043131849191200625,7.04776868165759e-06,True,-3.9e-06,0.0807476481825036,0.0018077476585450438,True,0.82,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,-0.00246,0.0,False,0.827556509,0.0,0.0
308,7,3,8.0022,13118.50178,0.0,False,0.000999,0.0,False,1.0000000000000001e-24,0.0585,0.0,False,0.72,-0.0052,0.0,False,0.0,0.087272116,0.0,False,0.72,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
309,7,3,4.5865,13119.21697,0.0,False,0.0011799999999999,0.0,False,1.0000000000000001e-24,0.0615,0.0,False,0.72,-0.0052,0.0,False,0.0,0.087272116,0.0,False,0.72,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
310,7,2,7.8036,13119.61758,0.0,False,0.00487,0.0,False,1.0000000000000001e-24,0.0585,0.0,False,0.72,-0.0052,0.0,False,0.0,0.085886011,0.0,False,0.72,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
311,7,1,2.0843,13119.92145,0.0,False,3.5900000000000005e-05,0.0,False,1.0000000000000001e-24,0.0563,0.0,False,0.71,-0.0051,0.0,False,0.0,0.09187799,0.0,False,0.71,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
312,7,2,4.5247,13120.2684,0.0,False,0.0057,0.0,False,1.0000000000000001e-24,0.0615,0.0,False,0.72,-0.0052,0.0,False,0.0,0.085886011,0.0,False,0.72,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
