Wavenumber (cm-1),Tranmission,Pressure (Torr),Temperature (C)
2194.428756,0.920709003,10.12,24.573
2194.433792,0.925937901,10.12,24.573
2194.438832,0.927136638,10.12,24.573
2194.443876,0.931849831,10.12,24.573
2194.448924,0.932026921,10.12,24.573
2194.453976,0.931340765,10.12,24.573
2194.459032,0.923509083,10.12,24.573
2194.464092,0.918389014,10.12,24.573
2194.469156,0.917676607,10.12,24.573
2194.474224,0.913979809,10.12,24.573
2194.479297,0.912943184,10.12,24.573
2194.484373,0.91141989,10.12,24.573
2194.489453,0.90530866,10.12,24.573
2194.494537,0.903762464,10.12,24.573
2194.499626,0.897958769,10.12,24.573
2194.504718,0.88816682,10.12,24.573
2194.509814,0.877871715,10.12,24.573
2194.514915,0.870697589,10.12,24.573
2194.520019,0.847769625,10.12,24.573
2194.525128,0.830246397,10.12,24.573
2194.53024,0.810552177,10.12,24.573
2194.535357,0.779130598,10.12,24.573
2194.540477,0.73795517,10.12,24.573
2194.545602,0.686918528,10.12,24.573
2194.55073,0.615008852,10.12,24.573
2194.555863,0.537034199,10.12,24.573
2194.561,0.464495464,10.12,24.573
2194.56614,0.374870233,10.12,24.573
2194.571285,0.308783397,10.12,24.573
2194.576434,0.26298505,10.12,24.573
2194.581587,0.239298411,10.12,24.573
2194.586744,0.251691503,10.12,24.573
2194.591904,0.295513006,10.12,24.573
2194.597069,0.358092486,10.12,24.573
2194.602238,0.437012225,10.12,24.573
2194.607411,0.52261496,10.12,24.573
2194.612588,0.602901885,10.12,24.573
2194.617769,0.663793116,10.12,24.573
2194.622954,0.712806426,10.12,24.573
2194.628143,0.751808395,10.12,24.573
2194.633336,0.779845198,10.12,24.573
2194.638534,0.804043527,10.12,24.573
2194.643735,0.827638609,10.12,24.573
2194.64894,0.845682431,10.12,24.573
2194.654149,0.864542979,10.12,24.573
2194.659363,0.879486966,10.12,24.573
2194.66458,0.889108752,10.12,24.573
2194.669801,0.90100486,10.12,24.573
2194.675027,0.903778171,10.12,24.573
2194.680256,0.903582954,10.12,24.573
2194.685489,0.908077961,10.12,24.573
2194.690727,0.916199954,10.12,24.573
2194.695968,0.923920484,10.12,24.573
2194.701214,0.927449347,10.12,24.573
2194.706463,0.938404296,10.12,24.573
2194.711717,0.942658269,10.12,24.573
2194.716975,0.943555772,10.12,24.573
2194.722236,0.947534986,10.12,24.573
2194.727502,0.950311416,10.12,24.573
2194.732772,0.951747727,10.12,24.573
2194.738046,0.949212383,10.12,24.573
2194.743323,0.950829808,10.12,24.573
2194.748605,0.955254605,10.12,24.573
2194.753891,0.959140507,10.12,24.573
2194.759181,0.955117144,10.12,24.573
2194.764475,0.952424892,10.12,24.573
2194.769773,0.951883288,10.12,24.573
2194.775075,0.947848845,10.12,24.573
2194.780381,0.950947373,10.12,24.573
2194.785691,0.95352152,10.12,24.573
2194.791005,0.955124244,10.12,24.573
2194.796323,0.961418063,10.12,24.573
2194.801645,0.965477878,10.12,24.573
2194.806971,0.96981161,10.12,24.573
2194.812301,0.973272558,10.12,24.573
2194.817636,0.974411739,10.12,24.573
2194.822974,0.974848486,10.12,24.573
2194.828316,0.971000025,10.12,24.573
2194.833662,0.969732684,10.12,24.573
2194.839013,0.967394355,10.12,24.573
2194.844367,0.96101572,10.12,24.573
2194.849726,0.955176578,10.12,24.573
2194.855088,0.955936988,10.12,24.573
2194.860455,0.953690457,10.12,24.573
2194.865825,0.951774876,10.12,24.573
2194.8712,0.956006914,10.12,24.573
2194.876578,0.957570584,10.12,24.573
2194.881961,0.964930461,10.12,24.573
2194.887347,0.965221441,10.12,24.573
2194.892738,0.963976862,10.12,24.573
2194.898133,0.966111036,10.12,24.573
2194.903531,0.959207399,10.12,24.573
2194.908934,0.950043269,10.12,24.573
2194.914341,0.93794872,10.12,24.573
2194.919752,0.915217435,10.12,24.573
2194.925167,0.898275425,10.12,24.573
2194.930586,0.890224855,10.12,24.573
2194.936009,0.88409165,10.12,24.573
2194.941435,0.88865281,10.12,24.573
2194.946866,0.902948264,10.12,24.573
2194.952301,0.922545411,10.12,24.573
2194.957741,0.937082743,10.12,24.573
2194.963184,0.948122014,10.12,24.573
2194.968631,0.958197283,10.12,24.573
2194.974082,0.954972208,10.12,24.573
2194.979537,0.945902081,10.12,24.573
2194.984996,0.933390323,10.12,24.573
2194.990459,0.920716433,10.12,24.573
2194.995927,0.914454108,10.12,24.573
2195.001398,0.910325457,10.12,24.573
2195.006873,0.911765071,10.12,24.573
2195.012353,0.916843643,10.12,24.573
2195.017836,0.923796754,10.12,24.573
2195.023324,0.931226253,10.12,24.573
2195.028815,0.940560627,10.12,24.573
2195.03431,0.946592412,10.12,24.573
2195.03981,0.948440121,10.12,24.573
2195.045314,0.948079056,10.12,24.573
2195.050821,0.935217529,10.12,24.573
2195.056333,0.910606923,10.12,24.573
2195.061848,0.878506649,10.12,24.573
2195.067368,0.847275054,10.12,24.573
2195.072892,0.825740083,10.12,24.573
2195.07914,0.77020285,10.12,24.573
2195.083782,0.794418767,10.12,24.573
2195.088429,0.828880809,10.12,24.573
2195.093079,0.878292217,10.12,24.573
2195.097732,0.913189689,10.12,24.573
2195.10239,0.93119476,10.12,24.573
2195.107052,0.93560945,10.12,24.573
2195.111717,0.935177933,10.12,24.573
2195.116387,0.932848665,10.12,24.573
2195.12106,0.929420906,10.12,24.573
2195.125737,0.938623979,10.12,24.573
2195.130418,0.929753945,10.12,24.573
2195.135103,0.926658658,10.12,24.573
2195.139792,0.925034371,10.12,24.573
2195.144485,0.922085966,10.12,24.573
2195.149181,0.923877266,10.12,24.573
2195.153881,0.933180897,10.12,24.573
2195.158586,0.93721522,10.12,24.573
2195.163294,0.946380516,10.12,24.573
2195.168005,0.943737829,10.12,24.573
2195.172721,0.946033174,10.12,24.573
2195.177441,0.943664268,10.12,24.573
2195.182165,0.937274311,10.12,24.573
2195.186892,0.931254146,10.12,24.573
2195.191623,0.918892592,10.12,24.573
2195.196358,0.905153758,10.12,24.573
2195.201097,0.89953146,10.12,24.573
2195.20584,0.894568909,10.12,24.573
2195.210587,0.886959477,10.12,24.573
2195.215337,0.881044612,10.12,24.573
2195.220092,0.870799743,10.12,24.573
2195.22485,0.85076802,10.12,24.573
2195.229612,0.823257311,10.12,24.573
2195.234378,0.778452232,10.12,24.573
2195.239148,0.716270577,10.12,24.573
2195.243922,0.635075079,10.12,24.573
2195.248699,0.543262303,10.12,24.573
2195.253481,0.460582459,10.12,24.573
2195.258266,0.405231263,10.12,24.573
2195.263055,0.388009157,10.12,24.573
2195.267848,0.394821189,10.12,24.573
2195.272645,0.402320179,10.12,24.573
2195.277446,0.39632755,10.12,24.573
2195.282251,0.381591521,10.12,24.573
2195.287059,0.366590732,10.12,24.573
2195.291872,0.39115892,10.12,24.573
2195.296688,0.454547736,10.12,24.573
2195.301508,0.544014959,10.12,24.573
2195.306332,0.627941768,10.12,24.573
2195.31116,0.698198176,10.12,24.573
2195.315992,0.749145622,10.12,24.573
2195.320827,0.778969992,10.12,24.573
2195.325667,0.801954145,10.12,24.573
2195.33051,0.818554019,10.12,24.573
2195.335357,0.826980049,10.12,24.573
2195.340208,0.836165365,10.12,24.573
2195.345063,0.833470842,10.12,24.573
2195.349922,0.825456967,10.12,24.573
2195.354785,0.814191887,10.12,24.573
2195.359651,0.794736032,10.12,24.573
2195.364522,0.788294888,10.12,24.573
2195.369396,0.790741897,10.12,24.573
2195.374274,0.811210825,10.12,24.573
2195.379156,0.841957077,10.12,24.573
2195.384042,0.878040245,10.12,24.573
2195.388931,0.907261675,10.12,24.573
2195.393825,0.924665851,10.12,24.573
2195.398722,0.930900392,10.12,24.573
2195.403624,0.930530111,10.12,24.573
2195.408529,0.924800334,10.12,24.573
2195.413438,0.925840315,10.12,24.573
2195.418351,0.930323626,10.12,24.573
2195.423267,0.935581369,10.12,24.573
2195.428188,0.934580084,10.12,24.573
2195.433113,0.938464605,10.12,24.573
2195.438041,0.943177032,10.12,24.573
2195.442973,0.945770908,10.12,24.573
2195.447909,0.944177222,10.12,24.573
2195.452849,0.937412879,10.12,24.573
2195.457793,0.941622313,10.12,24.573
2195.462741,0.938007168,10.12,24.573
2195.467692,0.943268768,10.12,24.573
2195.472647,0.940646585,10.12,24.573
2195.477607,0.944906955,10.12,24.573
2195.48257,0.946550073,10.12,24.573
2195.487537,0.943721804,10.12,24.573
2195.492508,0.948133963,10.12,24.573
2195.497482,0.939139538,10.12,24.573
2195.502461,0.934125345,10.12,24.573
2195.507443,0.931747783,10.12,24.573
2195.51243,0.930754256,10.12,24.573
2195.51742,0.933720878,10.12,24.573
2195.522414,0.921566307,10.12,24.573
2195.527412,0.917561852,10.12,24.573
2195.532414,0.913505652,10.12,24.573
2195.537419,0.903789638,10.12,24.573
2195.542429,0.897855143,10.12,24.573
2195.547442,0.881198589,10.12,24.573
2195.552459,0.878837013,10.12,24.573
2195.55748,0.861718913,10.12,24.573
2195.562505,0.842746443,10.12,24.573
2195.567534,0.822399095,10.12,24.573
2195.572567,0.796706682,10.12,24.573
2195.577603,0.762421112,10.12,24.573
2195.582644,0.729056977,10.12,24.573
2195.587688,0.677249742,10.12,24.573
2195.592736,0.616740157,10.12,24.573
2195.597788,0.538543054,10.12,24.573
2195.602844,0.455002617,10.12,24.573
2195.607904,0.374826944,10.12,24.573
2195.612967,0.309311811,10.12,24.573
2195.618035,0.259252534,10.12,24.573
2195.623106,0.231007593,10.12,24.573
2195.628181,0.227430709,10.12,24.573
2195.63326,0.2567826,10.12,24.573
2195.638343,0.30829058,10.12,24.573
2195.64343,0.382891559,10.12,24.573
2195.648521,0.461927408,10.12,24.573
2195.653615,0.544170049,10.12,24.573
2195.658714,0.621075623,10.12,24.573
2195.663816,0.685164115,10.12,24.573
2195.668922,0.733509847,10.12,24.573
2195.674032,0.771723895,10.12,24.573
2195.679146,0.799474177,10.12,24.573
2195.684263,0.826884055,10.12,24.573
2195.689385,0.8476368,10.12,24.573
2195.69451,0.861595101,10.12,24.573
2195.69964,0.877069808,10.12,24.573
2195.704773,0.885361249,10.12,24.573
2195.70991,0.890000177,10.12,24.573
2195.715051,0.900769973,10.12,24.573
2195.720196,0.913563906,10.12,24.573
2195.725344,0.910224964,10.12,24.573
2195.730497,0.898470179,10.12,24.573
2195.735653,0.880759595,10.12,24.573
2195.740813,0.853630341,10.12,24.573
2195.745977,0.82728002,10.12,24.573
2195.751145,0.805671274,10.12,24.573
2195.756317,0.807560622,10.12,24.573
2195.761493,0.822678295,10.12,24.573
2195.766672,0.834453527,10.12,24.573
2195.771856,0.848595248,10.12,24.573
2195.777043,0.848090265,10.12,24.573
2195.782234,0.850940959,10.12,24.573
2195.787429,0.854733414,10.12,24.573
2195.792628,0.863660389,10.12,24.573
2195.797831,0.883047652,10.12,24.573
2195.803037,0.906262437,10.12,24.573
2195.808248,0.925208642,10.12,24.573
2195.813462,0.942206849,10.12,24.573
2195.81868,0.953791552,10.12,24.573
2195.823902,0.954275498,10.12,24.573
2195.829128,0.954137787,10.12,24.573
2195.834358,0.958789723,10.12,24.573
2195.839591,0.954205884,10.12,24.573
2195.844829,0.956104064,10.12,24.573
2195.85007,0.956954571,10.12,24.573
2195.855315,0.951799504,10.12,24.573
2195.860565,0.953021847,10.12,24.573
2195.865818,0.949787133,10.12,24.573
2195.871074,0.954473626,10.12,24.573
2195.876335,0.965094567,10.12,24.573
2195.8816,0.967308333,10.12,24.573
2195.886868,0.962501318,10.12,24.573
2195.89214,0.968909974,10.12,24.573
2195.897416,0.968420529,10.12,24.573
2195.902696,0.970317323,10.12,24.573
2195.90798,0.96832526,10.12,24.573
2195.913268,0.967126067,10.12,24.573
2195.91856,0.961323448,10.12,24.573
2195.923855,0.949440201,10.12,24.573
2195.929154,0.935814008,10.12,24.573
2195.934458,0.917130465,10.12,24.573
2195.939765,0.907495345,10.12,24.573
2195.945076,0.906163313,10.12,24.573
2195.95039,0.909847646,10.12,24.573
2195.955709,0.921102613,10.12,24.573
2195.961032,0.941490925,10.12,24.573
2195.966358,0.95361069,10.12,24.573
2195.971688,0.962896108,10.12,24.573
2195.977022,0.969922579,10.12,24.573
2195.98236,0.968711605,10.12,24.573
2195.987702,0.971811958,10.12,24.573
2195.993048,0.972583534,10.12,24.573
2195.998397,0.969646039,10.12,24.573
2196.003751,0.969836917,10.12,24.573
2196.009108,0.972524395,10.12,24.573
2196.014469,0.974187368,10.12,24.573
2196.019834,0.975361782,10.12,24.573
2196.025203,0.971740861,10.12,24.573
2196.030576,0.971657973,10.12,24.573
2196.035952,0.969612082,10.12,24.573
2196.041333,0.975813242,10.12,24.573
2196.046717,0.969825027,10.12,24.573
2196.052106,0.96724551,10.12,24.573
2196.057498,0.961208182,10.12,24.573
2196.062894,0.960113688,10.12,24.573
2196.068293,0.955477544,10.12,24.573
2196.073697,0.952228929,10.12,24.573
2196.079105,0.946576376,10.12,24.573
2196.084516,0.948771113,10.12,24.573
2196.089931,0.952491945,10.12,24.573
2196.09535,0.954111663,10.12,24.573
2196.100773,0.950116395,10.12,24.573
2196.1062,0.953241046,10.12,24.573
2196.111631,0.95371618,10.12,24.573
2196.117065,0.94998965,10.12,24.573
2196.122504,0.945546494,10.12,24.573
2196.127946,0.939691676,10.12,24.573
2196.133392,0.934792118,10.12,24.573
2196.138842,0.928587597,10.12,24.573
2196.144296,0.921823748,10.12,24.573
2196.149754,0.917566409,10.12,24.573
2196.155216,0.903041585,10.12,24.573
2196.160681,0.890321167,10.12,24.573
2196.166151,0.86020052,10.12,24.573
2196.171624,0.812657863,10.12,24.573
2196.177101,0.749103493,10.12,24.573
2196.182582,0.674529916,10.12,24.573
2196.188067,0.598781212,10.12,24.573
2196.193555,0.524705481,10.12,24.573
2196.199048,0.460834786,10.12,24.573
2196.204544,0.412865303,10.12,24.573
2196.210045,0.389448159,10.12,24.573
2196.218858,0.402758323,10.12,24.573
2196.223477,0.396835352,10.12,24.573
2196.228101,0.402016873,10.12,24.573
2196.232729,0.432059455,10.12,24.573
2196.237361,0.497471238,10.12,24.573
2196.241997,0.587917118,10.12,24.573
2196.246637,0.674919881,10.12,24.573
2196.251282,0.748034204,10.12,24.573
2196.25593,0.802968792,10.12,24.573
2196.260582,0.836908033,10.12,24.573
2196.265239,0.86133267,10.12,24.573
2196.2699,0.877371667,10.12,24.573
2196.274565,0.89408722,10.12,24.573
2196.279233,0.906592539,10.12,24.573
2196.283906,0.922413803,10.12,24.573
2196.288583,0.927370368,10.12,24.573
2196.293264,0.933332304,10.12,24.573
2196.29795,0.937207693,10.12,24.573
2196.302639,0.943144325,10.12,24.573
2196.307333,0.951038685,10.12,24.573
2196.31203,0.953493616,10.12,24.573
2196.316732,0.957534034,10.12,24.573
2196.321438,0.961837068,10.12,24.573
2196.326148,0.955724481,10.12,24.573
2196.330862,0.960025516,10.12,24.573
2196.335579,0.964561387,10.12,24.573
2196.340302,0.965238682,10.12,24.573
2196.345028,0.963183774,10.12,24.573
2196.349758,0.964489286,10.12,24.573
2196.354493,0.969399607,10.12,24.573
2196.359231,0.966952604,10.12,24.573
2196.363974,0.962873454,10.12,24.573
2196.36872,0.962689124,10.12,24.573
2196.373471,0.968310391,10.12,24.573
2196.378226,0.965689364,10.12,24.573
2196.382985,0.963516545,10.12,24.573
2196.387748,0.960022466,10.12,24.573
2196.392516,0.955997753,10.12,24.573
2196.397287,0.953480316,10.12,24.573
2196.402062,0.950623715,10.12,24.573
2196.406842,0.940946314,10.12,24.573
2196.411625,0.921254483,10.12,24.573
2196.416413,0.905716796,10.12,24.573
2196.421205,0.883499838,10.12,24.573
2196.426001,0.883372136,10.12,24.573
2196.430801,0.888417939,10.12,24.573
2196.435605,0.905468838,10.12,24.573
2196.440413,0.926656342,10.12,24.573
2196.445226,0.941790285,10.12,24.573
2196.450042,0.951135783,10.12,24.573
2196.454862,0.956864048,10.12,24.573
2196.459687,0.956673474,10.12,24.573
2196.464516,0.962149622,10.12,24.573
2196.469348,0.959986796,10.12,24.573
2196.474185,0.962747971,10.12,24.573
2196.479026,0.959986534,10.12,24.573
2196.483871,0.963885464,10.12,24.573
2196.488721,0.960070241,10.12,24.573
2196.493574,0.95523779,10.12,24.573
2196.498431,0.957490393,10.12,24.573
2196.503293,0.953705056,10.12,24.573
2196.508158,0.953415376,10.12,24.573
2196.513028,0.955228679,10.12,24.573
2196.517902,0.952067546,10.12,24.573
2196.52278,0.950052241,10.12,24.573
2196.527662,0.942970279,10.12,24.573
2196.532548,0.941289394,10.12,24.573
2196.537438,0.938062905,10.12,24.573
2196.542332,0.93821215,10.12,24.573
2196.54723,0.930334809,10.12,24.573
2196.552133,0.928159298,10.12,24.573
2196.557039,0.920699266,10.12,24.573
2196.56195,0.913325859,10.12,24.573
2196.566865,0.909159822,10.12,24.573
2196.571784,0.899964838,10.12,24.573
2196.576706,0.885991291,10.12,24.573
2196.581633,0.875561534,10.12,24.573
2196.586565,0.859940383,10.12,24.573
2196.5915,0.845500838,10.12,24.573
2196.596439,0.821353168,10.12,24.573
2196.601383,0.808549899,10.12,24.573
2196.60633,0.788878906,10.12,24.573
2196.611282,0.761134065,10.12,24.573
2196.616237,0.720135288,10.12,24.573
2196.621197,0.66757148,10.12,24.573
2196.626161,0.601148652,10.12,24.573
2196.631129,0.524465373,10.12,24.573
2196.636101,0.442616003,10.12,24.573
2196.641077,0.366246852,10.12,24.573
2196.646058,0.299134838,10.12,24.573
2196.651042,0.249355178,10.12,24.573
2196.656031,0.218708404,10.12,24.573
2196.661023,0.207715763,10.12,24.573
2196.66602,0.217456944,10.12,24.573
2196.671021,0.251863427,10.12,24.573
2196.676026,0.310619802,10.12,24.573
2196.681035,0.385518289,10.12,24.573
2196.686048,0.463282547,10.12,24.573
2196.691065,0.543678677,10.12,24.573
2196.696086,0.614921157,10.12,24.573
2196.701112,0.677716912,10.12,24.573
2196.706141,0.723856392,10.12,24.573
2196.711175,0.759731653,10.12,24.573
2196.716212,0.792349221,10.12,24.573
2196.721254,0.816451276,10.12,24.573
2196.7263,0.833134242,10.12,24.573
2196.73135,0.849518469,10.12,24.573
2196.736404,0.861548908,10.12,24.573
2196.741462,0.874948775,10.12,24.573
2196.746524,0.880740758,10.12,24.573
2196.751591,0.891757886,10.12,24.573
2196.756661,0.901384931,10.12,24.573
2196.761736,0.90351912,10.12,24.573
2196.766814,0.905589728,10.12,24.573
2196.771897,0.909603096,10.12,24.573
2196.776984,0.910453172,10.12,24.573
2196.782075,0.915647434,10.12,24.573
2196.78717,0.917800199,10.12,24.573
2196.792269,0.92227742,10.12,24.573
2196.797372,0.931532789,10.12,24.573
2196.80248,0.937613131,10.12,24.573
2196.807591,0.9453189,10.12,24.573
2196.812707,0.949097499,10.12,24.573
2196.817826,0.954949143,10.12,24.573
2196.82295,0.955210866,10.12,24.573
2196.828078,0.955216512,10.12,24.573
2196.83321,0.952092474,10.12,24.573
2196.838346,0.951841115,10.12,24.573
2196.843486,0.952081073,10.12,24.573
2196.84863,0.948534723,10.12,24.573
2196.853778,0.945598143,10.12,24.573
2196.858931,0.942171058,10.12,24.573
2196.864087,0.93312426,10.12,24.573
2196.869248,0.921970178,10.12,24.573
2196.874412,0.913525539,10.12,24.573
2196.879581,0.906719633,10.12,24.573
2196.884754,0.903160896,10.12,24.573
2196.889931,0.912072766,10.12,24.573
2196.895112,0.925440214,10.12,24.573
2196.900297,0.934543626,10.12,24.573
2196.905487,0.948978072,10.12,24.573
2196.91068,0.953090269,10.12,24.573
2196.915878,0.959041579,10.12,24.573
2196.921079,0.962541109,10.12,24.573
2196.926285,0.963599521,10.12,24.573
2196.931495,0.967206451,10.12,24.573
2196.936708,0.966198799,10.12,24.573
2196.941926,0.967322514,10.12,24.573
2196.947148,0.969517893,10.12,24.573
2196.952375,0.966821392,10.12,24.573
2196.957605,0.968044459,10.12,24.573
2196.962839,0.964106741,10.12,24.573
2196.968078,0.965627327,10.12,24.573
2196.97332,0.964823029,10.12,24.573
2196.978567,0.96560648,10.12,24.573
2196.983818,0.964004514,10.12,24.573
2196.989072,0.963442761,10.12,24.573
2196.994331,0.960972375,10.12,24.573
2196.999594,0.964112352,10.12,24.573
2197.004862,0.964695066,10.12,24.573
2197.010133,0.964407421,10.12,24.573
2197.015408,0.962595194,10.12,24.573
2197.020688,0.963900725,10.12,24.573
2197.025971,0.964656806,10.12,24.573
2197.031259,0.963058497,10.12,24.573
2197.03655,0.959427812,10.12,24.573
2197.041846,0.953136657,10.12,24.573
2197.047146,0.949194147,10.12,24.573
2197.05245,0.944321485,10.12,24.573
2197.057758,0.935375092,10.12,24.573
2197.063071,0.919090553,10.12,24.573
2197.068387,0.893804887,10.12,24.573
2197.073707,0.858912369,10.12,24.573
2197.079032,0.829985448,10.12,24.573
2197.08436,0.806446407,10.12,24.573
2197.089693,0.79682024,10.12,24.573
2197.09503,0.791288218,10.12,24.573
2197.100371,0.795880219,10.12,24.573
2197.105716,0.785903521,10.12,24.573
2197.111065,0.753043957,10.12,24.573
2197.116418,0.693701114,10.12,24.573
2197.121775,0.623011992,10.12,24.573
2197.127137,0.539612634,10.12,24.573
2197.132502,0.463902679,10.12,24.573
2197.137872,0.410807326,10.12,24.573
2197.143245,0.373080299,10.12,24.573
2197.148623,0.359365904,10.12,24.573
2197.154005,0.367220101,10.12,24.573
2197.159391,0.396080946,10.12,24.573
2197.164781,0.448518875,10.12,24.573
2197.170175,0.522577747,10.12,24.573
2197.175574,0.608845652,10.12,24.573
2197.180976,0.688635709,10.12,24.573
2197.186382,0.76082959,10.12,24.573
2197.191793,0.818092507,10.12,24.573
2197.197208,0.857569831,10.12,24.573
2197.202626,0.887703452,10.12,24.573
2197.208049,0.905884065,10.12,24.573
2197.213476,0.91920805,10.12,24.573
2197.218907,0.928103068,10.12,24.573
2197.224342,0.93989131,10.12,24.573
2197.229782,0.95089539,10.12,24.573
2197.235225,0.952015115,10.12,24.573
2197.240672,0.956537808,10.12,24.573
2197.246124,0.959546029,10.12,24.573
2197.251579,0.963563859,10.12,24.573
2197.257039,0.96634514,10.12,24.573
2197.262503,0.965720938,10.12,24.573
2197.267971,0.967064542,10.12,24.573
2197.273443,0.970947988,10.12,24.573
2197.278919,0.970874378,10.12,24.573
2197.284399,0.9741638,10.12,24.573
2197.289884,0.973577141,10.12,24.573
2197.295372,0.97187207,10.12,24.573
2197.300864,0.969494805,10.12,24.573
2197.306361,0.971043051,10.12,24.573
2197.311862,0.972584559,10.12,24.573
2197.317367,0.968988188,10.12,24.573
2197.322875,0.965859952,10.12,24.573
2197.328388,0.96659892,10.12,24.573
2197.333906,0.973030104,10.12,24.573
2197.339427,0.97562589,10.12,24.573
2197.344952,0.974936984,10.12,24.573
2197.350481,0.97791598,10.12,24.573
2197.3592,0.976045349,10.12,24.573
2197.363797,0.970340618,10.12,24.573
2197.368398,0.973147404,10.12,24.573
2197.373003,0.971871248,10.12,24.573
2197.377613,0.972505782,10.12,24.573
2197.382227,0.971353805,10.12,24.573
2197.386845,0.972816279,10.12,24.573
2197.391468,0.971681248,10.12,24.573
2197.396094,0.971860782,10.12,24.573
2197.400725,0.97553294,10.12,24.573
2197.40536,0.972586429,10.12,24.573
2197.41,0.971370507,10.12,24.573
2197.414643,0.973843328,10.12,24.573
2197.419291,0.974640165,10.12,24.573
2197.423943,0.971667393,10.12,24.573
2197.428599,0.967304778,10.12,24.573
2197.43326,0.971027351,10.12,24.573
2197.437925,0.969964208,10.12,24.573
2197.442594,0.966946497,10.12,24.573
2197.447267,0.963214951,10.12,24.573
2197.451945,0.957946972,10.12,24.573
2197.456627,0.954455188,10.12,24.573
2197.461313,0.944638747,10.12,24.573
2197.466003,0.93410362,10.12,24.573
2197.470698,0.915460237,10.12,24.573
2197.475396,0.892048148,10.12,24.573
2197.4801,0.873927778,10.12,24.573
2197.484807,0.855956072,10.12,24.573
2197.489518,0.855035074,10.12,24.573
2197.494234,0.868728463,10.12,24.573
2197.498954,0.883403139,10.12,24.573
2197.503679,0.902878899,10.12,24.573
2197.508407,0.91814768,10.12,24.573
2197.51314,0.928137816,10.12,24.573
2197.517877,0.938623856,10.12,24.573
2197.522618,0.943473588,10.12,24.573
2197.527364,0.940790052,10.12,24.573
2197.532114,0.940666438,10.12,24.573
2197.536868,0.940427719,10.12,24.573
2197.541626,0.93136288,10.12,24.573
2197.546388,0.92333285,10.12,24.573
2197.551155,0.918153664,10.12,24.573
2197.555926,0.91380484,10.12,24.573
2197.560701,0.914863119,10.12,24.573
2197.565481,0.9176951,10.12,24.573
2197.570265,0.919680808,10.12,24.573
2197.575053,0.919038969,10.12,24.573
2197.579845,0.921485218,10.12,24.573
2197.584641,0.918134189,10.12,24.573
2197.589442,0.909763411,10.12,24.573
2197.594247,0.898468731,10.12,24.573
2197.599056,0.88784217,10.12,24.573
2197.60387,0.882323865,10.12,24.573
2197.608688,0.87315298,10.12,24.573
2197.61351,0.868237685,10.12,24.573
2197.618336,0.859145822,10.12,24.573
2197.623166,0.84412772,10.12,24.573
2197.628001,0.828896347,10.12,24.573
2197.63284,0.810797079,10.12,24.573
2197.637683,0.784474148,10.12,24.573
2197.642531,0.747194645,10.12,24.573
2197.647382,0.703370307,10.12,24.573
2197.652238,0.655397835,10.12,24.573
2197.657098,0.594551568,10.12,24.573
2197.661963,0.525402409,10.12,24.573
2197.666831,0.448309909,10.12,24.573
2197.671704,0.36594963,10.12,24.573
2197.676582,0.297741954,10.12,24.573
2197.681463,0.240432938,10.12,24.573
2197.686349,0.205440157,10.12,24.573
2197.691239,0.194337794,10.12,24.573
2197.696133,0.202379312,10.12,24.573
2197.701031,0.235692541,10.12,24.573
2197.705934,0.284904991,10.12,24.573
2197.710841,0.35080485,10.12,24.573
2197.715752,0.430483843,10.12,24.573
2197.720667,0.505061239,10.12,24.573
2197.725587,0.561946326,10.12,24.573
2197.730511,0.60000074,10.12,24.573
2197.735439,0.623772555,10.12,24.573
2197.740371,0.636647326,10.12,24.573
2197.745308,0.658339592,10.12,24.573
2197.750249,0.692138741,10.12,24.573
2197.755194,0.735711811,10.12,24.573
2197.760143,0.782147538,10.12,24.573
2197.765097,0.822305923,10.12,24.573
2197.770055,0.852980819,10.12,24.573
2197.775017,0.867903578,10.12,24.573
2197.779983,0.874180209,10.12,24.573
2197.784954,0.884337307,10.12,24.573
2197.789929,0.887593559,10.12,24.573
2197.794908,0.881006409,10.12,24.573
2197.799891,0.869962609,10.12,24.573
2197.804879,0.853651893,10.12,24.573
2197.809871,0.843356173,10.12,24.573
2197.814867,0.843223126,10.12,24.573
2197.819867,0.85547558,10.12,24.573
2197.824872,0.876614016,10.12,24.573
2197.82988,0.90008972,10.12,24.573
2197.834893,0.915609591,10.12,24.573
2197.839911,0.930727931,10.12,24.573
2197.844932,0.929393515,10.12,24.573
2197.849958,0.925244178,10.12,24.573
2197.854988,0.916572478,10.12,24.573
2197.860022,0.906927768,10.12,24.573
2197.865061,0.895511406,10.12,24.573
2197.870104,0.895650227,10.12,24.573
2197.875151,0.897670293,10.12,24.573
2197.880202,0.91596555,10.12,24.573
2197.885258,0.928765733,10.12,24.573
2197.890317,0.940272442,10.12,24.573
2197.895381,0.947130106,10.12,24.573
2197.90045,0.953953026,10.12,24.573
2197.905522,0.953389267,10.12,24.573
2197.910599,0.955878207,10.12,24.573
2197.91568,0.956274965,10.12,24.573
2197.920765,0.95734264,10.12,24.573
2197.925855,0.955630439,10.12,24.573
2197.930949,0.950682265,10.12,24.573
2197.936047,0.953073506,10.12,24.573
2197.941149,0.958644207,10.12,24.573
2197.946255,0.960909369,10.12,24.573
2197.951366,0.955831257,10.12,24.573
2197.956481,0.956448856,10.12,24.573
2197.9616,0.955978295,10.12,24.573
2197.966724,0.954770594,10.12,24.573
2197.971851,0.953310943,10.12,24.573
