trans_id,molec_id,local_iso_id,nu,sw,a,elower,gp,gpp,elower,global_upper_quanta,global_lower_quanta,local_upper_quanta,local_lower_quanta,gamma0_air,n_gamma0_air,delta0_air,n_delta0_air,SD_gamma_air,n_gamma2_air,SD_delta_air,n_delta2_air,nuVC_air,n_nuVC_air,eta_air,y_air,n_y_air,gamma0_self,n_gamma0_self,delta0_self,n_delta0_self,SD_gamma_self,n_gamma2_self,SD_delta_self,n_delta2_self,nuVC_self,n_nuVC_self,eta_self,y_self,n_y_self
6795261,2,1,6321.204492,8.4700E-24,0.007417,362.7883,59,61,362.7883,       3 0 0 12,       0 0 0 01,               ,     P 30e     ,0.069856085,0.74,-0.006793475,0,0.089800431,0.74,0,0,0.00113478,1,0,0,0,0.09,0.74,0,0,0,0.74,0,0,0,1,0,0,0
6795370,2,1,6323.185127,9.9400E-24,0.007469,316.7699,55,57,316.7699,       3 0 0 12,       0 0 0 01,               ,     P 28e     ,0.069487466,0.77,-0.006489289,0,0.04889894,0.77,0,0,0.007752824,1,0,0,0,0.092,0.77,0,0,0,0.77,0,0,0,1,0,0,0
6795474,2,1,6325.137322,1.1400E-23,0.007519,273.868,51,53,273.868,       3 0 0 12,       0 0 0 01,               ,     P 26e     ,0.070924778,0.79,-0.006286499,0,0.091513659,0.79,0,0,0.001329896,1,0,0,0,0.094,0.79,0,0,0,0.79,0,0,0,1,0,0,0
6795574,2,1,6327.060862,1.2900E-23,0.007572,234.0834,47,49,234.0834,       3 0 0 12,       0 0 0 01,               ,     P 24e     ,0.07136688,0.72,-0.006387894,0,0.086388336,0.72,0,0,0.002346868,1,0,0,0,0.096,0.72,0,0,0,0.72,0,0,0,1,0,0,0
6795673,2,1,6328.955553,1.4100E-23,0.007622,197.4166,43,45,197.4166,       3 0 0 12,       0 0 0 01,               ,     P 22e     ,0.071822436,0.73,-0.00709766,0,0.068705196,0.73,0,0,0.00568336,1,0,0,0,0.098,0.73,0,0,0,0.73,0,0,0,1,0,0,0
6795779,2,1,6330.821205,1.5200E-23,0.007677,163.8684,39,41,163.8684,       3 0 0 12,       0 0 0 01,               ,     P 20e     ,0.073586612,0.73,-0.006590684,0,0.104162136,0.73,0,0,0.000124836,1,0,0,0,0.1,0.73,0,0,0,0.73,0,0,0,1,0,0,0
6795881,2,1,6332.657653,1.5900E-23,0.007729,133.4393,35,37,133.4393,       3 0 0 12,       0 0 0 01,               ,     P 18e     ,0.073879025,0.74,-0.006286499,0,0.074375536,0.74,0,0,0.005279011,1,0,0,0,0.101,0.74,0,0,0,0.74,0,0,0,1,0,0,0
6795983,2,1,6334.464737,1.6200E-23,0.007788,106.1297,31,33,106.1297,       3 0 0 12,       0 0 0 01,               ,     P 16e     ,0.075962067,0.71,-0.006185104,0,0.105093642,0.71,0,0,0.000303795,1,0,0,0,0.104,0.71,0,0,0,0.71,0,0,0,1,0,0,0
6796087,2,1,6336.242388,1.6000E-23,0.007852,81.9401,27,29,81.9401,       3 0 0 12,       0 0 0 01,               ,     P 14e     ,0.076624189,0.7,-0.006083709,0,0.076408771,0.7,0,0,0.005396622,1,0,0,0,0.105,0.7,0,0,0,0.7,0,0,0,1,0,0,0
6796202,2,1,6337.990337,1.5200E-23,0.007929,60.8709,23,25,60.8709,       3 0 0 12,       0 0 0 01,               ,     P 12e     ,0.078943882,0.69,-0.006016112,0,0.102342998,0.69,0,0,0.00069009,1,0,0,0,0.108,0.69,0,0,0,0.69,0,0,0,1,0,0,0
6796300,2,1,6339.708577,1.3900E-23,0.008025,42.9225,19,21,42.9225,       3 0 0 12,       0 0 0 01,               ,     P 10e     ,0.080188616,0.7,-0.005813322,0,0.083613851,0.7,0,0,0.003965479,1,0,0,0,0.109,0.7,0,0,0,0.7,0,0,0,1,0,0,0
6796384,2,1,6341.396989,1.2000E-23,0.008158,28.0951,15,17,28.0951,       3 0 0 12,       0 0 0 01,               ,     P  8e     ,0.082282432,0.7,-0.005407741,0,0.088572089,0.7,0,0,0.002818973,1,0,0,0,0.112,0.7,0,0,0,0.7,0,0,0,1,0,0,0
6796454,2,1,6343.05549,9.5300E-24,0.008366,16.389,11,13,16.389,       3 0 0 12,       0 0 0 01,               ,     P  6e     ,0.084811263,0.78,-0.004900765,0,0.10140253,0.78,0,0,5.78E-05,1,0,0,0,0.115,0.78,0,0,0,0.78,0,0,0,1,0,0,0
6796520,2,1,6344.684012,6.6400E-24,0.008786,7.8043,7,9,7.8043,       3 0 0 12,       0 0 0 01,               ,     P  4e     ,0.085468047,0.71,-0.00479937,0,0.022116732,0.71,0,0,0.015759872,1,0,0,0,0.118,0.71,0,0,0,0.71,0,0,0,1,0,0,0
6796584,2,1,6346.282486,3.4100E-24,0.01027,2.3413,3,5,2.3413,       3 0 0 12,       0 0 0 01,               ,     P  2e     ,0.09279614,0.67,-0.003109451,0,0.125789391,0.67,0,0,1.45E-05,1,0,0,0,0.123,0.67,0,0,0,0.67,0,0,0,1,0,0,0
6796713,2,1,6348.623795,1.7300E-24,0.005152,0,3,1,0,       3 0 0 12,       0 0 0 01,               ,     R  0e     ,0.096026376,0.65,-0.001689919,0,0.093715491,0.65,0,0,0.000340716,1,0,0,0,0.129,0.65,0,0,0,0.65,0,0,0,1,0,0,0
6796775,2,1,6350.147026,5.1400E-24,0.006633,2.3413,7,5,2.3413,       3 0 0 12,       0 0 0 01,               ,     R  2e     ,0.089150743,0.73,-0.005103556,0,0.103891459,0.73,0,0,1.50E-05,1,0,0,0,0.12,0.73,0,0,0,0.73,0,0,0,1,0,0,0
6796846,2,1,6351.640125,8.3500E-24,0.007044,7.8043,11,9,7.8043,       3 0 0 12,       0 0 0 01,               ,     R  4e     ,0.084521221,0.7,-0.004089604,0,0.055544962,0.7,0,0,0.008566691,1,0,0,0,0.116,0.7,0,0,0,0.7,0,0,0,1,0,0,0
6796905,2,1,6353.103101,1.1200E-23,0.007237,16.389,15,13,16.389,       3 0 0 12,       0 0 0 01,               ,     R  6e     ,0.082010119,0.67,-0.004495185,0,0.024799392,0.67,0,0,0.01606615,1,0,0,0,0.114,0.67,0,0,0,0.67,0,0,0,1,0,0,0
6796981,2,1,6354.535976,1.3600E-23,0.007353,28.0951,19,17,28.0951,       3 0 0 12,       0 0 0 01,               ,     R  8e     ,0.081236828,0.7,-0.005103556,0,0.100729732,0.7,0,0,0.000799182,1,0,0,0,0.111,0.7,0,0,0,0.7,0,0,0,1,0,0,0
6797060,2,1,6355.938777,1.5500E-23,0.007431,42.9225,23,21,42.9225,       3 0 0 12,       0 0 0 01,               ,     R 10e     ,0.079549398,0.7,-0.004697975,0,0.108441827,0.7,0,0,8.21E-06,1,0,0,0,0.108,0.7,0,0,0,0.7,0,0,0,1,0,0,0
6797133,2,1,6357.311576,1.6800E-23,0.007479,60.8709,27,25,60.8709,       3 0 0 12,       0 0 0 01,               ,     R 12e     ,0.077261354,0.69,-0.005103556,0,0.093004907,0.69,0,0,0.002888367,1,0,0,0,0.106,0.69,0,0,0,0.69,0,0,0,1,0,0,0
6797206,2,1,6358.654325,1.7500E-23,0.007517,81.9401,31,29,81.9401,       3 0 0 12,       0 0 0 01,               ,     R 14e     ,0.075301615,0.68,-0.005002161,0,0.077140996,0.68,0,0,0.005580231,1,0,0,0,0.104,0.68,0,0,0,0.68,0,0,0,1,0,0,0
6797270,2,1,6359.967248,1.7600E-23,0.007543,106.1297,35,33,106.1297,       3 0 0 12,       0 0 0 01,               ,     R 16e     ,0.073949633,0.67,-0.005407741,0,0.077240676,0.67,0,0,0.005439081,1,0,0,0,0.102,0.67,0,0,0,0.67,0,0,0,1,0,0,0
6797313,2,1,6361.25035,1.7200E-23,0.007564,133.4393,39,37,133.4393,       3 0 0 12,       0 0 0 01,               ,     R 18e     ,0.07296418,0.65,-0.005914717,0,0.08302617,0.65,0,0,0.004011037,1,0,0,0,0.1,0.65,0,0,0,0.65,0,0,0,1,0,0,0
6797352,2,1,6362.503752,1.6400E-23,0.007577,163.8684,43,41,163.8684,       3 0 0 12,       0 0 0 01,               ,     R 20e     ,0.072001147,0.69,-0.005914717,0,0.083387776,0.69,0,0,0.003648463,1,0,0,0,0.098,0.69,0,0,0,0.69,0,0,0,1,0,0,0
6797395,2,1,6363.727569,1.5200E-23,0.007582,197.4166,47,45,197.4166,       3 0 0 12,       0 0 0 01,               ,     R 22e     ,0.071423589,0.7,-0.006083709,0,0.091612221,0.7,0,0,0.001829473,1,0,0,0,0.097,0.7,0,0,0,0.7,0,0,0,1,0,0,0
6797433,2,1,6364.921932,1.3800E-23,0.007583,234.0834,51,49,234.0834,       3 0 0 12,       0 0 0 01,               ,     R 24e     ,0.070551026,0.71,-0.006185104,0,0.085231072,0.71,0,0,0.002866578,1,0,0,0,0.095,0.71,0,0,0,0.71,0,0,0,1,0,0,0
6797476,2,1,6366.086989,1.2300E-23,0.007582,273.868,55,53,273.868,       3 0 0 12,       0 0 0 01,               ,     R 26e     ,0.069961441,0.7,-0.006185104,0,0.080087957,0.7,0,0,0.003437049,1,0,0,0,0.093,0.7,0,0,0,0.7,0,0,0,1,0,0,0
6797512,2,1,6367.222904,1.0700E-23,0.00758,316.7699,59,57,316.7699,       3 0 0 12,       0 0 0 01,               ,     R 28e     ,0.069120737,0.79,-0.00608,0,0.068679198,0.79,0,0,0.005802253,1,0,0,0,0.091,0.79,0,0,0,0.79,0,0,0,1,0,0,0
6797555,2,1,6368.329856,9.1000E-24,0.007569,362.7883,63,61,362.7883,       3 0 0 12,       0 0 0 01,               ,     R 30e     ,0.068333367,0.81,-0.0063,0,0.031159325,0.81,0,0,0.010123773,1,0,0,0,0.089,0.81,0,0,0,0.81,0,0,0,1,0,0,0
6797597,2,1,6369.40804,7.6100E-24,0.007557,411.9225,67,65,411.9225,       3 0 0 12,       0 0 0 01,               ,     R 32e     ,0.067964449,0.83,-0.00627,0,0.028154187,0.83,0,0,0.011377225,1,0,0,0,0.087,0.83,0,0,0,0.83,0,0,0,1,0,0,0
6797637,2,1,6370.457667,6.2400E-24,0.007541,464.1717,71,69,464.1717,       3 0 0 12,       0 0 0 01,               ,     R 34e     ,0.068048137,0.82,-0.00657,0,0.058286804,0.82,0,0,0.006462592,1,0,0,0,0.085,0.82,0,0,0,0.82,0,0,0,1,0,0,0
6797671,2,1,6371.47897,5.0200E-24,0.007523,519.535,75,73,519.535,       3 0 0 12,       0 0 0 01,               ,     R 36e     ,0.068080884,0.66,-0.00655,0,0.087579015,0.66,0,0,0.000758047,1,0,0,0,0.084,0.66,0,0,0,0.66,0,0,0,1,0,0,0
6797711,2,1,6372.472194,3.9700E-24,0.007503,578.0116,79,77,578.0116,       3 0 0 12,       0 0 0 01,               ,     R 38e     ,0.067986259,0.73,-0.00708,0,0.089102964,0.73,0,0,0.00046713,1,0,0,0,0.081,0.73,0,0,0,0.73,0,0,0,1,0,0,0
6797753,2,1,6373.437606,3.0800E-24,0.007478,639.6004,83,81,639.6004,       3 0 0 12,       0 0 0 01,               ,     R 40e     ,0.067571631,0.82,-0.00713,0,0.081258773,0.82,0,0,0.001735818,1,0,0,0,0.08,0.82,0,0,0,0.82,0,0,0,1,0,0,0
6797792,2,1,6374.375489,2.3500E-24,0.007449,704.3005,87,85,704.3005,       3 0 0 12,       0 0 0 01,               ,     R 42e     ,0.066509691,0.75,-0.007471,0,0.039672362,0.75,0,0,0.008396516,1,0,0,0,0.079,0.75,0,0,0,0.75,0,0,0,1,0,0,0
6797832,2,1,6375.286149,1.7600E-24,0.007418,772.1107,91,89,772.1107,       3 0 0 12,       0 0 0 01,               ,     R 44e     ,0.065126698,0.75,-0.007501,0,0.001391831,0.75,0,0,0.014670394,1,0,0,0,0.078,0.75,0,0,0,0.75,0,0,0,1,0,0,0
6797862,2,1,6376.16991,1.2900E-24,0.007387,843.0301,95,93,843.0301,       3 0 0 12,       0 0 0 01,               ,     R 46e     ,0.065045308,0.74,-0.007543,0,0.00013575,0.74,0,0,0.01056637,1,0,0,0,0.076,0.74,0,0,0,0.74,0,0,0,1,0,0,0
6797896,2,1,6377.027117,9.3600E-25,0.007351,917.0573,99,97,917.0573,       3 0 0 12,       0 0 0 01,               ,     R 48e     ,0.065373931,0.74,-0.007594,0,0,0.74,0,0,0,1,0,0,0,0.075,0.74,0,0,0,0.74,0,0,0,1,0,0,0
6797931,2,1,6377.858138,6.6600E-25,0.007312,994.1913,103,101,994.1913,       3 0 0 12,       0 0 0 01,               ,     R 50e     ,0.065463821,0.73,-0.007639,0,0,0.73,0,0,0,1,0,0,0,0.074,0.73,0,0,0,0.73,0,0,0,1,0,0,0
