Wavenumber (cm-1),Transmission,Absorption,Pressure (Torr),Temperature
6290.440663,0.999438882,1.72E-01,742.08,22.15
6290.444429,0.999888122,3.44E-02,742.08,22.15
6290.448196,0.999716818,8.70E-02,742.08,22.15
6290.451962,0.99952668,1.45E-01,742.08,22.15
6290.455729,0.999583364,1.28E-01,742.08,22.15
6290.459496,0.999474585,1.62E-01,742.08,22.15
6290.463262,0.999409556,1.82E-01,742.08,22.15
6290.467029,0.999620557,1.17E-01,742.08,22.15
6290.470795,0.999514759,1.49E-01,742.08,22.15
6290.474562,0.999135494,2.66E-01,742.08,22.15
6290.478328,0.999541581,1.41E-01,742.08,22.15
6290.482095,1.000553608,-1.70E-01,742.08,22.15
6290.485861,1.000625134,-1.92E-01,742.08,22.15
6290.489628,0.999600172,1.23E-01,742.08,22.15
6290.493394,0.99892664,3.30E-01,742.08,22.15
6290.497161,0.999079108,2.83E-01,742.08,22.15
6290.500927,0.999270678,2.24E-01,742.08,22.15
6290.504694,0.999159932,2.58E-01,742.08,22.15
6290.508461,0.998839796,3.57E-01,742.08,22.15
6290.512227,0.998283565,5.28E-01,742.08,22.15
6290.515994,0.998032749,6.05E-01,742.08,22.15
6290.51976,0.99874717,3.85E-01,742.08,22.15
6290.523527,0.999637961,1.11E-01,742.08,22.15
6290.527293,0.999454677,1.68E-01,742.08,22.15
6290.53106,0.99869746,4.01E-01,742.08,22.15
6290.534826,0.998573661,4.39E-01,742.08,22.15
6290.538593,0.99882263,3.62E-01,742.08,22.15
6290.542359,0.998748124,3.85E-01,742.08,22.15
6290.546126,0.998693049,4.02E-01,742.08,22.15
6290.549892,0.998716652,3.95E-01,742.08,22.15
6290.553659,0.998079777,5.91E-01,742.08,22.15
6290.557426,0.997241855,8.49E-01,742.08,22.15
6290.561192,0.99759239,7.41E-01,742.08,22.15
6290.564959,0.998626828,4.22E-01,742.08,22.15
6290.568725,0.998515546,4.57E-01,742.08,22.15
6290.572492,0.997475684,7.77E-01,742.08,22.15
6290.576258,0.997292876,8.33E-01,742.08,22.15
6290.580025,0.997973621,6.23E-01,742.08,22.15
6290.583791,0.998032093,6.05E-01,742.08,22.15
6290.587558,0.997303963,8.30E-01,742.08,22.15
6290.591324,0.996756077,9.99E-01,742.08,22.15
6290.595091,0.99654448,1.06E+00,742.08,22.15
6290.598858,0.99632293,1.13E+00,742.08,22.15
6290.602624,0.996226847,1.16E+00,742.08,22.15
6290.606391,0.996294916,1.14E+00,742.08,22.15
6290.610157,0.996218562,1.16E+00,742.08,22.15
6290.613924,0.996043921,1.22E+00,742.08,22.15
6290.61769,0.995863855,1.27E+00,742.08,22.15
6290.621457,0.995341122,1.44E+00,742.08,22.15
6290.625223,0.994716823,1.63E+00,742.08,22.15
6290.62899,0.994924724,1.56E+00,742.08,22.15
6290.632756,0.995690107,1.33E+00,742.08,22.15
6290.636523,0.99558419,1.36E+00,742.08,22.15
6290.640289,0.994703889,1.63E+00,742.08,22.15
6290.644056,0.994670451,1.64E+00,742.08,22.15
6290.647823,0.995507956,1.38E+00,742.08,22.15
6290.651589,0.995611191,1.35E+00,742.08,22.15
6290.655356,0.994998276,1.54E+00,742.08,22.15
6290.659122,0.995236099,1.47E+00,742.08,22.15
6290.662889,0.996144772,1.19E+00,742.08,22.15
6290.666655,0.996012867,1.23E+00,742.08,22.15
6290.670422,0.994936049,1.56E+00,742.08,22.15
6290.674188,0.994687021,1.64E+00,742.08,22.15
6290.677955,0.995533466,1.38E+00,742.08,22.15
6290.681721,0.996070325,1.21E+00,742.08,22.15
6290.685488,0.995833933,1.28E+00,742.08,22.15
6290.689255,0.995656967,1.34E+00,742.08,22.15
6290.693021,0.995934188,1.25E+00,742.08,22.15
6290.696788,0.996393502,1.11E+00,742.08,22.15
6290.700554,0.996964991,9.34E-01,742.08,22.15
6290.704321,0.997537255,7.58E-01,742.08,22.15
6290.708087,0.99762553,7.31E-01,742.08,22.15
6290.711854,0.99714011,8.80E-01,742.08,22.15
6290.71562,0.996674717,1.02E+00,742.08,22.15
6290.719387,0.996632993,1.04E+00,742.08,22.15
6290.723153,0.996886432,9.58E-01,742.08,22.15
6290.72692,0.997293055,8.33E-01,742.08,22.15
6290.730686,0.997701705,7.07E-01,742.08,22.15
6290.734453,0.997736394,6.96E-01,742.08,22.15
6290.73822,0.997354448,8.14E-01,742.08,22.15
6290.741986,0.997144103,8.79E-01,742.08,22.15
6290.745753,0.997415006,7.95E-01,742.08,22.15
6290.749519,0.997670353,7.17E-01,742.08,22.15
6290.753286,0.997497261,7.70E-01,742.08,22.15
6290.757052,0.997193456,8.64E-01,742.08,22.15
6290.760819,0.997108221,8.90E-01,742.08,22.15
6290.764585,0.997142553,8.79E-01,742.08,22.15
6290.768352,0.997190058,8.65E-01,742.08,22.15
6290.772118,0.997368217,8.10E-01,742.08,22.15
6290.775885,0.997671545,7.16E-01,742.08,22.15
6290.779652,0.997919381,6.40E-01,742.08,22.15
6290.783418,0.997986496,6.19E-01,742.08,22.15
6290.787185,0.997789264,6.80E-01,742.08,22.15
6290.790951,0.99735862,8.13E-01,742.08,22.15
6290.794718,0.997038305,9.12E-01,742.08,22.15
6290.798484,0.997136235,8.81E-01,742.08,22.15
6290.802251,0.99740684,7.98E-01,742.08,22.15
6290.806017,0.997409105,7.97E-01,742.08,22.15
6290.809784,0.997162223,8.73E-01,742.08,22.15
6290.81355,0.99693495,9.43E-01,742.08,22.15
6290.817317,0.996841073,9.72E-01,742.08,22.15
6290.821083,0.997025549,9.15E-01,742.08,22.15
6290.82485,0.997550845,7.54E-01,742.08,22.15
6290.828617,0.997888684,6.50E-01,742.08,22.15
6290.832383,0.997527063,7.61E-01,742.08,22.15
6290.83615,0.997059047,9.05E-01,742.08,22.15
6290.839916,0.997412562,7.96E-01,742.08,22.15
6290.843683,0.998253942,5.37E-01,742.08,22.15
6290.847449,0.998604715,4.29E-01,742.08,22.15
6290.851216,0.99854219,4.48E-01,742.08,22.15
6290.854982,0.99873209,3.90E-01,742.08,22.15
6290.858749,0.998985171,3.12E-01,742.08,22.15
6290.862515,0.998833597,3.59E-01,742.08,22.15
6290.866282,0.998599708,4.31E-01,742.08,22.15
6290.870049,0.998556852,4.44E-01,742.08,22.15
6290.873815,0.998292327,5.25E-01,742.08,22.15
6290.877582,0.997956514,6.29E-01,742.08,22.15
6290.881348,0.99845016,4.77E-01,742.08,22.15
6290.885115,0.999520958,1.47E-01,742.08,22.15
6290.888881,0.999729693,8.31E-02,742.08,22.15
6290.892648,0.999009669,3.04E-01,742.08,22.15
6290.896414,0.998945177,3.24E-01,742.08,22.15
6290.900181,0.999854505,4.47E-02,742.08,22.15
6290.903947,1.000095606,-2.94E-02,742.08,22.15
6290.907714,0.999008715,3.05E-01,742.08,22.15
6290.91148,0.998153985,5.68E-01,742.08,22.15
6290.915247,0.998732269,3.90E-01,742.08,22.15
6290.919014,0.999760866,7.35E-02,742.08,22.15
6290.92278,0.999790192,6.45E-02,742.08,22.15
6290.926547,0.999010146,3.04E-01,742.08,22.15
6290.930313,0.998658001,4.13E-01,742.08,22.15
6290.93408,0.999138653,2.65E-01,742.08,22.15
6290.937846,0.999701679,9.17E-02,742.08,22.15
6290.941613,0.999760628,7.36E-02,742.08,22.15
6290.945379,0.999628186,1.14E-01,742.08,22.15
6290.949146,0.999656379,1.06E-01,742.08,22.15
6290.952912,0.999550939,1.38E-01,742.08,22.15
6290.956679,0.999211133,2.43E-01,742.08,22.15
6290.960446,0.999276757,2.22E-01,742.08,22.15
6290.964212,0.999905169,2.91E-02,742.08,22.15
6290.967979,1.000113845,-3.50E-02,742.08,22.15
6290.971745,0.999418855,1.79E-01,742.08,22.15
6290.975512,0.998841882,3.56E-01,742.08,22.15
6290.979278,0.999147356,2.62E-01,742.08,22.15
6290.983045,0.999603868,1.22E-01,742.08,22.15
6290.986811,0.999573588,1.31E-01,742.08,22.15
6290.990578,0.999599814,1.23E-01,742.08,22.15
6290.994344,0.999972463,8.46E-03,742.08,22.15
6290.998111,1.000057101,-1.75E-02,742.08,22.15
6291.001877,0.999772549,6.99E-02,742.08,22.15
6291.005644,0.999815822,5.66E-02,742.08,22.15
6291.009411,1.000121713,-3.74E-02,742.08,22.15
6291.013177,1.000018954,-5.82E-03,742.08,22.15
6291.016944,0.999731839,8.24E-02,742.08,22.15
6291.02071,0.999816656,5.63E-02,742.08,22.15
6291.024477,0.999810457,5.83E-02,742.08,22.15
6291.028243,0.999312937,2.11E-01,742.08,22.15
6291.03201,0.999205291,2.44E-01,742.08,22.15
6291.035776,0.999977469,6.92E-03,742.08,22.15
6291.039543,1.000446558,-1.37E-01,742.08,22.15
6291.043309,0.999784708,6.62E-02,742.08,22.15
6291.047076,0.998987734,3.11E-01,742.08,22.15
6291.050843,0.998951852,3.22E-01,742.08,22.15
6291.054609,0.999155641,2.60E-01,742.08,22.15
6291.058376,0.999222219,2.39E-01,742.08,22.15
6291.062142,0.999641657,1.10E-01,742.08,22.15
6291.065909,1.000338793,-1.04E-01,742.08,22.15
6291.069675,1.000572562,-1.76E-01,742.08,22.15
6291.073442,1.000385284,-1.18E-01,742.08,22.15
6291.077208,1.000349283,-1.07E-01,742.08,22.15
6291.080975,1.000331402,-1.02E-01,742.08,22.15
6291.084741,1.000047088,-1.45E-02,742.08,22.15
6291.088508,0.999859989,4.30E-02,742.08,22.15
6291.092274,0.999890387,3.37E-02,742.08,22.15
6291.096041,0.999737442,8.07E-02,742.08,22.15
6291.099808,0.999662697,1.04E-01,742.08,22.15
6291.103574,1.00023818,-7.32E-02,742.08,22.15
6291.107341,1.000813127,-2.50E-01,742.08,22.15
6291.111107,1.000438333,-1.35E-01,742.08,22.15
6291.114874,0.999721944,8.55E-02,742.08,22.15
6291.11864,0.999613524,1.19E-01,742.08,22.15
6291.122407,0.999602318,1.22E-01,742.08,22.15
6291.126173,0.999223054,2.39E-01,742.08,22.15
6291.12994,0.999399602,1.85E-01,742.08,22.15
6291.133706,1.000365734,-1.12E-01,742.08,22.15
6291.137473,1.000740647,-2.28E-01,742.08,22.15
6291.14124,1.000222802,-6.85E-02,742.08,22.15
6291.145006,1.000275016,-8.45E-02,742.08,22.15
6291.148773,1.00109756,-3.37E-01,742.08,22.15
6291.152539,1.00118196,-3.63E-01,742.08,22.15
6291.156306,1.000365496,-1.12E-01,742.08,22.15
6291.160072,1.000028491,-8.76E-03,742.08,22.15
6291.163839,1.000376344,-1.16E-01,742.08,22.15
6291.167605,1.000566483,-1.74E-01,742.08,22.15
6291.171372,1.000634551,-1.95E-01,742.08,22.15
6291.175138,1.000714898,-2.20E-01,742.08,22.15
6291.178905,1.000104308,-3.21E-02,742.08,22.15
6291.182671,0.999120593,2.70E-01,742.08,22.15
6291.186438,0.999362528,1.96E-01,742.08,22.15
6291.190205,1.000729084,-2.24E-01,742.08,22.15
6291.193971,1.001285195,-3.95E-01,742.08,22.15
6291.197738,1.000721812,-2.22E-01,742.08,22.15
6291.201504,1.000470996,-1.45E-01,742.08,22.15
6291.205271,1.000513554,-1.58E-01,742.08,22.15
6291.209037,0.999863565,4.19E-02,742.08,22.15
6291.212804,0.999348581,2.00E-01,742.08,22.15
6291.21657,1.000204206,-6.27E-02,742.08,22.15
6291.220337,1.001311779,-4.03E-01,742.08,22.15
6291.224103,1.001098633,-3.37E-01,742.08,22.15
6291.22787,1.000245929,-7.56E-02,742.08,22.15
6291.231637,0.999881089,3.65E-02,742.08,22.15
6291.235403,0.999582529,1.28E-01,742.08,22.15
6291.23917,0.999133647,2.66E-01,742.08,22.15
6291.242936,0.999377668,1.91E-01,742.08,22.15
6291.246703,1.000123262,-3.79E-02,742.08,22.15
6291.250469,1.000123859,-3.81E-02,742.08,22.15
6291.254236,0.999528348,1.45E-01,742.08,22.15
6291.258002,0.999487698,1.57E-01,742.08,22.15
6291.261769,0.999821067,5.50E-02,742.08,22.15
6291.265535,0.999778867,6.80E-02,742.08,22.15
6291.269302,0.999920428,2.45E-02,742.08,22.15
6291.273068,1.000709891,-2.18E-01,742.08,22.15
6291.276835,1.000962615,-2.96E-01,742.08,22.15
6291.280602,0.999949753,1.54E-02,742.08,22.15
6291.284368,0.999073684,2.85E-01,742.08,22.15
6291.288135,0.999524534,1.46E-01,742.08,22.15
6291.291901,1.000347972,-1.07E-01,742.08,22.15
6291.295668,1.000356913,-1.10E-01,742.08,22.15
6291.299434,0.999993205,2.09E-03,742.08,22.15
6291.303201,1.000060797,-1.87E-02,742.08,22.15
6291.306967,1.00032413,-9.96E-02,742.08,22.15
6291.310734,1.000282168,-8.67E-02,742.08,22.15
6291.3145,1.000049591,-1.52E-02,742.08,22.15
6291.318267,0.999884546,3.55E-02,742.08,22.15
6291.322033,0.999781251,6.72E-02,742.08,22.15
6291.3258,0.999790788,6.43E-02,742.08,22.15
6291.329567,1.000086188,-2.65E-02,742.08,22.15
6291.333333,1.000562549,-1.73E-01,742.08,22.15
6291.3371,1.000810742,-2.49E-01,742.08,22.15
6291.340866,1.000581026,-1.79E-01,742.08,22.15
6291.344633,1.000093937,-2.89E-02,742.08,22.15
6291.348399,0.999835253,5.06E-02,742.08,22.15
6291.352166,1.00004828,-1.48E-02,742.08,22.15
6291.355932,1.000429988,-1.32E-01,742.08,22.15
6291.359699,1.000411034,-1.26E-01,742.08,22.15
6291.363465,0.999859035,4.33E-02,742.08,22.15
6291.367232,0.999384403,1.89E-01,742.08,22.15
6291.370999,0.999687851,9.59E-02,742.08,22.15
6291.374765,1.000569105,-1.75E-01,742.08,22.15
6291.378532,1.001027465,-3.16E-01,742.08,22.15
6291.382298,1.000569224,-1.75E-01,742.08,22.15
6291.386065,0.999848127,4.67E-02,742.08,22.15
6291.389831,0.99963069,1.14E-01,742.08,22.15
6291.393598,0.999831438,5.18E-02,742.08,22.15
6291.397364,1.000066042,-2.03E-02,742.08,22.15
6291.401131,1.000343084,-1.05E-01,742.08,22.15
6291.404897,1.0006212,-1.91E-01,742.08,22.15
6291.408664,1.000527144,-1.62E-01,742.08,22.15
6291.41243,1.00009644,-2.96E-02,742.08,22.15
6291.416197,0.999928653,2.19E-02,742.08,22.15
6291.419964,1.000197053,-6.06E-02,742.08,22.15
6291.42373,1.000369072,-1.13E-01,742.08,22.15
6291.427497,1.000164747,-5.06E-02,742.08,22.15
6291.431263,0.999927104,2.24E-02,742.08,22.15
6291.43503,0.999900878,3.05E-02,742.08,22.15
6291.438796,0.99994868,1.58E-02,742.08,22.15
6291.442563,0.999971986,8.61E-03,742.08,22.15
6291.446329,0.999988437,3.55E-03,742.08,22.15
6291.450096,0.999947965,1.60E-02,742.08,22.15
6291.453862,0.999847889,4.67E-02,742.08,22.15
6291.457629,0.999782205,6.69E-02,742.08,22.15
6291.461396,0.999753356,7.58E-02,742.08,22.15
6291.465162,0.999816418,5.64E-02,742.08,22.15
6291.468929,1.000185251,-5.69E-02,742.08,22.15
6291.472695,1.000713348,-2.19E-01,742.08,22.15
6291.476462,1.000799418,-2.46E-01,742.08,22.15
6291.480228,1.000379801,-1.17E-01,742.08,22.15
6291.483995,1.000202775,-6.23E-02,742.08,22.15
6291.487761,1.000473499,-1.45E-01,742.08,22.15
6291.491528,1.000371575,-1.14E-01,742.08,22.15
6291.495294,0.999662221,1.04E-01,742.08,22.15
6291.499061,0.999403834,1.83E-01,742.08,22.15
6291.502827,1.000117779,-3.62E-02,742.08,22.15
6291.506594,1.000779986,-2.40E-01,742.08,22.15
6291.510361,1.000650764,-2.00E-01,742.08,22.15
6291.514127,1.000503898,-1.55E-01,742.08,22.15
6291.517894,1.000924945,-2.84E-01,742.08,22.15
6291.52166,1.001112223,-3.42E-01,742.08,22.15
6291.525427,1.000525355,-1.61E-01,742.08,22.15
6291.529193,1.000008702,-2.67E-03,742.08,22.15
6291.53296,1.000155449,-4.78E-02,742.08,22.15
6291.536726,1.00026226,-8.06E-02,742.08,22.15
6291.540493,0.999859035,4.33E-02,742.08,22.15
6291.544259,0.999550521,1.38E-01,742.08,22.15
6291.548026,0.999620318,1.17E-01,742.08,22.15
6291.551793,0.999595642,1.24E-01,742.08,22.15
6291.555559,0.999604702,1.22E-01,742.08,22.15
6291.559326,1.000238657,-7.33E-02,742.08,22.15
6291.563092,1.000954986,-2.93E-01,742.08,22.15
6291.566859,1.000659466,-2.03E-01,742.08,22.15
6291.570625,0.99976778,7.14E-02,742.08,22.15
6291.574392,0.999624014,1.16E-01,742.08,22.15
6291.578158,1.000156879,-4.82E-02,742.08,22.15
6291.581925,1.000169158,-5.20E-02,742.08,22.15
6291.585691,0.999603033,1.22E-01,742.08,22.15
6291.589458,0.999553442,1.37E-01,742.08,22.15
6291.593224,1.000279784,-8.60E-02,742.08,22.15
6291.596991,1.000809789,-2.49E-01,742.08,22.15
6291.600758,1.000483036,-1.48E-01,742.08,22.15
6291.604524,0.999819875,5.54E-02,742.08,22.15
6291.608291,0.999694169,9.40E-02,742.08,22.15
6291.612057,1.000154734,-4.75E-02,742.08,22.15
6291.615824,1.000442386,-1.36E-01,742.08,22.15
6291.61959,1.00022316,-6.86E-02,742.08,22.15
6291.623357,1.000144005,-4.43E-02,742.08,22.15
6291.627123,1.000591159,-1.82E-01,742.08,22.15
6291.63089,1.000828505,-2.55E-01,742.08,22.15
6291.634656,1.000327587,-1.01E-01,742.08,22.15
6291.638423,0.999830365,5.21E-02,742.08,22.15
6291.64219,1.000002742,-8.43E-04,742.08,22.15
6291.645956,1.000331044,-1.02E-01,742.08,22.15
6291.649723,1.000340223,-1.05E-01,742.08,22.15
6291.653489,1.000396848,-1.22E-01,742.08,22.15
6291.657256,1.000599265,-1.84E-01,742.08,22.15
6291.661022,1.00049603,-1.52E-01,742.08,22.15
6291.664789,1.000187397,-5.76E-02,742.08,22.15
6291.668555,1.000134111,-4.12E-02,742.08,22.15
6291.672322,1.000154734,-4.75E-02,742.08,22.15
6291.676088,1.000022888,-7.03E-03,742.08,22.15
6291.679855,1.000119329,-3.67E-02,742.08,22.15
6291.683621,1.000342369,-1.05E-01,742.08,22.15
6291.687388,0.999947131,1.62E-02,742.08,22.15
6291.691155,0.999270141,2.24E-01,742.08,22.15
6291.694921,0.999493182,1.56E-01,742.08,22.15
6291.698688,1.000328183,-1.01E-01,742.08,22.15
6291.702454,1.000381589,-1.17E-01,742.08,22.15
6291.706221,0.999773741,6.95E-02,742.08,22.15
6291.709987,0.99983418,5.10E-02,742.08,22.15
6291.713754,1.000612259,-1.88E-01,742.08,22.15
6291.71752,1.001040459,-3.20E-01,742.08,22.15
6291.721287,1.000833392,-2.56E-01,742.08,22.15
6291.725053,1.000416756,-1.28E-01,742.08,22.15
6291.72882,0.999999166,2.56E-04,742.08,22.15
6291.732587,0.999843478,4.81E-02,742.08,22.15
6291.736353,1.000187635,-5.77E-02,742.08,22.15
6291.74012,1.0005579,-1.71E-01,742.08,22.15
6291.743886,1.000462532,-1.42E-01,742.08,22.15
6291.747653,1.000325918,-1.00E-01,742.08,22.15
6291.751419,1.00043118,-1.32E-01,742.08,22.15
6291.755186,1.000121236,-3.73E-02,742.08,22.15
6291.758952,0.999242306,2.33E-01,742.08,22.15
6291.762719,0.998825073,3.61E-01,742.08,22.15
6291.766485,0.999399006,1.85E-01,742.08,22.15
6291.770252,1.000187278,-5.75E-02,742.08,22.15
6291.774018,1.000427485,-1.31E-01,742.08,22.15
6291.777785,1.000146866,-4.51E-02,742.08,22.15
6291.781552,0.999755859,7.50E-02,742.08,22.15
6291.785318,0.999739111,8.02E-02,742.08,22.15
6291.789085,1.000157356,-4.84E-02,742.08,22.15
6291.792851,1.000296235,-9.10E-02,742.08,22.15
6291.796618,0.999863803,4.19E-02,742.08,22.15
6291.800384,0.999759436,7.39E-02,742.08,22.15
6291.804151,1.000281811,-8.66E-02,742.08,22.15
6291.807917,1.00029707,-9.13E-02,742.08,22.15
6291.811684,0.999662578,1.04E-01,742.08,22.15
6291.81545,0.999832392,5.15E-02,742.08,22.15
6291.819217,1.000722766,-2.22E-01,742.08,22.15
6291.822984,1.000455618,-1.40E-01,742.08,22.15
6291.82675,0.999225497,2.38E-01,742.08,22.15
6291.830517,0.999272525,2.24E-01,742.08,22.15
6291.834283,1.000526428,-1.62E-01,742.08,22.15
6291.83805,1.000776172,-2.38E-01,742.08,22.15
6291.841816,1.000021696,-6.67E-03,742.08,22.15
6291.845583,1.0000453,-1.39E-02,742.08,22.15
6291.849349,1.000568628,-1.75E-01,742.08,22.15
6291.853116,1.000278592,-8.56E-02,742.08,22.15
6291.856882,1.000024557,-7.55E-03,742.08,22.15
6291.860649,1.000885129,-2.72E-01,742.08,22.15
6291.864415,1.001387835,-4.26E-01,742.08,22.15
6291.868182,1.000254035,-7.81E-02,742.08,22.15
6291.871949,0.999126852,2.68E-01,742.08,22.15
6291.875715,0.999590635,1.26E-01,742.08,22.15
6291.879482,1.000485063,-1.49E-01,742.08,22.15
6291.883248,1.000457406,-1.41E-01,742.08,22.15
6291.887015,1.000185967,-5.71E-02,742.08,22.15
6291.890781,1.000421405,-1.29E-01,742.08,22.15
6291.894548,1.000559449,-1.72E-01,742.08,22.15
6291.898314,1.000173807,-5.34E-02,742.08,22.15
6291.902081,0.999811888,5.78E-02,742.08,22.15
6291.905847,0.999865949,4.12E-02,742.08,22.15
6291.909614,1.000159144,-4.89E-02,742.08,22.15
6291.913381,1.000405788,-1.25E-01,742.08,22.15
