trans_id,molec_id,local_iso_id,nu,sw,a,elower,gp,gpp,elower,global_upper_quanta,global_lower_quanta,local_upper_quanta,local_lower_quanta,gamma0_air,n_gamma0_air,delta0_air,n_delta0_air,SD_gamma_air,n_gamma2_air,SD_delta_air,n_delta2_air,nuVC_air,n_nuVC_air,eta_air,y_air_296,gamma0_self,n_gamma0_self,delta0_self,n_delta0_self,SD_gamma_self,n_gamma2_self,SD_delta_self,n_delta2_self,nuVC_self,n_nuVC_self,eta_self,y_self_296
6793599,2,3,6290.128551,1.06E-30,0.005599,2288.8608,59,57,2288.8608,       3 3 3 12,       0 3 3 01,               ,     R 28f     ,0.0691,0.75,-0.007235,0,0.064408629,0.75,0,0,0,1,0,0,0.092,0.75,0,0,0.083333333,0.75,0,0,0,1,0,0
6793600,2,3,6290.146715,8.86E-29,0.004249,1482.5903,129,127,1482.5903,       3 0 0 12,       0 0 0 01,               ,     R 63e     ,0.065,0.7,-0.0081,0,0.077290354,0.7,0,0,0,1,0,0,0.068,0.7,0,0,0.1,0.7,0,0,0,1,0,0
6793601,2,2,6290.148807,2.54E-30,2.50E-06,754.8866,62,66,754.8866,       4 2 2 01,       0 1 1 01,               ,     P 16f     ,0.0759,0.69,-0.005974,0,0.080947479,0.69,0,0,0,1,0,0,0.103,0.69,0,0,0.103333333,0.69,0,0,0,1,0,0
6793602,2,3,6290.168443,1.37E-29,0.0002545,1181.2295,77,75,1181.2295,       5 1 1 05,       0 1 1 01,               ,     R 37f     ,0.0681,0.76,-0.007496,0,0.061832284,0.76,0,0,0,1,0,0,0.083,0.76,0,0,0.08,0.76,0,0,0,1,0,0
6793603,2,1,6290.206403,1.15E-29,0.01689,3457.333,117,119,3457.333,       4 1 1 12,       1 1 1 01,               ,     P 59e     ,0.0661,0.71,-0.007913,0,0.076766443,0.71,0,0,0,1,0,0,0.07,0.71,0,0,0.096666667,0.71,0,0,0,1,0,0
6793604,2,1,6290.230037,1.09E-30,0.0131,3792.4033,73,75,3792.4033,       4 3 3 13,       1 3 3 02,               ,     P 37e     ,0.0685,0.76,-0.007404,0,0.06353085,0.76,0,0,0,1,0,0,0.084,0.76,0,0,0.08,0.76,0,0,0,1,0,0
6793605,2,1,6290.233497,2.65E-30,0.01726,3183.8174,7,5,3183.8174,       5 1 1 14,       2 1 1 03,               ,     R  2f     ,0.0885,0.78,-0.004698,0,0.058236612,0.78,0,0,0,1,0,0,0.119,0.78,0,0,0.073333333,0.78,0,0,0,1,0,0
6793606,2,4,6290.243633,4.18E-27,0.006455,41.646,114,126,41.646,       3 0 0 12,       0 0 0 01,               ,     P 10e     ,0.0813,0.7,-0.00571,0,0.078335359,0.7,0,0,0,1,0,0,0.109,0.7,0,0,0.1,0.7,0,0,0,1,0,0
6793607,2,1,6290.256732,2.43E-30,1.54E-06,1748.578,67,65,1748.578,       2 4 4 12,       0 2 2 01,               ,     R 32e     ,0.0689,0.76,-0.007339,0,0.06353085,0.76,0,0,0,1,0,0,0.088,0.76,0,0,0.08,0.76,0,0,0,1,0,0
6793608,2,3,6290.263335,1.71E-28,0.005048,1296.7484,85,83,1296.7484,       3 1 1 12,       0 1 1 01,               ,     R 41e     ,0.0678,0.76,-0.007421,0,0.061832284,0.76,0,0,0,1,0,0,0.079,0.76,0,0,0.08,0.76,0,0,0,1,0,0
6793609,2,2,6290.273419,6.19E-30,1.03E-05,988.2071,114,118,988.2071,       2 0 0 23,       0 1 1 01,               ,     P 29e     ,0.0694,0.75,-0.00784,0,0.065280225,0.75,0,0,0,1,0,0,0.092,0.75,0,0,0.083333333,0.75,0,0,0,1,0,0
6793610,2,3,6290.280713,1.65E-29,0.0004314,1266.6187,83,81,1266.6187,       5 1 1 05,       0 1 1 01,               ,     R 40e     ,0.0679,0.76,-0.007536,0,0.061832284,0.76,0,0,0,1,0,0,0.08,0.76,0,0,0.08,0.76,0,0,0,1,0,0
6793611,2,3,6290.296417,2.10E-29,0.005524,1691.6292,65,63,1691.6292,       3 2 2 12,       0 2 2 01,               ,     R 31e     ,0.0687,0.76,-0.007295,0,0.061832284,0.76,0,0,0,1,0,0,0.089,0.76,0,0,0.08,0.76,0,0,0,1,0,0
6793612,2,1,6290.329624,4.32E-30,0.01514,3549.5396,77,75,3549.5396,       3 1 1 22,       0 1 1 11,               ,     R 37f     ,0.0684,0.76,-0.007403,0,0.06353085,0.76,0,0,0,1,0,0,0.083,0.76,0,0,0.08,0.76,0,0,0,1,0,0
6793613,2,3,6290.330717,2.10E-29,0.005521,1691.6322,65,63,1691.6322,       3 2 2 12,       0 2 2 01,               ,     R 31f     ,0.0687,0.76,-0.007295,0,0.061832284,0.76,0,0,0,1,0,0,0.089,0.76,0,0,0.08,0.76,0,0,0,1,0,0
6793614,2,1,6290.3858,1.50E-29,8.52E-05,2280.1201,99,101,2280.1201,       5 1 1 02,       1 0 0 02,               ,     P 50e     ,0.0672,0.73,-0.006991,0,0.071472206,0.73,0,0,0,1,0,0,0.074,0.73,0,0,0.09,0.73,0,0,0,1,0,0
6793615,2,2,6290.397523,2.60E-28,9.48E-05,772.1473,182,178,772.1473,       4 1 1 01,       0 0 0 01,               ,     R 44e     ,0.0677,0.75,-0.006868,0,0.065280225,0.75,0,0,0,1,0,0,0.077,0.75,0,0,0.083333333,0.75,0,0,0,1,0,0
6793616,2,1,6290.434605,3.55E-29,0.01405,3078.6277,69,71,3078.6277,       4 2 2 13,       1 2 2 02,               ,     P 35f     ,0.0687,0.76,-0.007384,0,0.06353085,0.76,0,0,0,1,0,0,0.086,0.76,0,0,0.08,0.76,0,0,0,1,0,0
6793617,2,1,6290.445977,3.02E-28,0.0127,2722.0723,115,117,2722.0723,       4 0 0 12,       1 0 0 01,               ,     P 58e     ,0.0662,0.71,-0.007878,0,0.076766443,0.71,0,0,0,1,0,0,0.07,0.71,0,0,0.096666667,0.71,0,0,0,1,0,0
6793618,2,1,6290.513889,1.94E-29,0.006128,3169.7686,135,137,3169.7686,       3 2 2 12,       0 2 2 01,               ,     P 68e     ,0.0645,0.68,-0.008305,0,0.0847078,0.68,0,0,0,1,0,0,0.068,0.68,0,0,0.106666667,0.68,0,0,0,1,0,0
6793619,2,3,6290.540144,7.12E-29,0.004226,1529.5935,131,129,1529.5935,       3 0 0 12,       0 0 0 01,               ,     R 64e     ,0.0648,0.69,-0.008147,0,0.0798667,0.69,0,0,0,1,0,0,0.068,0.69,0,0,0.103333333,0.69,0,0,0,1,0,0
6793620,2,2,6290.554965,1.45E-30,0.003953,2462.3789,90,86,2462.3789,       3 0 0 21,       0 0 0 11,               ,     R 21e     ,0.0717,0.72,-0.006929,0,0.073113852,0.72,0,0,0,1,0,0,0.098,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0
6793621,2,3,6290.580148,3.43E-30,0.01121,2304.887,103,101,2304.887,       4 0 0 12,       1 0 0 01,               ,     R 50e     ,0.0669,0.73,-0.007606,0,0.069561319,0.73,0,0,0,1,0,0,0.073,0.73,0,0,0.09,0.73,0,0,0,1,0,0
6793622,2,5,6290.583332,1.85E-30,0.00127,922.307,106,110,922.307,       3 1 1 11,       0 1 1 01,               ,     P 27f     ,0.0695,0.74,-0.00716,0,0.066100256,0.74,0,0,0,1,0,0,0.093,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0
6793623,2,4,6290.589132,1.82E-28,0.006296,839.8143,246,258,839.8143,       3 1 1 12,       0 1 1 01,               ,     P 21e     ,0.0722,0.71,-0.006901,0,0.07572418,0.71,0,0,0,1,0,0,0.099,0.71,0,0,0.096666667,0.71,0,0,0,1,0,0
6793624,2,3,6290.6019,2.21E-28,0.005135,1237.9587,81,79,1237.9587,       3 1 1 12,       0 1 1 01,               ,     R 39f     ,0.0679,0.76,-0.007398,0,0.061832284,0.76,0,0,0,1,0,0,0.081,0.76,0,0,0.08,0.76,0,0,0,1,0,0
6793625,2,1,6290.650526,1.33E-25,0.006555,1333.7679,115,117,1333.7679,       3 0 0 12,       0 0 0 01,               ,     P 58e     ,0.0662,0.71,-0.007878,0,0.076766443,0.71,0,0,0,1,0,0,0.07,0.71,0,0,0.096666667,0.71,0,0,0,1,0,0
6793626,2,5,6290.655378,4.65E-29,0.000891,88.3568,66,62,88.3568,       3 0 0 11,       0 0 0 01,               ,     R 15e     ,0.0756,0.69,-0.006343,0,0.078811844,0.69,0,0,0,1,0,0,0.102,0.69,0,0,0.103333333,0.69,0,0,0,1,0,0
6793627,2,1,6290.673817,8.44E-30,0.04453,3432.9565,29,31,3432.9565,       5 1 1 13,       2 1 1 02,               ,     P 15e     ,0.0771,0.69,-0.006377,0,0.082060681,0.69,0,0,0,1,0,0,0.104,0.69,0,0,0.103333333,0.69,0,0,0,1,0,0
6793628,2,1,6290.678555,3.02E-30,0.0152,3639.3015,83,81,3639.3015,       3 1 1 22,       0 1 1 11,               ,     R 40e     ,0.0682,0.76,-0.007443,0,0.06353085,0.76,0,0,0,1,0,0,0.081,0.76,0,0,0.08,0.76,0,0,0,1,0,0
6793629,2,1,6290.680082,2.99E-30,0.01512,3717.9568,121,119,3717.9568,       3 0 0 22,       0 0 0 11,               ,     R 59e     ,0.066,0.7,-0.007963,0,0.079413562,0.7,0,0,0,1,0,0,0.07,0.7,0,0,0.1,0.7,0,0,0,1,0,0
6793630,2,6,6290.684187,4.79E-30,0.001249,424.6602,780,804,424.6602,       3 0 0 11,       0 0 0 01,               ,     P 33e     ,0.0686,0.76,-0.007306,0,0.061829542,0.76,0,0,0,1,0,0,0.088,0.76,0,0,0.08,0.76,0,0,0,1,0,0
6793631,2,2,6290.686552,4.99E-30,0.0008996,2039.2227,174,178,2039.2227,       4 0 0 12,       1 0 0 02,               ,     P 44e     ,0.0678,0.75,-0.007473,0,0.065280225,0.75,0,0,0,1,0,0,0.078,0.75,0,0,0.083333333,0.75,0,0,0,1,0,0
6793632,2,3,6290.7054,1.53E-28,0.00513,1327.6753,87,85,1327.6753,       3 1 1 12,       0 1 1 01,               ,     R 42e     ,0.0677,0.75,-0.007438,0,0.064408629,0.75,0,0,0,1,0,0,0.079,0.75,0,0,0.083333333,0.75,0,0,0,1,0,0
6793633,2,3,6290.73152,1.18E-29,3.02E-06,170.0759,41,43,170.0759,       5 0 0 05,       0 0 0 01,               ,     P 21e     ,0.0721,0.71,-0.007002,0,0.074714009,0.71,0,0,0,1,0,0,0.098,0.71,0,0,0.096666667,0.71,0,0,0,1,0,0
6793634,2,1,6290.749679,1.86E-30,3.94E-05,2469.9778,67,69,2469.9778,       5 2 2 02,       0 3 3 01,               ,     P 34f     ,0.0687,0.76,-0.006759,0,0.06353085,0.76,0,0,0,1,0,0,0.087,0.76,0,0,0.08,0.76,0,0,0,1,0,0
6793635,2,1,6290.791819,1.46E-30,0.0265,3956.387,107,109,3956.387,       5 0 0 12,       2 0 0 01,               ,     P 54e     ,0.0668,0.72,-0.00773,0,0.074119325,0.72,0,0,0,1,0,0,0.072,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0
6793636,2,1,6290.793959,6.61E-30,0.0001021,2371.9336,57,55,2371.9336,       6 0 0 02,       1 1 1 01,               ,     R 27e     ,0.0696,0.74,-0.00664,0,0.068825087,0.74,0,0,0,1,0,0,0.093,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0
6793637,2,1,6290.810449,6.94E-26,0.0177,1449.3831,39,41,1449.3831,       4 0 0 13,       1 0 0 02,               ,     P 20e     ,0.073,0.7,-0.006863,0,0.079413562,0.7,0,0,0,1,0,0,0.1,0.7,0,0,0.1,0.7,0,0,0,1,0,0
6793638,2,3,6290.812912,4.22E-30,1.08E-06,170.0759,41,43,170.0759,       4 1 1 01,       0 0 0 01,               ,     P 21e     ,0.072,0.71,-0.006322,0,0.074714009,0.71,0,0,0,1,0,0,0.098,0.71,0,0,0.096666667,0.71,0,0,0,1,0,0
6793639,2,3,6290.841822,1.93E-29,0.005528,1715.2646,67,65,1715.2646,       3 2 2 12,       0 2 2 01,               ,     R 32e     ,0.0686,0.76,-0.007307,0,0.061832284,0.76,0,0,0,1,0,0,0.088,0.76,0,0,0.08,0.76,0,0,0,1,0,0
6793640,2,2,6290.860533,2.61E-30,2.71E-05,1456.463,178,182,1456.463,       5 0 0 01,       0 1 1 01,               ,     P 45e     ,0.0676,0.75,-0.006887,0,0.065280225,0.75,0,0,0,1,0,0,0.077,0.75,0,0,0.083333333,0.75,0,0,0,1,0,0
6793641,2,3,6290.880614,1.93E-29,0.005526,1715.2681,67,65,1715.2681,       3 2 2 12,       0 2 2 01,               ,     R 32f     ,0.0686,0.76,-0.007307,0,0.061832284,0.76,0,0,0,1,0,0,0.088,0.76,0,0,0.08,0.76,0,0,0,1,0,0
6793642,2,4,6290.881514,1.81E-28,0.006291,840.083,246,258,840.083,       3 1 1 12,       0 1 1 01,               ,     P 21f     ,0.0722,0.71,-0.006901,0,0.07572418,0.71,0,0,0,1,0,0,0.099,0.71,0,0,0.096666667,0.71,0,0,0,1,0,0
6793643,2,5,6290.909086,1.97E-30,0.001275,901.9851,102,106,901.9851,       3 1 1 11,       0 1 1 01,               ,     P 26e     ,0.0698,0.74,-0.007128,0,0.066100256,0.74,0,0,0,1,0,0,0.094,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0
6793644,2,1,6290.912523,9.59E-29,0.0537,2678.9341,7,9,2678.9341,       5 0 0 13,       2 0 0 02,               ,     P  4e     ,0.0879,0.77,-0.004821,0,0.060883731,0.77,0,0,0,1,0,0,0.118,0.77,0,0,0.076666667,0.77,0,0,0,1,0,0
6793645,2,1,6290.922653,2.06E-28,0.02297,2591.3867,23,21,2591.3867,       5 0 0 14,       2 0 0 03,               ,     R 10e     ,0.0811,0.7,-0.005618,0,0.079413562,0.7,0,0,0,1,0,0,0.108,0.7,0,0,0.1,0.7,0,0,0,1,0,0
6793646,2,3,6290.923707,7.24E-30,0.0001503,1209.2583,79,77,1209.2583,       5 1 1 05,       0 1 1 01,               ,     R 38f     ,0.068,0.76,-0.007512,0,0.061832284,0.76,0,0,0,1,0,0,0.082,0.76,0,0,0.08,0.76,0,0,0,1,0,0
6793647,2,1,6290.924582,1.95E-29,2.09E-07,786.9028,37,35,786.9028,       2 3 3 12,       0 1 1 01,               ,     R 17e     ,0.0744,0.7,-0.006648,0,0.079413562,0.7,0,0,0,1,0,0,0.101,0.7,0,0,0.1,0.7,0,0,0,1,0,0
6793648,2,3,6290.929546,5.70E-29,0.004202,1577.3271,133,131,1577.3271,       3 0 0 12,       0 0 0 01,               ,     R 65e     ,0.0647,0.69,-0.008198,0,0.0798667,0.69,0,0,0,1,0,0,0.068,0.69,0,0,0.103333333,0.69,0,0,0,1,0,0
6793649,2,4,6290.929694,1.37E-29,0.01526,1435.1143,138,150,1435.1143,       4 0 0 12,       1 0 0 01,               ,     P 12e     ,0.0799,0.69,-0.005865,0,0.080946537,0.69,0,0,0,1,0,0,0.107,0.69,0,0,0.103333333,0.69,0,0,0,1,0,0
6793650,2,1,6290.932436,2.47E-30,1.73E-06,1774.408,69,67,1774.408,       2 4 4 12,       0 2 2 01,               ,     R 33f     ,0.0688,0.76,-0.00735,0,0.06353085,0.76,0,0,0,1,0,0,0.087,0.76,0,0,0.08,0.76,0,0,0,1,0,0
6793651,2,3,6290.933327,7.89E-30,0.0002328,1296.8105,85,83,1296.8105,       5 1 1 05,       0 1 1 01,               ,     R 41e     ,0.0678,0.76,-0.007547,0,0.061832284,0.76,0,0,0,1,0,0,0.08,0.76,0,0,0.08,0.76,0,0,0,1,0,0
6793652,2,1,6290.95033,7.19E-30,2.11E-06,1386.8291,25,23,1386.8291,       5 1 1 02,       0 2 2 01,               ,     R 11f     ,0.08,0.69,-0.005308,0,0.082060681,0.69,0,0,0,1,0,0,0.107,0.69,0,0,0.103333333,0.69,0,0,0,1,0,0
6793653,2,1,6290.960366,3.69E-30,0.01891,3186.1558,9,7,3186.1558,       5 1 1 14,       2 1 1 03,               ,     R  3e     ,0.0879,0.77,-0.004668,0,0.060883731,0.77,0,0,0,1,0,0,0.118,0.77,0,0,0.076666667,0.77,0,0,0,1,0,0
6793654,2,4,6291.030655,5.95E-30,0.006207,1576.8036,294,306,1576.8036,       3 2 2 12,       0 2 2 01,               ,     P 25e     ,0.0704,0.73,-0.007117,0,0.070501823,0.73,0,0,0,1,0,0,0.095,0.73,0,0,0.09,0.73,0,0,0,1,0,0
6793655,2,4,6291.04052,5.95E-30,0.006207,1576.8043,294,306,1576.8043,       3 2 2 12,       0 2 2 01,               ,     P 25f     ,0.0704,0.73,-0.007117,0,0.070501823,0.73,0,0,0,1,0,0,0.095,0.73,0,0,0.09,0.73,0,0,0,1,0,0
6793656,2,4,6291.060029,3.91E-27,0.006503,34.0742,102,114,34.0742,       3 0 0 12,       0 0 0 01,               ,     P  9e     ,0.0832,0.72,-0.005392,0,0.073113002,0.72,0,0,0,1,0,0,0.11,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0
6793657,2,3,6291.064404,2.90E-30,0.01117,2342.4211,105,103,2342.4211,       4 0 0 12,       1 0 0 01,               ,     R 51e     ,0.0668,0.73,-0.007636,0,0.069561319,0.73,0,0,0,1,0,0,0.073,0.73,0,0,0.09,0.73,0,0,0,1,0,0
6793658,2,2,6291.095439,2.27E-30,2.25E-06,742.217,58,62,742.217,       4 2 2 01,       0 1 1 01,               ,     P 15e     ,0.0769,0.69,-0.005848,0,0.080947479,0.69,0,0,0,1,0,0,0.104,0.69,0,0,0.103333333,0.69,0,0,0,1,0,0
6793659,2,3,6291.1384,1.97E-28,0.005156,1267.4601,83,81,1267.4601,       3 1 1 12,       0 1 1 01,               ,     R 40f     ,0.0679,0.76,-0.00741,0,0.061832284,0.76,0,0,0,1,0,0,0.08,0.76,0,0,0.08,0.76,0,0,0,1,0,0
6793660,2,1,6291.148193,6.85E-30,6.26E-05,2444.3237,137,135,2444.3237,       5 0 0 02,       0 1 1 01,               ,     R 67e     ,0.0644,0.68,-0.007677,0,0.0847078,0.68,0,0,0,1,0,0,0.067,0.68,0,0,0.106666667,0.68,0,0,0,1,0,0
6793661,2,3,6291.1593,1.35E-28,0.00517,1359.3367,89,87,1359.3367,       3 1 1 12,       0 1 1 01,               ,     R 43e     ,0.0677,0.75,-0.007447,0,0.064408629,0.75,0,0,0,1,0,0,0.078,0.75,0,0,0.083333333,0.75,0,0,0,1,0,0
6793662,2,1,6291.281638,1.23E-30,0.0132,3763.3772,71,73,3763.3772,       4 3 3 13,       1 3 3 02,               ,     P 36f     ,0.0686,0.76,-0.007397,0,0.06353085,0.76,0,0,0,1,0,0,0.085,0.76,0,0,0.08,0.76,0,0,0,1,0,0
6793663,2,1,6291.309783,8.69E-30,2.47E-06,1396.2281,27,25,1396.2281,       5 1 1 02,       0 2 2 01,               ,     R 12e     ,0.079,0.69,-0.005436,0,0.082060681,0.69,0,0,0,1,0,0,0.106,0.69,0,0,0.103333333,0.69,0,0,0,1,0,0
6793664,2,3,6291.314979,4.54E-29,0.004178,1625.791,135,133,1625.791,       3 0 0 12,       0 0 0 01,               ,     R 66e     ,0.0645,0.69,-0.008245,0,0.0798667,0.69,0,0,0,1,0,0,0.067,0.69,0,0,0.103333333,0.69,0,0,0,1,0,0
6793665,2,5,6291.315237,4.65E-29,0.0008913,100.1367,70,66,100.1367,       3 0 0 11,       0 0 0 01,               ,     R 16e     ,0.0747,0.69,-0.006482,0,0.078811844,0.69,0,0,0,1,0,0,0.101,0.69,0,0,0.103333333,0.69,0,0,0,1,0,0
6793666,2,1,6291.326099,1.47E-27,0.01525,2296.6069,59,61,2296.6069,       4 1 1 13,       1 1 1 02,               ,     P 30f     ,0.0693,0.75,-0.007273,0,0.066177969,0.75,0,0,0,1,0,0,0.091,0.75,0,0,0.083333333,0.75,0,0,0,1,0,0
6793667,2,1,6291.357733,1.95E-30,0.01506,3811.4097,125,123,3811.4097,       3 0 0 22,       0 0 0 11,               ,     R 61e     ,0.0656,0.7,-0.008039,0,0.079413562,0.7,0,0,0,1,0,0,0.069,0.7,0,0,0.1,0.7,0,0,0,1,0,0
6793668,2,3,6291.381145,1.77E-29,0.005534,1739.6378,69,67,1739.6378,       3 2 2 12,       0 2 2 01,               ,     R 33e     ,0.0685,0.76,-0.007318,0,0.061832284,0.76,0,0,0,1,0,0,0.087,0.76,0,0,0.08,0.76,0,0,0,1,0,0
6793669,2,1,6291.39054,3.40E-30,0.01512,3609.2588,81,79,3609.2588,       3 1 1 22,       0 1 1 11,               ,     R 39f     ,0.0682,0.76,-0.00743,0,0.06353085,0.76,0,0,0,1,0,0,0.082,0.76,0,0,0.08,0.76,0,0,0,1,0,0
6793670,2,3,6291.424867,1.77E-29,0.005531,1739.6417,69,67,1739.6417,       3 2 2 12,       0 2 2 01,               ,     R 33f     ,0.0685,0.76,-0.007318,0,0.061832284,0.76,0,0,0,1,0,0,0.087,0.76,0,0,0.08,0.76,0,0,0,1,0,0
6793671,2,5,6291.428998,1.97E-30,0.001276,902.3839,102,106,902.3839,       3 1 1 11,       0 1 1 01,               ,     P 26f     ,0.0698,0.74,-0.007128,0,0.066100256,0.74,0,0,0,1,0,0,0.094,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0
6793672,2,1,6291.429241,1.90E-30,3.65E-05,2443.3181,65,67,2443.3181,       5 2 2 02,       0 3 3 01,               ,     P 33e     ,0.0688,0.76,-0.006736,0,0.06353085,0.76,0,0,0,1,0,0,0.088,0.76,0,0,0.08,0.76,0,0,0,1,0,0
6793673,2,1,6291.440538,3.94E-29,0.01408,3051.2356,67,69,3051.2356,       4 2 2 13,       1 2 2 02,               ,     P 34e     ,0.0688,0.76,-0.007364,0,0.06353085,0.76,0,0,0,1,0,0,0.087,0.76,0,0,0.08,0.76,0,0,0,1,0,0
6793674,2,1,6291.443343,2.34E-29,2.56E-07,801.1731,39,37,801.1731,       2 3 3 12,       0 1 1 01,               ,     R 18f     ,0.0736,0.7,-0.006735,0,0.079413562,0.7,0,0,0,1,0,0,0.101,0.7,0,0,0.1,0.7,0,0,0,1,0,0
6793675,2,3,6291.483791,1.21E-29,3.02E-06,154.6166,39,41,154.6166,       5 0 0 05,       0 0 0 01,               ,     P 20e     ,0.0727,0.7,-0.006948,0,0.077290354,0.7,0,0,0,1,0,0,0.099,0.7,0,0,0.1,0.7,0,0,0,1,0,0
6793676,2,4,6291.48874,1.87E-28,0.006314,823.8996,234,246,823.8996,       3 1 1 12,       0 1 1 01,               ,     P 20e     ,0.0728,0.7,-0.006848,0,0.078335359,0.7,0,0,0,1,0,0,0.099,0.7,0,0,0.1,0.7,0,0,0,1,0,0
6793677,2,3,6291.519272,3.85E-30,9.62E-07,154.6166,39,41,154.6166,       4 1 1 01,       0 0 0 01,               ,     P 20e     ,0.0726,0.7,-0.006275,0,0.077290354,0.7,0,0,0,1,0,0,0.099,0.7,0,0,0.1,0.7,0,0,0,1,0,0
6793678,2,1,6291.51994,5.67E-29,0.003612,2814.7451,119,121,2814.7451,       2 1 1 23,       1 0 0 01,               ,     P 60e     ,0.066,0.7,-0.008593,0,0.079413562,0.7,0,0,0,1,0,0,0.07,0.7,0,0,0.1,0.7,0,0,0,1,0,0
6793679,2,2,6291.523125,5.93E-30,0.000677,2047.4067,286,290,2047.4067,       1 1 1 22,       0 0 0 01,               ,     P 72e     ,0.0637,0.68,-0.009145,0,0.083558688,0.68,0,0,0,1,0,0,0.067,0.68,0,0,0.106666667,0.68,0,0,0,1,0,0
6793680,2,2,6291.523273,3.82E-30,0.0007395,2161.7134,294,298,2161.7134,       3 0 0 11,       0 0 0 01,               ,     P 74e     ,0.0632,0.67,-0.008573,0,0.086169897,0.67,0,0,0,1,0,0,0.066,0.67,0,0,0.11,0.67,0,0,0,1,0,0
6793681,2,2,6291.538665,2.21E-29,4.87E-06,639.6307,158,162,639.6307,       2 2 2 11,       0 0 0 01,               ,     P 40e     ,0.0681,0.76,-0.00741,0,0.062669016,0.76,0,0,0,1,0,0,0.081,0.76,0,0,0.08,0.76,0,0,0,1,0,0
6793682,2,3,6291.544675,2.45E-30,0.01114,2380.6892,107,105,2380.6892,       4 0 0 12,       1 0 0 01,               ,     R 52e     ,0.0667,0.73,-0.007667,0,0.069561319,0.73,0,0,0,1,0,0,0.072,0.73,0,0,0.09,0.73,0,0,0,1,0,0
