trans_id,molec_id,local_iso_id,nu,sw,a,elower,gp,gpp,global_upper_quanta,global_lower_quanta,local_upper_quanta,local_lower_quanta,m,gamma0_air,n_gamma0_air,delta0_air,n_delta0_air,SD_gamma_air,n_gamma2_air,SD_delta_air,n_delta2_air,nuVC_air,n_nuVC_air,eta_air,y_air,n_y_air,gamma0_self,n_gamma0_self,delta0_self,n_delta0_self,SD_gamma_self,n_gamma2_self,SD_delta_self,n_delta2_self,nuVC_self,n_nuVC_self,eta_self,y_self,n_y_self
6281046,7,2,13100.76953000,1.40000E-26,0.02217,97.59500,15,15,       b      0,       X      0,               , P  8Q  7     d,,0.0497,0.73,-0.007,0,0.082818654,0.73,0,0,0,1,0,0,1,0.049,0.73,0,0,0.09,0.73,0,0,0,1,0,0,1
6281048,7,1,13100.86414000,1.14000E-28,3.62E-07,79.56460,13,17,       b      0,       X      0,               , P  7O  8     q,,0.0491,0.74,-0.0073,0,0.082373371,0.74,0,0,0,1,0,0,1,0.049,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0,1
6281049,7,2,13102.13924000,1.60000E-26,0.02649,77.83530,13,15,       b      0,       X      0,               , P  7P  7     d,,0.0507,0.73,-0.007,0,0.082818654,0.73,0,0,0,1,0,0,1,0.05,0.73,0,0,0.09,0.73,0,0,0,1,0,0,1
6281050,7,3,13102.55875000,2.78000E-27,0.02411,77.94810,78,78,       b      0,       X      0,               , P  7Q  6     d,,0.0507,0.73,-0.0071,0,0.084155255,0.73,0,0,0,1,0,0,1,0.05,0.73,0,0,0.09,0.73,0,0,0,1,0,0,1
6281051,7,3,13103.91597000,3.16000E-27,0.02973,60.39170,66,78,       b      0,       X      0,               , P  6P  6     d,,0.0517,0.73,-0.0071,0,0.084155255,0.73,0,0,0,1,0,0,1,0.051,0.73,0,0,0.09,0.73,0,0,0,1,0,0,1
6281052,7,2,13104.10977000,1.36000E-26,0.02227,75.86480,13,13,       b      0,       X      0,               , P  7Q  6     d,,0.0507,0.73,-0.0071,0,0.082818654,0.73,0,0,0,1,0,0,1,0.05,0.73,0,0,0.09,0.73,0,0,0,1,0,0,1
6281053,7,2,13105.37888000,1.53000E-26,0.02738,58.83130,11,13,       b      0,       X      0,               , P  6P  6     d,,0.0517,0.73,-0.0071,0,0.082818654,0.73,0,0,0,1,0,0,1,0.051,0.73,0,0,0.09,0.73,0,0,0,1,0,0,1
6281056,7,3,13105.90425000,2.60000E-27,0.02425,58.40340,66,66,       b      0,       X      0,               , P  6Q  5     d,,0.0517,0.74,-0.0071,0,0.081038394,0.74,0,0,0,1,0,0,1,0.051,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0,1
6281057,7,3,13107.15561000,2.94000E-27,0.03116,43.65170,54,66,       b      0,       X      0,               , P  5P  5     d,,0.0531,0.74,-0.0071,0,0.081038394,0.74,0,0,0,1,0,0,1,0.052,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0,1
6281058,7,2,13107.36490000,1.27000E-26,0.0224,56.84520,11,11,       b      0,       X      0,               , P  6Q  5     d,,0.0517,0.74,-0.0071,0,0.079751296,0.74,0,0,0,1,0,0,1,0.051,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0,1
6281059,7,1,13107.60461000,1.02000E-28,3.92E-07,42.22400,9,13,       b      0,       X      0,               , P  5O  6     q,,0.0507,0.73,-0.0071,0,0.085541577,0.73,0,0,0,1,0,0,1,0.051,0.73,0,0,0.09,0.73,0,0,0,1,0,0,1
6281061,7,2,13108.53134000,1.42000E-26,0.02869,42.54070,9,11,       b      0,       X      0,               , P  5P  5     d,,0.0531,0.74,-0.0071,0,0.079751296,0.74,0,0,0,1,0,0,1,0.052,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0,1
6281062,7,3,13109.16378000,2.33000E-27,0.02446,41.64350,54,54,       b      0,       X      0,               , P  5Q  4     d,,0.0531,0.72,-0.00645,0,0.087272116,0.72,0,0,0,1,0,0,1,0.052,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0,1
6281063,7,3,13110.30559000,2.62000E-27,0.03339,29.70060,42,54,       b      0,       X      0,               , P  4P  4     d,,0.0544,0.72,-0.00645,0,0.087272116,0.72,0,0,0,1,0,0,1,0.053,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0,1
6281064,7,2,13110.53625000,1.13000E-26,0.02262,40.53580,9,9,       b      0,       X      0,               , P  5Q  4     d,,0.0531,0.72,-0.00645,0,0.085886011,0.72,0,0,0,1,0,0,1,0.052,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0,1
6281065,7,2,13111.59659000,1.27000E-26,0.03073,28.96440,7,9,       b      0,       X      0,               , P  4P  4     d,,0.0544,0.72,-0.00645,0,0.085886011,0.72,0,0,0,1,0,0,1,0.053,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0,1
6281067,7,3,13112.34044000,1.96000E-27,0.02478,27.66580,42,42,       b      0,       X      0,               , P  4Q  3     d,,0.0544,0.7,-0.0056,0,0.093505839,0.7,0,0,0,1,0,0,1,0.053,0.7,0,0,0.1,0.7,0,0,0,1,0,0,1
6281068,7,3,13113.36587000,2.21000E-27,0.03741,18.53920,30,42,       b      0,       X      0,               , P  3P  3     d,,0.0564,0.7,-0.0056,0,0.093505839,0.7,0,0,0,1,0,0,1,0.055,0.7,0,0,0.1,0.7,0,0,0,1,0,0,1
6281069,7,2,13113.62670000,9.53000E-27,0.02294,26.93430,7,7,       b      0,       X      0,               , P  4Q  3     d,,0.0544,0.7,-0.0056,0,0.092020726,0.7,0,0,0,1,0,0,1,0.053,0.7,0,0,0.1,0.7,0,0,0,1,0,0,1
6281070,7,1,13113.96544000,7.65000E-29,4.65E-07,16.38760,5,9,       b      0,       X      0,               , P  3O  4     q,,0.053,0.72,-0.00645,0,0.088709784,0.72,0,0,0,1,0,0,1,0.053,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0,1
6281072,7,2,13114.57457000,1.07000E-26,0.03441,18.10260,5,7,       b      0,       X      0,               , P  3P  3     d,,0.0564,0.7,-0.0056,0,0.092020726,0.7,0,0,0,1,0,0,1,0.055,0.7,0,0,0.1,0.7,0,0,0,1,0,0,1
6281073,7,3,13115.44249000,1.51000E-27,0.02536,16.46250,30,30,       b      0,       X      0,               , P  3Q  2     d,,0.0564,0.71,-0.0051,0,0.090388977,0.71,0,0,0,1,0,0,1,0.055,0.71,0,0,0.096666667,0.71,0,0,0,1,0,0,1
6281074,7,3,13116.33635000,1.73000E-27,0.04674,10.16770,18,30,       b      0,       X      0,               , P  2P  2     d,,0.0585,0.71,-0.0051,0,0.090388977,0.71,0,0,0,1,0,0,1,0.056,0.71,0,0,0.096666667,0.71,0,0,0,1,0,0,1
6281075,7,2,13116.64394000,7.36000E-27,0.02352,16.03330,5,5,       b      0,       X      0,               , P  3Q  2     d,,0.0564,0.71,-0.0051,0,0.088953369,0.71,0,0,0,1,0,0,1,0.055,0.71,0,0,0.096666667,0.71,0,0,0,1,0,0,1
6281076,7,2,13117.46520000,8.32000E-27,0.04306,9.95600,3,5,       b      0,       X      0,               , P  2P  2     d,,0.0585,0.71,-0.0051,0,0.088953369,0.71,0,0,0,1,0,0,1,0.056,0.71,0,0,0.096666667,0.71,0,0,0,1,0,0,1
6281078,7,3,13118.50178000,9.99000E-28,0.0268,8.00220,18,18,       b      0,       X      0,               , P  2Q  1     d,,0.0585,0.72,-0.0052,0,0.087272116,0.72,0,0,0,1,0,0,1,0.056,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0,1
6281079,7,3,13119.21697000,1.18000E-27,0.09356,4.58650,6,18,       b      0,       X      0,               , P  1P  1     d,,0.0615,0.72,-0.0052,0,0.087272116,0.72,0,0,0,1,0,0,1,0.059,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0,1
6281080,7,2,13119.61758000,4.87000E-27,0.02496,7.80360,3,3,       b      0,       X      0,               , P  2Q  1     d,,0.0585,0.72,-0.0052,0,0.085886011,0.72,0,0,0,1,0,0,1,0.056,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0,1
6281081,7,1,13119.92145000,3.59000E-29,1.02E-06,2.08430,1,5,       b      0,       X      0,               , P  1O  2     q,,0.0563,0.71,-0.0051,0,0.09187799,0.71,0,0,0,1,0,0,1,0.055,0.71,0,0,0.096666667,0.71,0,0,0,1,0,0,1
6281082,7,2,13120.26840000,5.70000E-27,0.08612,4.52470,1,3,       b      0,       X      0,               , P  1P  1     d,,0.0615,0.72,-0.0052,0,0.085886011,0.72,0,0,0,1,0,0,1,0.059,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0,1
6281084,7,3,13126.50401000,7.73000E-28,0.01996,0.00000,18,18,       b      0,       X      0,               , R  0Q  1     d,,0.0585,0.72,-0.0052,0,0.087272116,0.72,0,0,0,1,0,0,1,0.056,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0,1
6281085,7,3,13127.31854000,5.90000E-28,0.009354,4.58650,30,18,       b      0,       X      0,               , R  1R  1     d,,0.0564,0.71,-0.005,0,0.090388977,0.71,0,0,0,1,0,0,1,0.055,0.71,0,0,0.096666667,0.71,0,0,0,1,0,0,1
6281086,7,2,13127.42118000,3.67000E-27,0.01809,0.00000,3,3,       b      0,       X      0,               , R  0Q  1     d,,0.0585,0.72,-0.0052,0,0.085886011,0.72,0,0,0,1,0,0,1,0.056,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0,1
6281087,7,2,13128.15250000,2.85000E-27,0.008615,4.52470,5,3,       b      0,       X      0,               , R  1R  1     d,,0.0564,0.71,-0.005,0,0.088953369,0.71,0,0,0,1,0,0,1,0.055,0.71,0,0,0.096666667,0.71,0,0,0,1,0,0,1
6281089,7,3,13129.20320000,1.36000E-27,0.0214,2.70180,30,30,       b      0,       X      0,               , R  1Q  2     d,,0.0564,0.71,-0.0051,0,0.090388977,0.71,0,0,0,1,0,0,1,0.055,0.71,0,0,0.096666667,0.71,0,0,0,1,0,0,1
6281090,7,3,13129.83858000,1.15000E-27,0.01336,10.16770,42,30,       b      0,       X      0,               , R  2R  2     d,,0.0544,0.7,-0.0054,0,0.093505839,0.7,0,0,0,1,0,0,1,0.053,0.7,0,0,0.1,0.7,0,0,0,1,0,0,1
6281091,7,2,13130.04454000,6.51000E-27,0.01953,2.63270,5,5,       b      0,       X      0,               , R  1Q  2     d,,0.0564,0.71,-0.0051,0,0.088953369,0.71,0,0,0,1,0,0,1,0.055,0.71,0,0,0.096666667,0.71,0,0,0,1,0,0,1
6281092,7,1,13130.35305000,4.09000E-30,2.30E-08,0.00000,5,1,       b      0,       X      0,               , R  1S  0     q,,0.0586,0.72,-0.0052,0,0.088709784,0.72,0,0,0,1,0,0,1,0.057,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0,1
6281093,7,2,13130.60497000,5.54000E-27,0.01231,9.95600,7,5,       b      0,       X      0,               , R  2R  2     d,,0.0544,0.7,-0.0054,0,0.092020726,0.7,0,0,0,1,0,0,1,0.053,0.7,0,0,0.1,0.7,0,0,0,1,0,0,1
6281095,7,3,13131.76502000,1.91000E-27,0.02198,8.24120,42,42,       b      0,       X      0,               , R  2Q  3     d,,0.0544,0.7,-0.0056,0,0.093505839,0.7,0,0,0,1,0,0,1,0.053,0.7,0,0,0.1,0.7,0,0,0,1,0,0,1
6281096,7,3,13132.26813000,1.65000E-27,0.0156,18.53920,54,42,       b      0,       X      0,               , R  3R  3     d,,0.0531,0.72,-0.0059,0,0.087272116,0.72,0,0,0,1,0,0,1,0.052,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0,1
6281097,7,2,13132.53630000,9.14000E-27,0.02011,8.02470,7,7,       b      0,       X      0,               , R  2Q  3     d,,0.0544,0.7,-0.0056,0,0.092020726,0.7,0,0,0,1,0,0,1,0.053,0.7,0,0,0.1,0.7,0,0,0,1,0,0,1
6281098,7,2,13132.96944000,7.98000E-27,0.01436,18.10260,9,7,       b      0,       X      0,               , R  3R  3     d,,0.0531,0.72,-0.0059,0,0.085886011,0.72,0,0,0,1,0,0,1,0.052,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0,1
6281100,7,1,13133.57572000,5.12000E-29,1.73E-07,16.25290,9,5,       b      0,       X      0,               , R  3S  2     q,,0.0563,0.71,-0.0051,0,0.09187799,0.71,0,0,0,1,0,0,1,0.055,0.71,0,0,0.096666667,0.71,0,0,0,1,0,0,1
6281101,7,3,13134.22128000,2.39000E-27,0.02229,16.58600,54,54,       b      0,       X      0,               , R  3Q  4     d,,0.0531,0.72,-0.00645,0,0.087272116,0.72,0,0,0,1,0,0,1,0.052,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0,1
6281102,7,3,13134.60705000,2.09000E-27,0.01701,29.70060,66,54,       b      0,       X      0,               , R  4R  4     d,,0.0517,0.74,-0.006,0,0.081038394,0.74,0,0,0,1,0,0,1,0.051,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0,1
6281103,7,2,13134.92601000,1.15000E-26,0.02044,16.14610,9,9,       b      0,       X      0,               , R  3Q  4     d,,0.0531,0.72,-0.00645,0,0.085886011,0.72,0,0,0,1,0,0,1,0.052,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0,1
6281104,7,2,13135.24577000,1.01000E-26,0.01567,28.96440,11,9,       b      0,       X      0,               , R  4R  4     d,,0.0517,0.74,-0.006,0,0.079751296,0.74,0,0,0,1,0,0,1,0.051,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0,1
6281106,7,3,13136.58014000,2.79000E-27,0.0225,27.72760,66,66,       b      0,       X      0,               , R  4Q  5     d,,0.0517,0.74,-0.0071,0,0.081038394,0.74,0,0,0,1,0,0,1,0.051,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0,1
6281107,7,3,13136.85516000,2.44000E-27,0.018,43.65170,78,66,       b      0,       X      0,               , R  5R  5     d,,0.0507,0.73,-0.0061,0,0.084155255,0.73,0,0,0,1,0,0,1,0.05,0.73,0,0,0.09,0.73,0,0,0,1,0,0,1
6281108,7,2,13137.22126000,1.34000E-26,0.02063,26.98890,11,11,       b      0,       X      0,               , R  4Q  5     d,,0.0517,0.74,-0.0071,0,0.079751296,0.74,0,0,0,1,0,0,1,0.051,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0,1
6281109,7,2,13137.43378000,1.18000E-26,0.01657,42.54070,13,11,       b      0,       X      0,               , R  5R  5     d,,0.0507,0.73,-0.0061,0,0.082818654,0.73,0,0,0,1,0,0,1,0.05,0.73,0,0,0.09,0.73,0,0,0,1,0,0,1
6281111,7,1,13138.22863000,8.09000E-29,2.15E-07,42.20010,13,9,       b      0,       X      0,               , R  5S  4     q,,0.053,0.72,-0.00645,0,0.088709784,0.72,0,0,0,1,0,0,1,0.053,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0,1
6281112,7,3,13138.84456000,3.10000E-27,0.02264,41.66230,78,78,       b      0,       X      0,               , R  5Q  6     d,,0.0507,0.73,-0.0071,0,0.084155255,0.73,0,0,0,1,0,0,1,0.05,0.73,0,0,0.09,0.73,0,0,0,1,0,0,1
6281113,7,3,13139.01229000,2.70000E-27,0.01872,60.39170,90,78,       b      0,       X      0,               , R  6R  6     d,,0.0497,0.73,-0.0061,0,0.084155255,0.73,0,0,0,1,0,0,1,0.049,0.73,0,0,0.09,0.73,0,0,0,1,0,0,1
6281114,7,2,13139.42481000,1.50000E-26,0.02078,40.54970,13,13,       b      0,       X      0,               , R  5Q  6     d,,0.0507,0.73,-0.0071,0,0.082818654,0.73,0,0,0,1,0,0,1,0.05,0.73,0,0,0.09,0.73,0,0,0,1,0,0,1
6281115,7,2,13139.53332000,1.31000E-26,0.01723,58.83130,15,13,       b      0,       X      0,               , R  6R  6     d,,0.0497,0.73,-0.0061,0,0.082818654,0.73,0,0,0,1,0,0,1,0.049,0.73,0,0,0.09,0.73,0,0,0,1,0,0,1
6281117,7,3,13141.01583000,3.31000E-27,0.02274,58.38820,90,90,       b      0,       X      0,               , R  6Q  7     d,,0.0497,0.73,-0.007,0,0.084155255,0.73,0,0,0,1,0,0,1,0.049,0.73,0,0,0.09,0.73,0,0,0,1,0,0,1
6281118,7,3,13141.07824000,2.86000E-27,0.01927,79.92010,102,90,       b      0,       X      0,               , R  7R  7     d,,0.049,0.74,-0.00615,0,0.081038394,0.74,0,0,0,1,0,0,1,0.048,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0,1
6281119,7,2,13141.53788000,1.60000E-26,0.02088,56.82670,15,15,       b      0,       X      0,               , R  6Q  7     d,,0.0497,0.73,-0.007,0,0.082818654,0.73,0,0,0,1,0,0,1,0.049,0.73,0,0,0.09,0.73,0,0,0,1,0,0,1
6281120,7,2,13141.54420000,1.39000E-26,0.01774,77.83530,17,15,       b      0,       X      0,               , R  7R  7     d,,0.049,0.74,-0.00615,0,0.079751296,0.74,0,0,0,1,0,0,1,0.048,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0,1
6281121,7,1,13142.54087000,9.66000E-29,2.36E-07,79.60700,17,13,       b      0,       X      0,               , R  7S  6     q,,0.0507,0.73,-0.0071,0,0.085541577,0.73,0,0,0,1,0,0,1,0.051,0.73,0,0,0.09,0.73,0,0,0,1,0,0,1
6281123,7,3,13143.05280000,2.93000E-27,0.0197,102.23610,114,102,       b      0,       X      0,               , R  8R  8     d,,0.0483,0.74,-0.0062,0,0.081038394,0.74,0,0,0,1,0,0,1,0.048,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0,1
6281124,7,3,13143.09453000,3.42000E-27,0.02282,77.90380,102,102,       b      0,       X      0,               , R  7Q  8     d,,0.049,0.74,-0.0073,0,0.081038394,0.74,0,0,0,1,0,0,1,0.048,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0,1
6281125,7,2,13143.46622000,1.43000E-26,0.01814,99.55210,19,17,       b      0,       X      0,               , R  8R  8     d,,0.0483,0.74,-0.0062,0,0.079751296,0.74,0,0,0,1,0,0,1,0.048,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0,1
6281126,7,2,13143.56097000,1.66000E-26,0.02096,75.81850,17,17,       b      0,       X      0,               , R  7Q  8     d,,0.049,0.74,-0.0073,0,0.079751296,0.74,0,0,0,1,0,0,1,0.048,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0,1
6281128,7,3,13144.93577000,2.92000E-27,0.02005,127.33870,126,114,       b      0,       X      0,               , R  9R  9     d,,0.048,0.73,-0.0062,0,0.084155255,0.73,0,0,0,1,0,0,1,0.047,0.73,0,0,0.09,0.73,0,0,0,1,0,0,1
6281129,7,3,13145.08089000,3.44000E-27,0.02288,100.20800,114,114,       b      0,       X      0,               , R  8Q  9     d,,0.0483,0.74,-0.0075,0,0.081038394,0.74,0,0,0,1,0,0,1,0.048,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0,1
6281130,7,2,13145.29917000,1.43000E-26,0.01846,123.98090,21,19,       b      0,       X      0,               , R  9R  9     d,,0.048,0.73,-0.0062,0,0.082818654,0.73,0,0,0,1,0,0,1,0.047,0.73,0,0,0.09,0.73,0,0,0,1,0,0,1
6281131,7,2,13145.49432000,1.68000E-26,0.02103,97.52400,19,19,       b      0,       X      0,               , R  8Q  9     d,,0.0483,0.74,-0.0075,0,0.079751296,0.74,0,0,0,1,0,0,1,0.048,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0,1
6281132,7,1,13146.48618000,9.89000E-29,2.48E-07,128.49200,21,17,       b      0,       X      0,               , R  9S  8     q,,0.0491,0.74,-0.0073,0,0.082373371,0.74,0,0,0,1,0,0,1,0.049,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0,1
6281134,7,3,13146.72690000,2.83000E-27,0.02035,155.22710,138,126,       b      0,       X      0,               , R 10R 10     d,,0.0473,0.72,-0.0064,0,0.087272116,0.72,0,0,0,1,0,0,1,0.047,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0,1
6281135,7,3,13146.97497000,3.37000E-27,0.02293,125.29950,126,126,       b      0,       X      0,               , R  9Q 10     d,,0.048,0.73,-0.0075,0,0.084155255,0.73,0,0,0,1,0,0,1,0.047,0.73,0,0,0.09,0.73,0,0,0,1,0,0,1
6281136,7,2,13147.04285000,1.39000E-26,0.01873,151.12070,23,21,       b      0,       X      0,               , R 10R 10     d,,0.0473,0.72,-0.0064,0,0.085886011,0.72,0,0,0,1,0,0,1,0.047,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0,1
6281137,7,2,13147.33798000,1.65000E-26,0.02107,121.94210,21,21,       b      0,       X      0,               , R  9Q 10     d,,0.048,0.73,-0.0075,0,0.082818654,0.73,0,0,0,1,0,0,1,0.047,0.73,0,0,0.09,0.73,0,0,0,1,0,0,1
6281138,7,1,13147.74429000,6.09000E-30,1.93E-08,2.08430,9,5,       b      0,       X      0,               , T  1S  2     q,,0.0563,0.71,-0.0051,0,0.09187799,0.71,0,0,0,1,0,0,1,0.055,0.71,0,0,0.096666667,0.71,0,0,0,1,0,0,1
6281141,7,3,13148.42596000,2.68000E-27,0.02059,185.90020,150,138,       b      0,       X      0,               , R 11R 11     d,,0.047,0.72,-0.00665,0,0.087272116,0.72,0,0,0,1,0,0,1,0.046,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0,1
6281142,7,2,13148.69702000,1.32000E-26,0.01895,180.97050,25,23,       b      0,       X      0,               , R 11R 11     d,,0.047,0.72,-0.00665,0,0.085886011,0.72,0,0,0,1,0,0,1,0.046,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0,1
6281143,7,3,13148.77672000,3.23000E-27,0.02297,153.17730,138,138,       b      0,       X      0,               , R 10Q 11     d,,0.0473,0.72,-0.00755,0,0.087272116,0.72,0,0,0,1,0,0,1,0.047,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0,1
6281144,7,2,13149.09189000,1.58000E-26,0.02111,149.07160,23,23,       b      0,       X      0,               , R 10Q 11     d,,0.0473,0.72,-0.00755,0,0.085886011,0.72,0,0,0,1,0,0,1,0.047,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0,1
6281145,7,3,13150.03270000,2.49000E-27,0.0208,219.35660,162,150,       b      0,       X      0,               , R 12R 12     d,,0.0463,0.7,-0.0069,0,0.093505839,0.7,0,0,0,1,0,0,1,0.046,0.7,0,0,0.1,0.7,0,0,0,1,0,0,1
6281146,7,1,13150.05691000,9.09000E-29,2.57E-07,188.85310,25,21,       b      0,       X      0,               , R 11S 10     q,,0.0478,0.73,-0.0075,0,0.085541577,0.73,0,0,0,1,0,0,1,0.048,0.73,0,0,0.09,0.73,0,0,0,1,0,0,1
6281148,7,2,13150.26145000,1.23000E-26,0.01914,213.52910,27,25,       b      0,       X      0,               , R 12R 12     d,,0.0463,0.7,-0.0069,0,0.092020726,0.7,0,0,0,1,0,0,1,0.046,0.7,0,0,0.1,0.7,0,0,0,1,0,0,1
6281149,7,3,13150.48602000,3.03000E-27,0.02301,183.84010,150,150,       b      0,       X      0,               , R 11Q 12     d,,0.047,0.72,-0.0074,0,0.087272116,0.72,0,0,0,1,0,0,1,0.046,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0,1
6281150,7,2,13150.75594000,1.49000E-26,0.02115,178.91150,25,25,       b      0,       X      0,               , R 11Q 12     d,,0.047,0.72,-0.0074,0,0.085886011,0.72,0,0,0,1,0,0,1,0.046,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0,1
6281151,7,1,13150.76000000,4.20000E-29,0.0218,2953.97000,93,93,       b      0,       X      0,               , R 45Q 46     d,,0.02,0.63,-0.01,5.00E-05,0.1,0.63,0,0,0,1,0,0,1,0.03,0.75,-0.01,3.00E-05,0.1,0.75,0,0,0,1,0,0,1
6281153,7,3,13151.54685000,2.26000E-27,0.02098,255.59520,174,162,       b      0,       X      0,               , R 13R 13     d,,0.046,0.67,-0.0072,0,0.102856423,0.67,0,0,0,1,0,0,1,0.045,0.67,0,0,0.11,0.67,0,0,0,1,0,0,1
6281154,7,2,13151.73588000,1.12000E-26,0.01931,248.79540,29,27,       b      0,       X      0,               , R 13R 13     d,,0.046,0.67,-0.0072,0,0.101222799,0.67,0,0,0,1,0,0,1,0.045,0.67,0,0,0.11,0.67,0,0,0,1,0,0,1
6281156,7,3,13152.10269000,2.78000E-27,0.02304,217.28660,162,162,       b      0,       X      0,               , R 12Q 13     d,,0.0463,0.7,-0.0074,0,0.093505839,0.7,0,0,0,1,0,0,1,0.046,0.7,0,0,0.1,0.7,0,0,0,1,0,0,1
6281157,7,2,13152.32997000,1.38000E-26,0.02117,211.46060,27,27,       b      0,       X      0,               , R 12Q 13     d,,0.0463,0.7,-0.0074,0,0.092020726,0.7,0,0,0,1,0,0,1,0.046,0.7,0,0,0.1,0.7,0,0,0,1,0,0,1
6281158,7,3,13152.96812000,2.01000E-27,0.02113,294.61440,186,174,       b      0,       X      0,               , R 14R 14     d,,0.0453,0.66,-0.0072,0,0.105973284,0.66,0,0,0,1,0,0,1,0.045,0.66,0,0,0.113333333,0.66,0,0,0,1,0,0,1
6281159,7,2,13153.12004000,1.01000E-26,0.01946,286.76790,31,29,       b      0,       X      0,               , R 14R 14     d,,0.0453,0.66,-0.0072,0,0.104290156,0.66,0,0,0,1,0,0,1,0.045,0.66,0,0,0.113333333,0.66,0,0,0,1,0,0,1
6281160,7,1,13153.24888000,7.62000E-29,2.64E-07,260.68240,29,25,       b      0,       X      0,               , R 13S 12     q,,0.0468,0.72,-0.0074,0,0.088709784,0.72,0,0,0,1,0,0,1,0.047,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0,1
6281162,7,3,13153.62655000,2.51000E-27,0.02307,253.51550,174,174,       b      0,       X      0,               , R 13Q 14     d,,0.046,0.67,-0.0074,0,0.102856423,0.67,0,0,0,1,0,0,1,0.045,0.67,0,0,0.11,0.67,0,0,0,1,0,0,1
6281163,7,2,13153.81379000,1.25000E-26,0.02119,246.71750,29,29,       b      0,       X      0,               , R 13Q 14     d,,0.046,0.67,-0.0074,0,0.101222799,0.67,0,0,0,1,0,0,1,0.045,0.67,0,0,0.11,0.67,0,0,0,1,0,0,1
6281166,7,3,13154.29624000,1.76000E-27,0.02127,336.41280,198,186,       b      0,       X      0,               , R 15R 15     d,,0.0446,0.65,-0.0073,0,0.109090145,0.65,0,0,0,1,0,0,1,0.044,0.65,0,0,0.116666667,0.65,0,0,0,1,0,0,1
6281167,7,2,13154.41367000,8.85000E-27,0.01958,327.44520,33,31,       b      0,       X      0,               , R 15R 15     d,,0.0446,0.65,-0.0073,0,0.107357514,0.65,0,0,0,1,0,0,1,0.044,0.65,0,0,0.116666667,0.65,0,0,0,1,0,0,1
6281169,7,3,13155.05735000,2.22000E-27,0.02308,292.52520,186,186,       b      0,       X      0,               , R 14Q 15     d,,0.0453,0.66,-0.0074,0,0.105973284,0.66,0,0,0,1,0,0,1,0.045,0.66,0,0,0.113333333,0.66,0,0,0,1,0,0,1
6281170,7,2,13155.20717000,1.11000E-26,0.02123,284.68080,31,31,       b      0,       X      0,               , R 14Q 15     d,,0.0453,0.66,-0.0074,0,0.104290156,0.66,0,0,0,1,0,0,1,0.045,0.66,0,0,0.113333333,0.66,0,0,0,1,0,0,1
6281171,7,3,13155.53090000,1.51000E-27,0.0214,380.98870,210,198,       b      0,       X      0,               , R 16R 16     d,,0.0439,0.65,-0.0073,0,0.109090145,0.65,0,0,0,1,0,0,1,0.044,0.65,0,0,0.116666667,0.65,0,0,0,1,0,0,1
6281172,7,2,13155.61648000,7.64000E-27,0.01969,370.82580,35,33,       b      0,       X      0,               , R 16R 16     d,,0.0439,0.65,-0.0073,0,0.107357514,0.65,0,0,0,1,0,0,1,0.044,0.65,0,0,0.116666667,0.65,0,0,0,1,0,0,1
