dsd,line,molec_id,local_iso_id,elower,nu,sw,gamma0_O2,n_gamma0_O2,delta0_O2,n_delta0_O2,nuVC_O2,n_nuVC_O2,SD_gamma_O2,n_gamma2_O2,SD_delta_O2,n_delta2_O2,eta_O2,y_O2,n_y_O2,gamma0_N2,n_gamma0_N2,delta0_N2,n_delta0_N2,nuVC_N2,n_nuVC_N2,SD_gamma_N2,n_gamma2_N2,SD_delta_N2,n_delta2_N2,eta_N2,y_N2,n_y_N2
,,1,1,586.4792,7501.47838,3.79E-27,0.0833,0.7,-0.00156,0,0,1,0,0.7,0,0,0,0,0,0.0833,0.7,-0.00156,0,0,1,0,0.7,0,0,0,0,0
,,1,1,704.2141,7501.593374,1.25E-23,0.0845,0.69,-0.00858,0,0,1,0,0.69,0,0,0,0,0,0.0845,0.69,-0.00858,0,0,1,0,0.69,0,0,0,0,0
,,1,1,1922.901,7501.641831,7.03E-27,0.0902,0.73,-0.00557,0,0,1,0,0.73,0,0,0,0,0,0.0902,0.73,-0.00557,0,0,1,0,0.73,0,0,0,0,0
,,1,1,1875.4618,7501.649553,1.28E-26,0.0508,0.52,-0.02299,0,0,1,0,0.52,0,0,0,0,0,0.0508,0.52,-0.02299,0,0,1,0,0.52,0,0,0,0,0
,,1,1,4855.152,7501.732368,2.23E-30,0.0176,0.07,-0.03255,0,0,1,0,0.07,0,0,0,0,0,0.0176,0.07,-0.03255,0,0,1,0,0.07,0,0,0,0,0
,,1,1,2631.2688,7501.751954,7.68E-29,0.0687,0.67,0.00139,0,0,1,0,0.67,0,0,0,0,0,0.0687,0.67,0.00139,0,0,1,0,0.67,0,0,0,0,0
,,1,1,70.0908,7501.844354,3.69E-30,0.0994,0.74,0,0,0,1,0,0.74,0,0,0,0,0,0.0994,0.74,0,0,0,1,0,0.74,0,0,0,0,0
,,1,1,661.5489,7501.927572,3.03E-24,0.0862,0.73,-0.0094,0,0,1,0,0.73,0,0,0,0,0,0.0862,0.73,-0.0094,0,0,1,0,0.73,0,0,0,0,0
,,1,1,2983.323,7502.016893,2.25E-29,0.0703,0.63,-0.00616,0,0,1,0,0.63,0,0,0,0,0,0.0703,0.63,-0.00616,0,0,1,0,0.63,0,0,0,0,0
,,1,1,1962.5069,7502.09644,1.21E-26,0.0728,0.7,0.00556,0,0,1,0,0.7,0,0,0,0,0,0.0728,0.7,0.00556,0,0,1,0,0.7,0,0,0,0,0
,,1,1,1874.973,7502.10534,3.87E-26,0.0499,0.51,-0.02223,0,0,1,0,0.51,0,0,0,0,0,0.0499,0.51,-0.02223,0,0,1,0,0.51,0,0,0,0,0
,,1,1,1634.9671,7502.28561,8.21E-27,0.1011,0.75,-0.00056,0,0,1,0,0.75,0,0,0,0,0,0.1011,0.75,-0.00056,0,0,1,0,0.75,0,0,0,0,0
,,1,1,1695.0686,7502.387146,2.76E-28,0.0602,0.6,-0.0015,0,0,1,0,0.6,0,0,0,0,0,0.0602,0.6,-0.0015,0,0,1,0,0.6,0,0,0,0,0
,,1,1,4174.2872,7502.435034,1.12E-30,0.0314,0.41,-0.009171,0,0,1,0,0.41,0,0,0,0,0,0.0314,0.41,-0.009171,0,0,1,0,0.41,0,0,0,0,0
,,1,1,1821.5968,7502.469075,1.46E-28,0.0915,0.73,0.00534,0,0,1,0,0.73,0,0,0,0,0,0.0915,0.73,0.00534,0,0,1,0,0.73,0,0,0,0,0
,,1,1,3136.4125,7502.52653,4.41E-29,0.0442,0.41,0.0036,0,0,1,0,0.41,0,0,0,0,0,0.0442,0.41,0.0036,0,0,1,0,0.41,0,0,0,0,0
,,1,1,1255.1668,7502.615942,6.26E-25,0.0784,0.7,-0.00631,0,0,1,0,0.7,0,0,0,0,0,0.0784,0.7,-0.00631,0,0,1,0,0.7,0,0,0,0,0
,,1,1,2042.7532,7502.618484,8.22E-27,0.0788,0.64,-0.00714,0,0,1,0,0.64,0,0,0,0,0,0.0788,0.64,-0.00714,0,0,1,0,0.64,0,0,0,0,0
,,1,1,1437.9686,7502.62429,2.25E-25,0.0732,0.63,-0.01141,0,0,1,0,0.63,0,0,0,0,0,0.0732,0.63,-0.01141,0,0,1,0,0.63,0,0,0,0,0
,,1,1,222.0528,7502.717301,2.73E-27,0.0924,0.72,-0.00275,0,0,1,0,0.72,0,0,0,0,0,0.0924,0.72,-0.00275,0,0,1,0,0.72,0,0,0,0,0
,,1,1,1050.1577,7502.834921,2.22E-25,0.083,0.73,-0.00983,0,0,1,0,0.73,0,0,0,0,0,0.083,0.73,-0.00983,0,0,1,0,0.73,0,0,0,0,0
,,1,1,3141.0459,7502.871999,2.01E-30,0.0619,0.61,-0.02875,0,0,1,0,0.61,0,0,0,0,0,0.0619,0.61,-0.02875,0,0,1,0,0.61,0,0,0,0,0
,,1,1,3269.5388,7503.119177,1.71E-29,0.0382,0.36,-0.02011,0,0,1,0,0.36,0,0,0,0,0,0.0382,0.36,-0.02011,0,0,1,0,0.36,0,0,0,0,0
,,1,1,1616.4531,7503.350212,7.96E-25,0.0808,0.73,-0.01421,0,0,1,0,0.73,0,0,0,0,0,0.0808,0.73,-0.01421,0,0,1,0,0.73,0,0,0,0,0
,,1,1,206.3014,7503.365021,8.33E-24,0.0896,0.71,-0.00555,0,0,1,0,0.71,0,0,0,0,0,0.0896,0.71,-0.00555,0,0,1,0,0.71,0,0,0,0,0
,,1,1,3824.9978,7503.499462,1.33E-30,0.0308,0.3,-0.03434,0,0,1,0,0.3,0,0,0,0,0,0.0308,0.3,-0.03434,0,0,1,0,0.3,0,0,0,0,0
,,1,1,1920.7664,7503.602535,1.10E-29,0.0882,0.71,0.00203,0,0,1,0,0.71,0,0,0,0,0,0.0882,0.71,0.00203,0,0,1,0,0.71,0,0,0,0,0
,,1,1,2009.805,7503.60895,1.08E-27,0.0361,0.48,-0.02753,0,0,1,0,0.48,0,0,0,0,0,0.0361,0.48,-0.02753,0,0,1,0,0.48,0,0,0,0,0
,,1,1,2009.8051,7503.60932,3.24E-27,0.0361,0.48,-0.02752,0,0,1,0,0.48,0,0,0,0,0,0.0361,0.48,-0.02752,0,0,1,0,0.48,0,0,0,0,0
,,1,1,2629.3344,7503.6862,2.13E-25,0.0767,0.66,-0.02674,0,0,1,0,0.66,0,0,0,0,0,0.0767,0.66,-0.02674,0,0,1,0,0.66,0,0,0,0,0
,,1,1,2918.245,7503.755741,2.21E-28,0.0418,0.39,-0.01878,0,0,1,0,0.39,0,0,0,0,0,0.0418,0.39,-0.01878,0,0,1,0,0.39,0,0,0,0,0
,,1,1,3725.942,7503.762255,1.58E-30,0.1031,0.75,0.00424,0,0,1,0,0.75,0,0,0,0,0,0.1031,0.75,0.00424,0,0,1,0,0.75,0,0,0,0,0
,,1,1,4409.3445,7503.775383,1.35E-30,0.0314,0.41,-0.009172,0,0,1,0,0.41,0,0,0,0,0,0.0314,0.41,-0.009172,0,0,1,0,0.41,0,0,0,0,0
,,1,1,4394.4643,7503.885933,4.15E-30,0.0715,0.62,-0.02318,0,0,1,0,0.62,0,0,0,0,0,0.0715,0.62,-0.02318,0,0,1,0,0.62,0,0,0,0,0
,,1,1,3083.8653,7503.891618,9.33E-29,0.0644,0.65,0.01134,0,0,1,0,0.65,0,0,0,0,0,0.0644,0.65,0.01134,0,0,1,0,0.65,0,0,0,0,0
,,1,1,503.9681,7503.992186,2.23E-29,0.0833,0.69,0,0,0,1,0,0.69,0,0,0,0,0,0.0833,0.69,0,0,0,1,0,0.69,0,0,0,0,0
,,1,1,1899.0082,7504.006167,3.54E-28,0.0764,0.71,-0.01647,0,0,1,0,0.71,0,0,0,0,0,0.0764,0.71,-0.01647,0,0,1,0,0.71,0,0,0,0,0
,,1,1,3530.9575,7504.014421,3.81E-29,0.0624,0.49,-0.009172,0,0,1,0,0.49,0,0,0,0,0,0.0624,0.49,-0.009172,0,0,1,0,0.49,0,0,0,0,0
,,1,1,3530.9575,7504.014606,1.27E-29,0.0624,0.49,-0.009172,0,0,1,0,0.49,0,0,0,0,0,0.0624,0.49,-0.009172,0,0,1,0,0.49,0,0,0,0,0
,,1,1,2739.4286,7504.078065,7.39E-28,0.0605,0.57,-0.02013,0,0,1,0,0.57,0,0,0,0,0,0.0605,0.57,-0.02013,0,0,1,0,0.57,0,0,0,0,0
,,1,1,2771.6902,7504.158975,1.97E-28,0.0756,0.71,-0.01672,0,0,1,0,0.71,0,0,0,0,0,0.0756,0.71,-0.01672,0,0,1,0,0.71,0,0,0,0,0
,,1,1,1810.5879,7504.23531,2.15E-26,0.0481,0.6,-0.03106,0,0,1,0,0.6,0,0,0,0,0,0.0481,0.6,-0.03106,0,0,1,0,0.6,0,0,0,0,0
,,1,1,1810.5833,7504.240177,7.16E-27,0.0481,0.6,-0.03106,0,0,1,0,0.6,0,0,0,0,0,0.0481,0.6,-0.03106,0,0,1,0,0.6,0,0,0,0,0
,,1,1,586.4792,7504.349393,1.55E-29,0.0776,0.7,0.00283,0,0,1,0,0.7,0,0,0,0,0,0.0776,0.7,0.00283,0,0,1,0,0.7,0,0,0,0,0
,,1,1,756.7248,7504.4025,1.29E-24,0.0852,0.72,-0.00693,0,0,1,0,0.72,0,0,0,0,0,0.0852,0.72,-0.00693,0,0,1,0,0.72,0,0,0,0,0
,,1,1,3639.5385,7504.487767,6.29E-30,0.0343,0.31,-0.0115,0,0,1,0,0.31,0,0,0,0,0,0.0343,0.31,-0.0115,0,0,1,0,0.31,0,0,0,0,0
,,1,1,2271.7121,7504.527172,6.34E-30,0.0869,0.71,-0.01188,0,0,1,0,0.71,0,0,0,0,0,0.0869,0.71,-0.01188,0,0,1,0,0.71,0,0,0,0,0
,,1,1,4153.9381,7504.556235,1.56E-29,0.0905,0.74,-0.01433,0,0,1,0,0.74,0,0,0,0,0,0.0905,0.74,-0.01433,0,0,1,0,0.74,0,0,0,0,0
,,1,1,4851.8214,7504.589906,6.82E-30,0.0205,0.14,-0.02764,0,0,1,0,0.14,0,0,0,0,0,0.0205,0.14,-0.02764,0,0,1,0,0.14,0,0,0,0,0
,,1,1,2572.1391,7504.652066,8.91E-30,0.0711,0.7,-0.0062,0,0,1,0,0.7,0,0,0,0,0,0.0711,0.7,-0.0062,0,0,1,0,0.7,0,0,0,0,0
,,1,1,224.8384,7504.7147,9.70E-23,0.0896,0.71,-0.00204,0,0,1,0,0.71,0,0,0,0,0,0.0896,0.71,-0.00204,0,0,1,0,0.71,0,0,0,0,0
,,1,1,2927.9412,7504.799648,1.35E-29,0.0438,0.45,-0.0317,0,0,1,0,0.45,0,0,0,0,0,0.0438,0.45,-0.0317,0,0,1,0,0.45,0,0,0,0,0
,,1,1,2327.914,7504.815982,7.87E-29,0.0525,0.6,0.01355,0,0,1,0,0.6,0,0,0,0,0,0.0525,0.6,0.01355,0,0,1,0,0.6,0,0,0,0,0
,,1,1,4638.6446,7504.899837,1.65E-29,0.0267,0.21,-0.02982,0,0,1,0,0.21,0,0,0,0,0,0.0267,0.21,-0.02982,0,0,1,0,0.21,0,0,0,0,0
,,1,1,4427.1643,7504.909094,1.69E-29,0.0248,0.21,-0.02434,0,0,1,0,0.21,0,0,0,0,0,0.0248,0.21,-0.02434,0,0,1,0,0.21,0,0,0,0,0
,,1,1,300.3623,7504.940981,3.10E-23,0.084,0.69,-0.00577,0,0,1,0,0.69,0,0,0,0,0,0.084,0.69,-0.00577,0,0,1,0,0.69,0,0,0,0,0
,,1,1,1216.1945,7504.942605,2.28E-24,0.0427,0.43,-0.02226,0,0,1,0,0.43,0,0,0,0,0,0.0427,0.43,-0.02226,0,0,1,0,0.43,0,0,0,0,0
,,1,1,1216.1898,7504.948131,7.61E-25,0.0426,0.43,-0.02224,0,0,1,0,0.43,0,0,0,0,0,0.0426,0.43,-0.02224,0,0,1,0,0.43,0,0,0,0,0
,,1,1,3758.3968,7504.950272,1.09E-28,0.0516,0.48,-0.01355,0,0,1,0,0.48,0,0,0,0,0,0.0516,0.48,-0.01355,0,0,1,0,0.48,0,0,0,0,0
,,1,1,1293.6341,7505.007444,5.66E-27,0.0669,0.64,-0.00017,0,0,1,0,0.64,0,0,0,0,0,0.0669,0.64,-0.00017,0,0,1,0,0.64,0,0,0,0,0
,,1,1,1080.3854,7505.030001,2.39E-27,0.0713,0.66,-0.00201,0,0,1,0,0.66,0,0,0,0,0,0.0713,0.66,-0.00201,0,0,1,0,0.66,0,0,0,0,0
,,1,1,1899.0082,7505.091778,2.70E-24,0.0842,0.72,-0.01925,0,0,1,0,0.72,0,0,0,0,0,0.0842,0.72,-0.01925,0,0,1,0,0.72,0,0,0,0,0
,,1,1,3175.4412,7505.10346,5.24E-30,0.1062,0.76,0.00002,0,0,1,0,0.76,0,0,0,0,0,0.1062,0.76,0.00002,0,0,1,0,0.76,0,0,0,0,0
,,1,1,2437.5019,7505.16708,1.24E-26,0.0549,0.53,-0.02434,0,0,1,0,0.53,0,0,0,0,0,0.0549,0.53,-0.02434,0,0,1,0,0.53,0,0,0,0,0
,,1,1,37.1371,7505.255145,5.41E-30,0.1021,0.74,-0.00752,0,0,1,0,0.74,0,0,0,0,0,0.1021,0.74,-0.00752,0,0,1,0,0.74,0,0,0,0,0
,,1,1,300.3623,7505.267598,3.43E-25,0.09,0.71,-0.00654,0,0,1,0,0.71,0,0,0,0,0,0.09,0.71,-0.00654,0,0,1,0,0.71,0,0,0,0,0
,,1,1,2522.2651,7505.289102,1.56E-28,0.0557,0.55,0,0,0,1,0,0.55,0,0,0,0,0,0.0557,0.55,0,0,0,1,0,0.55,0,0,0,0,0
,,1,1,2522.2651,7505.289925,2.88E-28,0.0262,0.47,-0.021636,0,0,1,0,0.47,0,0,0,0,0,0.0262,0.47,-0.021636,0,0,1,0,0.47,0,0,0,0,0
,,1,1,2522.2613,7505.291836,9.61E-29,0.0309,0.31,-0.01898,0,0,1,0,0.31,0,0,0,0,0,0.0309,0.31,-0.01898,0,0,1,0,0.31,0,0,0,0,0
,,1,1,4017.9095,7505.315871,4.67E-28,0.0305,0.28,-0.0179,0,0,1,0,0.28,0,0,0,0,0,0.0305,0.28,-0.0179,0,0,1,0,0.28,0,0,0,0,0
,,1,1,2872.5805,7505.342619,7.87E-30,0.0449,0.49,0.00668,0,0,1,0,0.49,0,0,0,0,0,0.0449,0.49,0.00668,0,0,1,0,0.49,0,0,0,0,0
,,1,1,2042.3106,7505.505718,1.32E-28,0.0552,0.57,-0.00528,0,0,1,0,0.57,0,0,0,0,0,0.0552,0.57,-0.00528,0,0,1,0,0.57,0,0,0,0,0
,,1,1,2927.0752,7505.591469,4.23E-30,0.0416,0.43,-0.03043,0,0,1,0,0.43,0,0,0,0,0,0.0416,0.43,-0.03043,0,0,1,0,0.43,0,0,0,0,0
,,1,1,2246.8848,7505.603375,3.35E-30,0.0473,0.48,0.01606,0,0,1,0,0.48,0,0,0,0,0,0.0473,0.48,0.01606,0,0,1,0,0.48,0,0,0,0,0
,,1,1,2586.5297,7505.713815,4.58E-28,0.0454,0.43,-0.01928,0,0,1,0,0.43,0,0,0,0,0,0.0454,0.43,-0.01928,0,0,1,0,0.43,0,0,0,0,0
,,1,1,709.6082,7505.716454,3.77E-26,0.0757,0.66,-0.00549,0,0,1,0,0.66,0,0,0,0,0,0.0757,0.66,-0.00549,0,0,1,0,0.66,0,0,0,0,0
,,1,1,275.497,7505.722085,1.31E-28,0.0887,0.71,0,0,0,1,0,0.71,0,0,0,0,0,0.0887,0.71,0,0,0,1,0,0.71,0,0,0,0,0
,,1,1,1616.4531,7505.7326,1.08E-26,0.0762,0.74,-0.00599,0,0,1,0,0.74,0,0,0,0,0,0.0762,0.74,-0.00599,0,0,1,0,0.74,0,0,0,0,0
,,1,1,508.8121,7505.761893,1.15E-28,0.0833,0.69,0,0,0,1,0,0.69,0,0,0,0,0,0.0833,0.69,0,0,0,1,0,0.69,0,0,0,0,0
,,1,1,3266.5143,7506.14367,5.62E-28,0.0461,0.46,-0.03014,0,0,1,0,0.46,0,0,0,0,0,0.0461,0.46,-0.03014,0,0,1,0,0.46,0,0,0,0,0
,,1,1,3623.7648,7506.161548,6.89E-28,0.0386,0.37,-0.01393,0,0,1,0,0.37,0,0,0,0,0,0.0386,0.37,-0.01393,0,0,1,0,0.37,0,0,0,0,0
,,1,1,1557.8444,7506.202581,5.70E-29,0.0523,0.53,0.00091,0,0,1,0,0.53,0,0,0,0,0,0.0523,0.53,0.00091,0,0,1,0,0.53,0,0,0,0,0
,,1,1,2920.132,7506.294956,1.12E-30,0.0613,0.62,-0.02435,0,0,1,0,0.62,0,0,0,0,0,0.0613,0.62,-0.02435,0,0,1,0,0.62,0,0,0,0,0
,,1,1,3879.7208,7506.331915,1.46E-30,0.0373,0.35,-0.01885,0,0,1,0,0.35,0,0,0,0,0,0.0373,0.35,-0.01885,0,0,1,0,0.35,0,0,0,0,0
,,1,1,3824.4983,7506.461161,3.04E-29,0.0368,0.38,-0.009173,0,0,1,0,0.38,0,0,0,0,0,0.0368,0.38,-0.009173,0,0,1,0,0.38,0,0,0,0,0
,,1,1,709.6082,7506.595349,3.64E-28,0.085,0.71,-0.00615,0,0,1,0,0.71,0,0,0,0,0,0.085,0.71,-0.00615,0,0,1,0,0.71,0,0,0,0,0
,,1,1,709.6082,7506.599713,4.89E-30,0.0734,0.65,0,0,0,1,0,0.65,0,0,0,0,0,0.0734,0.65,0,0,0,1,0,0.65,0,0,0,0,0
,,1,1,4833.2078,7506.70405,3.90E-30,0.0299,0.26,-0.02719,0,0,1,0,0.26,0,0,0,0,0,0.0299,0.26,-0.02719,0,0,1,0,0.26,0,0,0,0,0
,,1,1,206.3014,7506.779872,8.35E-25,0.0966,0.74,-0.00933,0,0,1,0,0.74,0,0,0,0,0,0.0966,0.74,-0.00933,0,0,1,0,0.74,0,0,0,0,0
,,1,1,2919.6329,7506.79388,3.26E-30,0.0597,0.6,-0.02339,0,0,1,0,0.6,0,0,0,0,0,0.0597,0.6,-0.02339,0,0,1,0,0.6,0,0,0,0,0
,,1,1,4199.3909,7506.832806,1.89E-29,0.0752,0.62,-0.02591,0,0,1,0,0.62,0,0,0,0,0,0.0752,0.62,-0.02591,0,0,1,0,0.62,0,0,0,0,0
,,1,1,3387.6806,7506.855645,1.45E-30,0.091,0.71,-0.01367,0,0,1,0,0.71,0,0,0,0,0,0.091,0.71,-0.01367,0,0,1,0,0.71,0,0,0,0,0
,,1,1,2205.6528,7506.9059,3.86E-25,0.0794,0.69,-0.02553,0,0,1,0,0.69,0,0,0,0,0,0.0794,0.69,-0.02553,0,0,1,0,0.69,0,0,0,0,0
,,1,1,2024.1526,7506.982509,7.15E-29,0.085,0.71,-0.00548,0,0,1,0,0.71,0,0,0,0,0,0.085,0.71,-0.00548,0,0,1,0,0.71,0,0,0,0,0
,,1,1,661.5489,7506.997524,1.02E-27,0.0821,0.73,-0.00793,0,0,1,0,0.73,0,0,0,0,0,0.0821,0.73,-0.00793,0,0,1,0,0.73,0,0,0,0,0
,,1,1,2756.4153,7507.030697,5.48E-29,0.0521,0.52,-0.04,0,0,1,0,0.52,0,0,0,0,0,0.0521,0.52,-0.04,0,0,1,0,0.52,0,0,0,0,0
,,1,1,586.4792,7507.10874,1.97E-25,0.0803,0.68,-0.00431,0,0,1,0,0.68,0,0,0,0,0,0.0803,0.68,-0.00431,0,0,1,0,0.68,0,0,0,0,0
,,1,1,3386.0523,7507.154816,1.45E-29,0.0463,0.45,-0.0215,0,0,1,0,0.45,0,0,0,0,0,0.0463,0.45,-0.0215,0,0,1,0,0.45,0,0,0,0,0
,,1,1,2569.5079,7507.283258,2.92E-30,0.0659,0.65,-0.00544,0,0,1,0,0.65,0,0,0,0,0,0.0659,0.65,-0.00544,0,0,1,0,0.65,0,0,0,0,0
,,1,1,888.6327,7507.308658,1.70E-30,0.0781,0.67,0,0,0,1,0,0.67,0,0,0,0,0,0.0781,0.67,0,0,0,1,0,0.67,0,0,0,0,0
,,1,1,888.5988,7507.347717,5.12E-30,0.0781,0.67,0,0,0,1,0,0.67,0,0,0,0,0,0.0781,0.67,0,0,0,1,0,0.67,0,0,0,0,0
,,1,1,3244.6007,7507.360056,1.38E-26,0.0484,0.45,-0.01582,0,0,1,0,0.45,0,0,0,0,0,0.0484,0.45,-0.01582,0,0,1,0,0.45,0,0,0,0,0
,,1,1,1006.1159,7507.430046,5.14E-25,0.0816,0.71,-0.00578,0,0,1,0,0.71,0,0,0,0,0,0.0816,0.71,-0.00578,0,0,1,0,0.71,0,0,0,0,0
,,1,1,224.8384,7507.465423,4.18E-23,0.0895,0.71,-0.00471,0,0,1,0,0.71,0,0,0,0,0,0.0895,0.71,-0.00471,0,0,1,0,0.71,0,0,0,0,0
,,1,1,816.6942,7507.497171,2.72E-30,0.0734,0.65,0,0,0,1,0,0.65,0,0,0,0,0,0.0734,0.65,0,0,0,1,0,0.65,0,0,0,0,0
,,1,1,1293.0181,7507.525136,5.35E-28,0.0341,0.26,-0.01604,0,0,1,0,0.26,0,0,0,0,0,0.0341,0.26,-0.01604,0,0,1,0,0.26,0,0,0,0,0
,,1,1,1045.058,7507.650873,1.87E-30,0.0781,0.67,0,0,0,1,0,0.67,0,0,0,0,0,0.0781,0.67,0,0,0,1,0,0.67,0,0,0,0,0
,,1,1,173.3658,7507.932082,1.65E-27,0.1005,0.75,-0.00378,0,0,1,0,0.75,0,0,0,0,0,0.1005,0.75,-0.00378,0,0,1,0,0.75,0,0,0,0,0
,,1,1,325.3479,7508.047584,3.39E-23,0.0913,0.71,-0.00821,0,0,1,0,0.71,0,0,0,0,0,0.0913,0.71,-0.00821,0,0,1,0,0.71,0,0,0,0,0
,,1,1,3877.0886,7508.051288,6.37E-30,0.0462,0.45,-0.02498,0,0,1,0,0.45,0,0,0,0,0,0.0462,0.45,-0.02498,0,0,1,0,0.45,0,0,0,0,0
,,1,1,1050.1577,7508.076189,3.62E-30,0.0686,0.62,0,0,0,1,0,0.62,0,0,0,0,0,0.0686,0.62,0,0,0,1,0,0.62,0,0,0,0,0
,,1,1,1080.3854,7508.119238,2.29E-30,0.0646,0.6,0,0,0,1,0,0.6,0,0,0,0,0,0.0646,0.6,0,0,0,1,0,0.6,0,0,0,0,0
,,1,1,2724.167,7508.127379,4.21E-30,0.0636,0.66,-0.02319,0,0,1,0,0.66,0,0,0,0,0,0.0636,0.66,-0.02319,0,0,1,0,0.66,0,0,0,0,0
,,1,1,1131.7756,7508.153715,4.13E-25,0.0796,0.72,-0.0143,0,0,1,0,0.72,0,0,0,0,0,0.0796,0.72,-0.0143,0,0,1,0,0.72,0,0,0,0,0
