,molec_id,local_iso_id,elower,nu,nu_err,nu_vary,sw,sw_err,sw_vary,sw_scale_factor,gamma0_air,gamma0_air_err,gamma0_air_vary,n_gamma0_air,delta0_air,delta0_air_err,delta0_air_vary,n_delta0_air,nuVC_air,nuVC_air_err,nuVC_air_vary,n_nuVC_air,SD_gamma_air,SD_gamma_air_err,SD_gamma_air_vary,n_gamma2_air,SD_delta_air,SD_delta_air_err,SD_delta_air_vary,n_delta2_air,eta_air,eta_air_err,eta_air_vary,y_air,y_air_err,y_air_vary,n_y_air,BIA_slope_air,BIA_collision_duration_air
46,7,1,343.7481,13156.28033,0.0,False,479.9,0.0,False,9.999999999999999e-27,0.04,0.0,False,0.81,-0.007967,0.0,False,2.4e-05,0.0,0.0,False,1.0,0.08,0.0,False,0.81,0.0,0.0,False,0.0,0.0,0.0,False,-0.00103,0.0,False,1.985142148,0.0,0.0
47,7,1,440.5618,13156.62333,0.0,False,312.3,0.0,False,9.999999999999999e-27,0.04,0.0,False,0.8,-0.008547,0.0,False,2.8e-05,0.0,0.0,False,1.0,0.1,0.0,False,0.8,0.0,0.0,False,0.0,0.0,0.0,False,-0.00143,0.0,False,3.137979657,0.0,0.0
48,7,1,438.4413,13158.74374,0.0,False,339.90000000000003,0.0,False,9.999999999999999e-27,0.04,0.0,False,0.82,-0.008568,0.0,False,2.9e-05,0.0,0.0,False,1.0,0.1,0.0,False,0.82,0.0,0.0,False,0.0,0.0,0.0,False,-0.00164,0.0,False,2.226019518,0.0,0.0
49,7,1,546.7042,13158.67919,0.0,False,208.3,0.0,False,9.999999999999999e-27,0.04,0.0,False,0.77,-0.0087411,0.0,False,3.3e-05,0.0,0.0,False,1.0,0.09,0.0,False,0.77,0.0,0.0,False,0.0,0.0,0.0,False,-0.00207,0.0,False,4.257624999,0.0,0.0
50,7,1,544.5651,13160.81826,0.0,False,225.00000000000003,0.0,False,9.999999999999999e-27,0.04,0.0,False,0.77,-0.009099,0.0,False,2.9e-05,0.0,0.0,False,1.0,0.1,0.0,False,0.77,0.0,0.0,False,0.0,0.0,0.0,False,-0.0024,0.0,False,2.668600473,0.0,0.0
51,7,1,664.2595,13160.34357,0.0,False,130.0,0.0,False,9.999999999999999e-27,0.04,0.0,False,0.74,-0.0095512,0.0,False,2.5e-05,0.0,0.0,False,1.0,0.13,0.0,False,0.74,0.0,0.0,False,0.0,0.0,0.0,False,-0.00218,0.0,False,5.229704566,0.0,0.0
52,7,1,662.102,13162.50103,0.0,False,139.5,0.0,False,9.999999999999999e-27,0.04,0.0,False,0.86,-0.0076521,0.0,False,4e-05,0.0,0.0,False,1.0,0.14,0.0,False,0.86,0.0,0.0,False,0.0,0.0,0.0,False,-0.00325,0.0,False,3.481353001,0.0,0.0
53,7,1,793.2087,13161.61331,0.0,False,76.02999999999999,0.0,False,9.999999999999999e-27,0.04,0.0,False,0.79,-0.0100917,0.0,False,3.6e-05,0.0,0.0,False,1.0,0.13,0.0,False,0.79,0.0,0.0,False,0.0,0.0,0.0,False,-0.00295,0.0,False,4.437632126,0.0,0.0
54,7,1,791.0331,13163.78895,0.0,False,81.22,0.0,False,9.999999999999999e-27,0.03,0.0,False,0.86,-0.0100116,0.0,False,3.8e-05,0.0,0.0,False,1.0,0.08,0.0,False,0.86,0.0,0.0,False,0.0,0.0,0.0,False,-0.00327,0.0,False,4.323269736,0.0,0.0
55,7,1,933.5309,13162.48501,0.0,False,41.77,0.0,False,9.999999999999999e-27,0.03,0.0,False,0.63,-0.0139338,0.0,False,5e-05,0.0,0.0,False,1.0,0.1,0.0,False,0.63,0.0,0.0,False,0.0,0.0,0.0,False,-0.00159,0.0,False,5.497748903,0.0,0.0
56,7,1,931.3372,13164.67869,0.0,False,44.43,0.0,False,9.999999999999999e-27,0.03,0.0,False,0.63,-0.0101521,0.0,False,7.7e-05,0.0,0.0,False,1.0,0.1,0.0,False,0.63,0.0,0.0,False,0.0,0.0,0.0,False,-0.00369,0.0,False,5.405820127,0.0,0.0
57,7,1,1085.2033,13162.95504,0.0,False,21.58,0.0,False,9.999999999999999e-27,0.03,0.0,False,0.63,-0.0118824,0.0,False,5e-05,0.0,0.0,False,1.0,0.1,0.0,False,0.63,0.0,0.0,False,0.0,0.0,0.0,False,0.031994,0.0,False,6.750205732,0.0,0.0
58,7,1,1082.9917,13165.16664,0.0,False,22.87,0.0,False,9.999999999999999e-27,0.03,0.0,False,0.63,-0.0096623,0.0,False,5e-05,0.0,0.0,False,1.0,0.1,0.0,False,0.63,0.0,0.0,False,0.0,0.0,0.0,False,0.014885,0.0,False,6.680830454,0.0,0.0
59,7,1,1248.2013,13163.01953,0.0,False,10.49,0.0,False,9.999999999999999e-27,0.03,0.0,False,0.63,-0.0133328,0.0,False,5e-05,0.0,0.0,False,1.0,0.1,0.0,False,0.63,0.0,0.0,False,0.0,0.0,0.0,False,-0.21182,0.0,False,8.128295749,0.0,0.0
60,7,1,1245.9718,13165.24897,0.0,False,11.09,0.0,False,9.999999999999999e-27,0.03,0.0,False,0.63,-0.0103829,0.0,False,5e-05,0.0,0.0,False,1.0,0.1,0.0,False,0.63,0.0,0.0,False,0.0,0.0,0.0,False,-0.17607,0.0,False,8.078300568,0.0,0.0
61,7,1,1422.4983,13162.67439,0.0,False,4.806,0.0,False,9.999999999999999e-27,0.03,0.0,False,0.63,-0.02336,0.0,False,5e-05,0.0,0.0,False,1.0,0.115323868,0.0,False,0.63,0.0,0.0,False,0.0,0.0,0.0,False,-0.03878,0.0,False,9.575509585,0.0,0.0
62,7,1,1420.2511,13164.92159,0.0,False,5.065,0.0,False,9.999999999999999e-27,0.01,0.0,False,0.63,-0.0090568,0.0,False,5e-05,0.0,0.0,False,1.0,0.1,0.0,False,0.63,0.0,0.0,False,0.0,0.0,0.0,False,-0.0188,0.0,False,9.54017859,0.0,0.0
63,7,1,1608.0662,13161.91524,0.0,False,2.075,0.0,False,9.999999999999999e-27,0.03,0.0,False,0.63,-0.00741,0.0,False,5e-05,0.0,0.0,False,1.0,0.1,0.0,False,0.63,0.0,0.0,False,0.0,0.0,0.0,False,-0.06827,0.0,False,11.05334543,0.0,0.0
64,7,1,1605.8012,13164.18017,0.0,False,2.182,0.0,False,9.999999999999999e-27,0.03,0.0,False,0.63,-0.01118,0.0,False,5e-05,0.0,0.0,False,1.0,0.1,0.0,False,0.63,0.0,0.0,False,0.0,0.0,0.0,False,-0.05157,0.0,False,11.02983704,0.0,0.0
65,7,2,286.7679,13077.02267,0.0,False,1.09,0.0,False,9.999999999999999e-27,0.0463,0.0,False,0.67,-0.0074,0.0,False,0.0,0.0,0.0,False,1.0,0.101222799,0.0,False,0.67,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,1.0,0.0,0.0
66,7,2,284.8744,13078.91621,0.0,False,1.01,0.0,False,9.999999999999999e-27,0.0463,0.0,False,0.7,-0.0074,0.0,False,0.0,0.0,0.0,False,1.0,0.092020726,0.0,False,0.7,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,1.0,0.0,0.0
67,7,2,248.7954,13080.87212,0.0,False,1.22,0.0,False,9.999999999999999e-27,0.047,0.0,False,0.7,-0.0074,0.0,False,0.0,0.0,0.0,False,1.0,0.092020726,0.0,False,0.7,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,1.0,0.0,0.0
68,7,2,246.8923,13082.77517,0.0,False,1.12,0.0,False,9.999999999999999e-27,0.047,0.0,False,0.72,-0.0074,0.0,False,0.0,0.0,0.0,False,1.0,0.085886011,0.0,False,0.72,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,1.0,0.0,0.0
69,7,2,213.5291,13084.63441,0.0,False,1.35,0.0,False,9.999999999999999e-27,0.0473,0.0,False,0.72,-0.0074,0.0,False,0.0,0.0,0.0,False,1.0,0.085886011,0.0,False,0.72,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,1.0,0.0,0.0
70,7,2,211.6163,13086.54725,0.0,False,1.23,0.0,False,9.999999999999999e-27,0.0473,0.0,False,0.72,-0.00755,0.0,False,0.0,0.0,0.0,False,1.0,0.085886011,0.0,False,0.72,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,1.0,0.0,0.0
71,7,2,180.9705,13088.30957,0.0,False,1.4600000000000002,0.0,False,9.999999999999999e-27,0.048,0.0,False,0.72,-0.00755,0.0,False,0.0,0.0,0.0,False,1.0,0.085886011,0.0,False,0.72,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,1.0,0.0,0.0
72,7,2,179.0475,13090.23257,0.0,False,1.31,0.0,False,9.999999999999999e-27,0.048,0.0,False,0.73,-0.0075,0.0,False,0.0,0.0,0.0,False,1.0,0.082818654,0.0,False,0.73,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,1.0,0.0,0.0
73,7,2,151.1207,13091.89764,0.0,False,1.5399999999999998,0.0,False,9.999999999999999e-27,0.0483,0.0,False,0.73,-0.0075,0.0,False,0.0,0.0,0.0,False,1.0,0.082818654,0.0,False,0.73,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,1.0,0.0,0.0
74,7,2,149.1871,13093.83126,0.0,False,1.38,0.0,False,9.999999999999999e-27,0.0483,0.0,False,0.74,-0.0075,0.0,False,0.0,0.0,0.0,False,1.0,0.079751296,0.0,False,0.74,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,1.0,0.0,0.0
75,7,2,123.9809,13095.39861,0.0,False,1.6,0.0,False,9.999999999999999e-27,0.049,0.0,False,0.74,-0.0075,0.0,False,0.0,0.0,0.0,False,1.0,0.079751296,0.0,False,0.74,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,1.0,0.0,0.0
76,7,2,122.036,13097.34349,0.0,False,1.41,0.0,False,9.999999999999999e-27,0.049,0.0,False,0.74,-0.0073,0.0,False,0.0,0.0,0.0,False,1.0,0.079751296,0.0,False,0.74,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,1.0,0.0,0.0
77,7,2,99.5521,13098.81248,0.0,False,1.62,0.0,False,9.999999999999999e-27,0.0497,0.0,False,0.74,-0.0073,0.0,False,0.0,0.0,0.0,False,1.0,0.079751296,0.0,False,0.74,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,1.0,0.0,0.0
78,7,2,97.595,13100.76953,0.0,False,1.4,0.0,False,9.999999999999999e-27,0.0497,0.0,False,0.73,-0.007,0.0,False,0.0,0.0,0.0,False,1.0,0.082818654,0.0,False,0.73,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,1.0,0.0,0.0
79,7,2,77.8353,13102.13924,0.0,False,1.6,0.0,False,9.999999999999999e-27,0.0507,0.0,False,0.73,-0.007,0.0,False,0.0,0.0,0.0,False,1.0,0.082818654,0.0,False,0.73,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,1.0,0.0,0.0
80,7,2,75.8648,13104.10977,0.0,False,1.36,0.0,False,9.999999999999999e-27,0.0507,0.0,False,0.73,-0.0071,0.0,False,0.0,0.0,0.0,False,1.0,0.082818654,0.0,False,0.73,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,1.0,0.0,0.0
81,7,2,58.8313,13105.37888,0.0,False,1.5299999999999998,0.0,False,9.999999999999999e-27,0.0517,0.0,False,0.73,-0.0071,0.0,False,0.0,0.0,0.0,False,1.0,0.082818654,0.0,False,0.73,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,1.0,0.0,0.0
82,7,2,56.8452,13107.3649,0.0,False,1.27,0.0,False,9.999999999999999e-27,0.0517,0.0,False,0.74,-0.0071,0.0,False,0.0,0.0,0.0,False,1.0,0.079751296,0.0,False,0.74,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,1.0,0.0,0.0
83,7,2,42.5407,13108.53134,0.0,False,1.42,0.0,False,9.999999999999999e-27,0.0531,0.0,False,0.74,-0.0071,0.0,False,0.0,0.0,0.0,False,1.0,0.079751296,0.0,False,0.74,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,1.0,0.0,0.0
84,7,2,40.5358,13110.53625,0.0,False,1.13,0.0,False,9.999999999999999e-27,0.0531,0.0,False,0.72,-0.00645,0.0,False,0.0,0.0,0.0,False,1.0,0.085886011,0.0,False,0.72,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,1.0,0.0,0.0
85,7,2,28.9644,13111.59659,0.0,False,1.27,0.0,False,9.999999999999999e-27,0.0544,0.0,False,0.72,-0.00645,0.0,False,0.0,0.0,0.0,False,1.0,0.085886011,0.0,False,0.72,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,1.0,0.0,0.0
