molec_id,local_iso_id,nu,sw,elower,a,gamma0_self,n_gamma0_self,delta0_self,n_delta0_self,nuVC_self,n_nuVC_self,SD_gamma_self,n_gamma2_self,SD_delta_self,n_delta2_self,eta_self,y_self,n_y_self
6,1,4824.448669,8.21E-27,2183.6846,0.02715,0.058,0.59,-0.0096,0,0,1,0,0.59,0,0,0,0,0
6,1,4825.12036,2.40E-26,1251.6469,0.001269,0.063,0.62,-0.00965,0,0,1,0,0.62,0,0,0,0,0
6,1,4825.34656,4.64E-26,1641.1639,0.02484,0.074,0.69,-0.0096,0,0,1,0,0.69,0,0,0,0,0
6,1,4825.51375,4.71E-26,1641.047,0.02525,0.074,0.69,-0.0096,0,0,1,0,0.69,0,0,0,0,0
6,1,4825.533234,1.27E-27,1250.8361,5.90E-05,0.063,0.62,-0.0096,0,0,1,0,0.62,0,0,0,0,0
6,1,4825.6268,2.41E-26,1251.5907,0.001274,0.063,0.62,-0.009651,0,0,1,0,0.62,0,0,0,0,0
6,1,4825.672513,1.26E-27,1250.837,5.85E-05,0.063,0.62,-0.0096,0,0,1,0,0.62,0,0,0,0,0
6,1,4826.47185,1.10E-25,1640.208,0.03512,0.074,0.69,-0.0096,0,0,1,0,0.69,0,0,0,0,0
6,1,4826.93745,7.15E-26,1639.9041,0.03808,0.074,0.69,-0.0096,0,0,1,0,0.69,0,0,0,0,0
6,1,4827.14054,5.02E-26,1639.745,0.0401,0.074,0.69,-0.0096,0,0,1,0,0.69,0,0,0,0,0
6,1,4827.288904,1.25E-27,1593.056,0.0001629,0.06,0.61,-0.0096,0,0,1,0,0.61,0,0,0,0,0
6,1,4827.294523,4.83E-27,1251.2913,0.0001344,0.063,0.62,-0.0096,0,0,1,0,0.62,0,0,0,0,0
6,1,4827.37699,1.76E-26,1095.9815,0.0004693,0.065,0.62,-0.009655,0,0,1,0,0.62,0,0,0,0,0
6,1,4827.42215,8.24E-26,1639.5081,0.04385,0.074,0.69,-0.0096,0,0,1,0,0.69,0,0,0,0,0
6,1,4827.692035,3.93E-27,1251.3018,0.0001822,0.063,0.62,-0.0096,0,0,1,0,0.62,0,0,0,0,0
6,1,4827.915641,3.33E-27,1251.3076,0.0002315,0.063,0.62,-0.0096,0,0,1,0,0.62,0,0,0,0,0
6,1,4827.99115,1.73E-26,1096.1331,0.0004618,0.065,0.62,-0.009656,0,0,1,0,0.62,0,0,0,0,0
6,1,4828.25442,1.16E-27,1095.8693,3.09E-05,0.065,0.62,-0.009657,0,0,1,0,0.62,0,0,0,0,0
6,1,4828.36806,2.38E-27,1593.7844,0.0003126,0.06,0.61,-0.0096,0,0,1,0,0.61,0,0,0,0,0
6,1,4828.464026,5.86E-27,1252.0276,0.0002732,0.063,0.62,-0.0096,0,0,1,0,0.62,0,0,0,0,0
6,1,4828.600892,1.37E-26,1252.002,0.0003841,0.063,0.62,-0.0096,0,0,1,0,0.62,0,0,0,0,0
6,1,4828.618086,3.06E-27,1252.0461,0.0001425,0.063,0.62,-0.0096,0,0,1,0,0.62,0,0,0,0,0
6,1,4828.90116,1.43E-27,1251.5905,6.66E-05,0.063,0.62,-0.0096,0,0,1,0,0.62,0,0,0,0,0
6,1,4829.017709,3.96E-27,1251.6466,0.000184,0.063,0.62,-0.0096,0,0,1,0,0.62,0,0,0,0,0
6,1,4829.18578,4.81E-26,1641.1639,0.02583,0.074,0.69,-0.0096,0,0,1,0,0.69,0,0,0,0,0
6,1,4829.30157,4.61E-26,1641.047,0.0247,0.074,0.69,-0.0096,0,0,1,0,0.69,0,0,0,0,0
6,1,4829.93167,2.23E-26,1095.8286,0.0003103,0.065,0.62,-0.0096,0,0,1,0,0.62,0,0,0,0,0
6,1,4829.93564,3.62E-27,1417.12,0.0004009,0.061,0.61,-0.00966,0,0,1,0,0.61,0,0,0,0,0
6,1,4829.96982,3.66E-27,1417.1294,0.0004054,0.061,0.61,-0.00966,0,0,1,0,0.61,0,0,0,0,0
6,1,4830.14226,3.30E-26,1640.208,0.01058,0.074,0.69,-0.0096,0,0,1,0,0.69,0,0,0,0,0
6,1,4830.411941,1.51E-26,1095.8691,0.0003507,0.065,0.62,-0.0096,0,0,1,0,0.62,0,0,0,0,0
6,1,4830.715871,9.75E-27,1095.8947,0.0003398,0.065,0.62,-0.0096,0,0,1,0,0.62,0,0,0,0,0
6,1,4830.938018,1.08E-27,1592.3589,0.0002354,0.06,0.61,-0.0096,0,0,1,0,0.61,0,0,0,0,0
6,1,4831.461035,2.75E-26,1252.0614,0.0007685,0.063,0.62,-0.0096,0,0,1,0,0.62,0,0,0,0,0
6,1,4831.789271,5.26E-27,1095.9813,0.0001223,0.065,0.62,-0.0096,0,0,1,0,0.62,0,0,0,0,0
6,1,4831.959662,1.31E-26,1252.0461,0.0006132,0.063,0.62,-0.0096,0,0,1,0,0.62,0,0,0,0,0
6,1,4832.231135,1.75E-26,1251.2913,0.0004886,0.063,0.62,-0.0096,0,0,1,0,0.62,0,0,0,0,0
6,1,4832.263083,5.24E-27,1252.0276,0.0002446,0.063,0.62,-0.0096,0,0,1,0,0.62,0,0,0,0,0
6,1,4832.359284,1.06E-26,1251.6466,0.0004915,0.063,0.62,-0.0096,0,0,1,0,0.62,0,0,0,0,0
6,1,4832.36924,1.73E-26,1096.1571,0.000694,0.065,0.62,-0.009665,0,0,1,0,0.62,0,0,0,0,0
6,1,4832.63148,1.94E-27,1095.8948,7.77E-05,0.065,0.62,-0.009665,0,0,1,0,0.62,0,0,0,0,0
6,1,4832.6596,2.34E-27,1252.0276,0.0001094,0.063,0.62,-0.0096,0,0,1,0,0.62,0,0,0,0,0
6,1,4832.700183,2.21E-26,1251.5905,0.001031,0.063,0.62,-0.0096,0,0,1,0,0.62,0,0,0,0,0
6,1,4832.70406,4.82E-27,1251.3018,0.000224,0.063,0.62,-0.0096,0,0,1,0,0.62,0,0,0,0,0
6,1,4832.767882,1.81E-26,1251.7797,0.001267,0.063,0.62,-0.0096,0,0,1,0,0.62,0,0,0,0,0
6,1,4832.8801,2.62E-26,1251.8071,0.00122,0.063,0.62,-0.0096,0,0,1,0,0.62,0,0,0,0,0
6,1,4833.23774,2.53E-26,1096.1711,0.0006769,0.065,0.62,-0.009666,0,0,1,0,0.62,0,0,0,0,0
6,1,4833.239982,1.69E-27,1251.3076,0.0001177,0.063,0.62,-0.0096,0,0,1,0,0.62,0,0,0,0,0
6,1,4833.242726,2.01E-27,1096.1569,7.03E-05,0.065,0.62,-0.0096,0,0,1,0,0.62,0,0,0,0,0
6,1,4833.292482,8.52E-27,1096.1329,0.0001984,0.065,0.62,-0.0096,0,0,1,0,0.62,0,0,0,0,0
6,1,4833.42774,1.39E-27,1095.9815,3.72E-05,0.065,0.62,-0.009667,0,0,1,0,0.62,0,0,0,0,0
6,1,4833.442634,1.66E-27,1095.8691,3.85E-05,0.065,0.62,-0.0096,0,0,1,0,0.62,0,0,0,0,0
6,1,4833.504963,3.48E-27,1095.8947,0.0001213,0.065,0.62,-0.0096,0,0,1,0,0.62,0,0,0,0,0
6,1,4833.64919,8.19E-27,1639.5081,0.00437,0.074,0.69,-0.0096,0,0,1,0,0.69,0,0,0,0,0
6,1,4833.679793,1.03E-27,1095.632,2.39E-05,0.065,0.62,-0.0096,0,0,1,0,0.62,0,0,0,0,0
6,1,4834.193921,1.12E-27,1095.2529,1.56E-05,0.065,0.62,-0.0096,0,0,1,0,0.62,0,0,0,0,0
6,1,4836.03283,2.27E-26,1416.5537,0.001508,0.061,0.61,-0.009672,0,0,1,0,0.61,0,0,0,0,0
6,1,4836.11039,1.37E-26,1416.5543,0.001517,0.061,0.61,-0.009672,0,0,1,0,0.61,0,0,0,0,0
6,1,4836.16942,9.29E-27,1416.5546,0.001543,0.061,0.61,-0.009672,0,0,1,0,0.61,0,0,0,0,0
6,1,4836.56945,2.17E-27,1593.0563,0.0003194,0.06,0.61,-0.009673,0,0,1,0,0.61,0,0,0,0,0
6,1,4836.79141,1.41E-27,1095.8693,3.77E-05,0.065,0.62,-0.009674,0,0,1,0,0.62,0,0,0,0,0
6,1,4837.02856,2.83E-27,1095.6321,7.56E-05,0.065,0.62,-0.009674,0,0,1,0,0.62,0,0,0,0,0
6,1,4837.23025,1.29E-27,1593.0486,0.0003166,0.06,0.61,-0.009674,0,0,1,0,0.61,0,0,0,0,0
6,1,4837.98582,3.48E-26,1096.1711,0.0009329,0.065,0.62,-0.009676,0,0,1,0,0.62,0,0,0,0,0
6,1,4838.53626,1.77E-27,1095.6194,4.73E-05,0.065,0.62,-0.009677,0,0,1,0,0.62,0,0,0,0,0
6,1,4839.08178,4.94E-26,1729.889,0.02225,0.073,0.65,-0.0096,0,0,1,0,0.65,0,0,0,0,0
6,1,4839.49273,2.50E-26,1729.808,0.01876,0.073,0.65,-0.0096,0,0,1,0,0.65,0,0,0,0,0
6,1,4839.65972,1.80E-26,1729.761,0.02024,0.073,0.65,-0.0096,0,0,1,0,0.65,0,0,0,0,0
6,1,4840.10838,2.33E-26,1096.1571,0.0009377,0.065,0.62,-0.00968,0,0,1,0,0.62,0,0,0,0,0
6,1,4840.99128,4.15E-27,1252.0614,0.0001167,0.063,0.62,-0.0096,0,0,1,0,0.62,0,0,0,0,0
6,1,4841.04546,3.84E-26,1728.595,0.02862,0.073,0.65,-0.0096,0,0,1,0,0.65,0,0,0,0,0
6,1,4841.29389,1.03E-27,1096.1711,2.77E-05,0.065,0.62,-0.009683,0,0,1,0,0.62,0,0,0,0,0
6,1,4841.320665,9.40E-27,1095.9813,0.0002195,0.065,0.62,-0.0096,0,0,1,0,0.62,0,0,0,0,0
6,1,4841.33542,3.40E-27,1096.1331,9.13E-05,0.065,0.62,-0.009683,0,0,1,0,0.62,0,0,0,0,0
6,1,4841.63062,4.70E-26,1728.1899,0.03505,0.073,0.65,-0.0096,0,0,1,0,0.65,0,0,0,0,0
6,1,4841.76146,1.47E-26,1251.2913,0.0004118,0.063,0.62,-0.0096,0,0,1,0,0.62,0,0,0,0,0
6,1,4841.770189,1.19E-26,1251.3018,0.0005533,0.063,0.62,-0.0096,0,0,1,0,0.62,0,0,0,0,0
6,1,4841.774575,7.85E-27,1251.3076,0.0005495,0.063,0.62,-0.0096,0,0,1,0,0.62,0,0,0,0,0
6,1,4841.83732,3.30E-26,1095.6321,0.0008838,0.065,0.62,-0.009684,0,0,1,0,0.62,0,0,0,0,0
6,1,4841.85137,3.68E-26,1095.6194,0.0009855,0.065,0.62,-0.009684,0,0,1,0,0.62,0,0,0,0,0
6,1,4841.91527,4.05E-26,1096.1331,0.001087,0.065,0.62,-0.009684,0,0,1,0,0.62,0,0,0,0,0
6,1,4842.00157,3.67E-26,1727.844,0.04091,0.073,0.65,-0.0096,0,0,1,0,0.65,0,0,0,0,0
6,1,4842.10796,5.62E-26,1727.743,0.04181,0.073,0.65,-0.0096,0,0,1,0,0.65,0,0,0,0,0
6,1,4842.375315,1.31E-27,1416.5533,7.73E-05,0.061,0.61,-0.0096,0,0,1,0,0.61,0,0,0,0,0
6,1,4842.41686,3.01E-27,1095.6321,8.06E-05,0.065,0.62,-0.009685,0,0,1,0,0.62,0,0,0,0,0
6,1,4842.47704,2.11E-27,815.1317,1.70E-05,0.067,0.63,-0.009685,0,0,1,0,0.63,0,0,0,0,0
6,1,4842.58071,4.52E-27,950.4874,6.46E-05,0.065,0.63,-0.009685,0,0,1,0,0.63,0,0,0,0,0
6,1,4842.620057,1.04E-26,1096.1329,0.0002432,0.065,0.62,-0.0096,0,0,1,0,0.62,0,0,0,0,0
6,1,4842.65494,2.05E-26,950.305,0.0002927,0.065,0.63,-0.009685,0,0,1,0,0.63,0,0,0,0,0
6,1,4842.73056,1.69E-26,950.337,0.0002413,0.065,0.63,-0.009685,0,0,1,0,0.63,0,0,0,0,0
6,1,4842.794264,1.17E-27,1778.205,0.0003578,0.059,0.6,-0.0096,0,0,1,0,0.6,0,0,0,0,0
6,1,4843.54188,1.83E-27,1417.8652,0.0001227,0.061,0.61,-0.009687,0,0,1,0,0.61,0,0,0,0,0
6,1,4843.60576,5.97E-26,1729.889,0.02693,0.073,0.65,-0.0096,0,0,1,0,0.65,0,0,0,0,0
6,1,4843.69849,1.08E-26,815.1438,5.22E-05,0.067,0.63,-0.009687,0,0,1,0,0.63,0,0,0,0,0
6,1,4844.242013,1.52E-27,1417.1198,0.0001502,0.061,0.61,-0.0096,0,0,1,0,0.61,0,0,0,0,0
6,1,4844.605291,7.66E-27,1096.1569,0.0002688,0.065,0.62,-0.0096,0,0,1,0,0.62,0,0,0,0,0
6,1,4844.74993,1.42E-27,1779.597,0.0004406,0.059,0.6,-0.0096,0,0,1,0,0.6,0,0,0,0,0
6,1,4844.790261,2.22E-27,1417.1292,0.0002195,0.061,0.61,-0.0096,0,0,1,0,0.61,0,0,0,0,0
6,1,4844.9069,1.35E-26,1728.595,0.01012,0.073,0.65,-0.0096,0,0,1,0,0.65,0,0,0,0,0
6,1,4845.165054,1.16E-26,1096.1709,0.0002726,0.065,0.62,-0.0096,0,0,1,0,0.62,0,0,0,0,0
6,1,4845.173852,2.26E-27,1418.1185,0.0003365,0.061,0.61,-0.0096,0,0,1,0,0.61,0,0,0,0,0
6,1,4845.31286,8.40E-27,1728.1899,0.006268,0.073,0.65,-0.0096,0,0,1,0,0.65,0,0,0,0,0
6,1,4845.534086,4.85E-27,1418.0989,0.000481,0.061,0.61,-0.0096,0,0,1,0,0.61,0,0,0,0,0
6,1,4845.534667,1.83E-27,1418.1371,0.000181,0.061,0.61,-0.0096,0,0,1,0,0.61,0,0,0,0,0
6,1,4846.152251,1.88E-27,1417.5197,0.0001861,0.061,0.61,-0.0096,0,0,1,0,0.61,0,0,0,0,0
6,1,4846.22734,1.11E-27,1418.0991,0.0001244,0.061,0.61,-0.009692,0,0,1,0,0.61,0,0,0,0,0
6,1,4846.608612,8.10E-27,1417.5791,0.0004812,0.061,0.61,-0.0096,0,0,1,0,0.61,0,0,0,0,0
6,1,4847.56824,3.93E-26,1095.9815,0.001057,0.065,0.62,-0.009695,0,0,1,0,0.62,0,0,0,0,0
6,1,4847.60103,4.41E-27,815.1317,3.56E-05,0.067,0.63,-0.009695,0,0,1,0,0.63,0,0,0,0,0
6,1,4847.74717,6.31E-27,1728.595,0.004719,0.073,0.65,-0.0096,0,0,1,0,0.65,0,0,0,0,0
6,1,4848.07619,5.09E-27,815.1161,4.10E-05,0.067,0.63,-0.009696,0,0,1,0,0.63,0,0,0,0,0
6,1,4848.18401,2.30E-27,815.0083,1.85E-05,0.067,0.63,-0.009696,0,0,1,0,0.63,0,0,0,0,0
6,1,4848.72692,3.19E-26,1095.8948,0.001287,0.065,0.62,-0.009697,0,0,1,0,0.62,0,0,0,0,0
6,1,4848.79985,1.43E-27,1418.1374,0.0001604,0.061,0.61,-0.009698,0,0,1,0,0.61,0,0,0,0,0
6,1,4849.06337,4.81E-26,1095.8693,0.001293,0.065,0.62,-0.009698,0,0,1,0,0.62,0,0,0,0,0
6,1,4849.373935,6.64E-27,1418.1371,0.0006596,0.061,0.61,-0.0096,0,0,1,0,0.61,0,0,0,0,0
6,1,4849.44428,8.28E-26,1095.8288,0.001336,0.065,0.62,-0.009699,0,0,1,0,0.62,0,0,0,0,0
6,1,4849.638052,9.10E-27,1251.5905,0.0004267,0.063,0.62,-0.0096,0,0,1,0,0.62,0,0,0,0,0
6,1,4849.758237,1.60E-27,1417.7528,0.0001591,0.061,0.61,-0.0096,0,0,1,0,0.61,0,0,0,0,0
6,1,4849.876151,3.11E-27,1418.1185,0.0004637,0.061,0.61,-0.0096,0,0,1,0,0.61,0,0,0,0,0
6,1,4849.991519,3.79E-27,1417.5197,0.0003759,0.061,0.61,-0.0096,0,0,1,0,0.61,0,0,0,0,0
6,1,4850.089249,1.94E-27,1418.0989,0.000193,0.061,0.61,-0.0097,0,0,1,0,0.61,0,0,0,0,0
6,1,4850.250723,9.89E-27,1251.6466,0.0004643,0.063,0.62,-0.0097,0,0,1,0,0.62,0,0,0,0,0
6,1,4850.381049,1.27E-26,1417.8071,0.001264,0.061,0.61,-0.0097,0,0,1,0,0.61,0,0,0,0,0
6,1,4850.391395,2.95E-27,1417.1198,0.0002922,0.061,0.61,-0.0097,0,0,1,0,0.61,0,0,0,0,0
6,1,4850.495332,7.28E-27,1417.4993,0.001081,0.061,0.61,-0.0097,0,0,1,0,0.61,0,0,0,0,0
6,1,4850.521698,2.70E-26,1417.865,0.001611,0.061,0.61,-0.0097,0,0,1,0,0.61,0,0,0,0,0
6,1,4850.561763,1.07E-26,1417.7528,0.001063,0.061,0.61,-0.0097,0,0,1,0,0.61,0,0,0,0,0
6,1,4850.794963,4.96E-27,1417.5197,0.0004915,0.061,0.61,-0.0097,0,0,1,0,0.61,0,0,0,0,0
6,1,4851.059049,1.09E-27,1417.1292,0.0001075,0.061,0.61,-0.0097,0,0,1,0,0.61,0,0,0,0,0
6,1,4851.748658,1.67E-27,1251.7797,0.0001178,0.063,0.62,-0.0097,0,0,1,0,0.62,0,0,0,0,0
6,1,4852.009059,2.21E-27,1251.8071,0.0001037,0.063,0.62,-0.0097,0,0,1,0,0.62,0,0,0,0,0
6,1,4852.881919,8.13E-27,1252.002,0.0002296,0.063,0.62,-0.0097,0,0,1,0,0.62,0,0,0,0,0
6,1,4853.076519,2.21E-27,1252.0276,0.0001038,0.063,0.62,-0.0097,0,0,1,0,0.62,0,0,0,0,0
6,1,4853.20129,1.11E-26,1251.2915,0.0003555,0.063,0.62,-0.009706,0,0,1,0,0.62,0,0,0,0,0
6,1,4853.25241,6.56E-27,1251.3021,0.0003502,0.063,0.62,-0.009707,0,0,1,0,0.62,0,0,0,0,0
6,1,4853.28919,4.41E-27,1251.3079,0.0003532,0.063,0.62,-0.009707,0,0,1,0,0.62,0,0,0,0,0
6,1,4853.55786,6.48E-27,1828.889,0.007231,0.07,0.64,-0.0097,0,0,1,0,0.64,0,0,0,0,0
6,1,4853.812346,2.34E-27,1251.6466,0.00011,0.063,0.62,-0.0097,0,0,1,0,0.62,0,0,0,0,0
6,1,4854.71498,1.36E-26,1827.292,0.0151,0.07,0.64,-0.0097,0,0,1,0,0.64,0,0,0,0,0
6,1,4855.37641,7.85E-26,950.3853,0.0006762,0.065,0.63,-0.009711,0,0,1,0,0.63,0,0,0,0,0
6,1,4856.09592,4.07E-26,950.4874,0.0005848,0.065,0.63,-0.009712,0,0,1,0,0.63,0,0,0,0,0
6,1,4856.24614,1.02E-26,1827.292,0.01128,0.07,0.64,-0.0097,0,0,1,0,0.64,0,0,0,0,0
6,1,4856.2464,1.03E-26,950.337,0.0001479,0.065,0.63,-0.009712,0,0,1,0,0.63,0,0,0,0,0
6,1,4856.479,1.15E-26,1826.494,0.01265,0.07,0.64,-0.0097,0,0,1,0,0.64,0,0,0,0,0
6,1,4856.495,1.90E-26,1826.884,0.01259,0.07,0.64,-0.0097,0,0,1,0,0.64,0,0,0,0,0
6,1,4856.67448,3.50E-26,950.5051,0.0007546,0.065,0.63,-0.009713,0,0,1,0,0.63,0,0,0,0,0
6,1,4856.95214,3.48E-26,1826.338,0.03838,0.07,0.64,-0.0097,0,0,1,0,0.64,0,0,0,0,0
6,1,4857.06995,5.99E-26,1826.217,0.03962,0.07,0.64,-0.0097,0,0,1,0,0.64,0,0,0,0,0
6,1,4858.17706,1.99E-26,1828.889,0.02219,0.07,0.64,-0.0097,0,0,1,0,0.64,0,0,0,0,0
6,1,4858.40501,7.48E-27,1828.826,0.008358,0.07,0.64,-0.0097,0,0,1,0,0.64,0,0,0,0,0
6,1,4858.49678,1.16E-26,1828.826,0.01292,0.07,0.64,-0.0097,0,0,1,0,0.64,0,0,0,0,0
6,1,4858.60703,3.13E-27,1417.1294,0.0003508,0.061,0.61,-0.009717,0,0,1,0,0.61,0,0,0,0,0
6,1,4859.3167,3.14E-26,1250.8364,0.001677,0.063,0.62,-0.009719,0,0,1,0,0.62,0,0,0,0,0
6,1,4859.44992,3.23E-26,1250.8373,0.001725,0.063,0.62,-0.009719,0,0,1,0,0.62,0,0,0,0,0
6,1,4859.52538,3.05E-27,1417.12,0.0003419,0.061,0.61,-0.009719,0,0,1,0,0.61,0,0,0,0,0
6,1,4860.04997,9.31E-26,950.5224,0.00134,0.065,0.63,-0.00972,0,0,1,0,0.63,0,0,0,0,0
6,1,4860.225337,6.39E-27,1417.1292,0.0006344,0.061,0.61,-0.0097,0,0,1,0,0.61,0,0,0,0,0
6,1,4860.249993,5.82E-27,1417.1198,0.0005776,0.061,0.61,-0.0097,0,0,1,0,0.61,0,0,0,0,0
6,1,4860.26809,1.49E-27,950.305,2.14E-05,0.065,0.63,-0.009721,0,0,1,0,0.63,0,0,0,0,0
6,1,4861.938891,2.12E-27,1593.056,0.0002811,0.06,0.61,-0.0097,0,0,1,0,0.61,0,0,0,0,0
6,1,4861.959439,3.14E-27,1251.7797,0.000222,0.063,0.62,-0.0097,0,0,1,0,0.62,0,0,0,0,0
6,1,4861.96017,1.04E-27,1251.7799,8.38E-05,0.063,0.62,-0.009724,0,0,1,0,0.62,0,0,0,0,0
6,1,4862.087479,1.47E-27,1594.3831,0.0003278,0.06,0.61,-0.0097,0,0,1,0,0.61,0,0,0,0,0
6,1,4862.424809,4.66E-27,1251.8071,0.0002198,0.063,0.62,-0.0097,0,0,1,0,0.62,0,0,0,0,0
6,1,4862.473654,2.76E-27,1594.3447,0.0006133,0.06,0.61,-0.0097,0,0,1,0,0.61,0,0,0,0,0
6,1,4862.71242,1.28E-27,1594.3669,0.0004267,0.06,0.61,-0.0097,0,0,1,0,0.61,0,0,0,0,0
6,1,4862.77406,1.45E-27,1251.8073,7.79E-05,0.063,0.62,-0.009726,0,0,1,0,0.62,0,0,0,0,0
6,1,4863.31974,1.61E-27,950.4874,2.32E-05,0.065,0.63,-0.009727,0,0,1,0,0.63,0,0,0,0,0
6,1,4863.47016,2.42E-27,950.337,3.49E-05,0.065,0.63,-0.009727,0,0,1,0,0.63,0,0,0,0,0
6,1,4864.073208,1.58E-27,1593.5616,0.0003503,0.06,0.61,-0.0097,0,0,1,0,0.61,0,0,0,0,0
6,1,4864.1567,5.41E-26,950.1539,0.0004672,0.065,0.63,-0.009728,0,0,1,0,0.63,0,0,0,0,0
6,1,4864.201137,1.09E-26,1252.002,0.0003081,0.063,0.62,-0.0097,0,0,1,0,0.62,0,0,0,0,0
6,1,4864.43734,2.21E-26,950.5224,0.0003187,0.065,0.63,-0.009729,0,0,1,0,0.63,0,0,0,0,0
6,1,4864.65409,4.54E-27,950.305,6.54E-05,0.065,0.63,-0.009729,0,0,1,0,0.63,0,0,0,0,0
6,1,4864.82205,2.58E-26,950.1366,0.0003714,0.065,0.63,-0.00973,0,0,1,0,0.63,0,0,0,0,0
6,1,4865.28387,2.64E-26,950.5051,0.0005712,0.065,0.63,-0.009731,0,0,1,0,0.63,0,0,0,0,0
6,1,4865.31843,3.47E-27,1252.0021,0.0001121,0.063,0.62,-0.009731,0,0,1,0,0.62,0,0,0,0,0
6,1,4865.6592,2.60E-26,950.1295,0.0005616,0.065,0.63,-0.009731,0,0,1,0,0.63,0,0,0,0,0
6,1,4866.551531,6.42E-27,1252.0276,0.0003039,0.063,0.62,-0.0097,0,0,1,0,0.62,0,0,0,0,0
6,1,4866.93308,5.87E-27,950.5224,8.47E-05,0.065,0.63,-0.009734,0,0,1,0,0.63,0,0,0,0,0
6,1,4867.11812,1.96E-26,950.5051,0.0004244,0.065,0.63,-0.009734,0,0,1,0,0.63,0,0,0,0,0
6,1,4867.31861,5.56E-26,950.1366,0.0008012,0.065,0.63,-0.009735,0,0,1,0,0.63,0,0,0,0,0
6,1,4867.354509,2.57E-27,1594.3831,0.0005727,0.06,0.61,-0.0097,0,0,1,0,0.61,0,0,0,0,0
6,1,4867.371622,1.24E-27,1594.3669,0.0004135,0.06,0.61,-0.0097,0,0,1,0,0.61,0,0,0,0,0
6,1,4867.40412,7.53E-26,950.4874,0.001087,0.065,0.63,-0.009735,0,0,1,0,0.63,0,0,0,0,0
6,1,4867.49325,2.84E-26,950.1295,0.0006139,0.065,0.63,-0.009735,0,0,1,0,0.63,0,0,0,0,0
6,1,4867.54431,8.65E-26,950.1539,0.000748,0.065,0.63,-0.009735,0,0,1,0,0.63,0,0,0,0,0
6,1,4867.55654,5.76E-27,950.337,8.31E-05,0.065,0.63,-0.009735,0,0,1,0,0.63,0,0,0,0,0
6,1,4867.559533,6.77E-27,1252.0461,0.0003205,0.063,0.62,-0.0097,0,0,1,0,0.62,0,0,0,0,0
6,1,4867.711609,1.07E-27,1594.0259,0.0002385,0.06,0.61,-0.0097,0,0,1,0,0.61,0,0,0,0,0
6,1,4867.810415,3.12E-27,1593.9281,0.001043,0.06,0.61,-0.0097,0,0,1,0,0.61,0,0,0,0,0
6,1,4868.214509,3.18E-27,1593.5229,0.000707,0.06,0.61,-0.0097,0,0,1,0,0.61,0,0,0,0,0
6,1,4868.250759,6.40E-27,1594.0259,0.001425,0.06,0.61,-0.0097,0,0,1,0,0.61,0,0,0,0,0
6,1,4868.440357,1.07E-26,1252.0614,0.0003042,0.063,0.62,-0.0097,0,0,1,0,0.62,0,0,0,0,0
6,1,4868.467012,4.93E-27,1593.8783,0.001098,0.06,0.61,-0.0097,0,0,1,0,0.61,0,0,0,0,0
6,1,4868.698928,1.34E-26,1593.7844,0.001789,0.06,0.61,-0.0097,0,0,1,0,0.61,0,0,0,0,0
6,1,4868.783612,2.42E-27,1593.5616,0.0005368,0.06,0.61,-0.0097,0,0,1,0,0.61,0,0,0,0,0
