trans_id,molec_id,local_iso_id,nu,sw,a,elower,gp,gpp,global_upper_quanta,global_lower_quanta,local_upper_quanta,local_lower_quanta,gamma0_air,n_gamma0_air,delta0_air,n_delta0_air,SD_gamma_air,n_gamma2_air,SD_delta_air,n_delta2_air,nuVC_air,n_nuVC_air,eta_air,y_air,gamma0_self,n_gamma0_self,delta0_self,n_delta0_self,SD_gamma_self,n_gamma2_self,SD_delta_self,n_delta2_self,nuVC_self,n_nuVC_self,eta_self,y_self
6281126,7,2,13143.56097,1.66E-26,0.02096,75.8185,17,17,       b      0,       X      0,               , R  7Q  8     d,0.049,0.74,-0.0073,0,0.079751296,0.74,0,0,0,1,0,0,0.048,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0
6297219,7,1,13144.54,7.48E-24,0.01884,130.44,21,19,       b      0,       X      0,               , R  9R  9     d,0.05,0.83,-0.006686,1.50E-05,0.09,0.83,0,0,0,1,0,0.000568,0.05,0.82,-0.000238,5.30E-05,0.09,0.82,0,0,0,1,0,0.000568
6281128,7,3,13144.93577,2.92E-27,0.02005,127.3387,126,114,       b      0,       X      0,               , R  9R  9     d,0.048,0.73,-0.0062,0,0.084155255,0.73,0,0,0,1,0,0,0.047,0.73,0,0,0.09,0.73,0,0,0,1,0,0
6281129,7,3,13145.08089,3.44E-27,0.02288,100.208,114,114,       b      0,       X      0,               , R  8Q  9     d,0.0483,0.74,-0.0075,0,0.081038394,0.74,0,0,0,1,0,0,0.048,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0
6281130,7,2,13145.29917,1.43E-26,0.01846,123.9809,21,19,       b      0,       X      0,               , R  9R  9     d,0.048,0.73,-0.0062,0,0.082818654,0.73,0,0,0,1,0,0,0.047,0.73,0,0,0.09,0.73,0,0,0,1,0,0
6281131,7,2,13145.49432,1.68E-26,0.02103,97.524,19,19,       b      0,       X      0,               , R  8Q  9     d,0.0483,0.74,-0.0075,0,0.079751296,0.74,0,0,0,1,0,0,0.048,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0
6281132,7,1,13146.48618,9.89E-29,2.48E-07,128.492,21,17,       b      0,       X      0,               , R  9S  8     q,0.0491,0.74,-0.0073,0,0.082373371,0.74,0,0,0,1,0,0,0.049,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0
6297220,7,1,13146.58,8.65E-24,0.02158,128.4,21,21,       b      0,       X      0,               , R  9Q 10     d,0.05,0.84,-0.006876,1.40E-05,0.09,0.84,0,0,0,1,0,0.000378,0.05,0.81,-0.000138,5.60E-05,0.09,0.81,0,0,0,1,0,0.000378
6281134,7,3,13146.7269,2.83E-27,0.02035,155.2271,138,126,       b      0,       X      0,               , R 10R 10     d,0.0473,0.72,-0.0064,0,0.087272116,0.72,0,0,0,1,0,0,0.047,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0
6281135,7,3,13146.97497,3.37E-27,0.02293,125.2995,126,126,       b      0,       X      0,               , R  9Q 10     d,0.048,0.73,-0.0075,0,0.084155255,0.73,0,0,0,1,0,0,0.047,0.73,0,0,0.09,0.73,0,0,0,1,0,0
6281136,7,2,13147.04285,1.39E-26,0.01873,151.1207,23,21,       b      0,       X      0,               , R 10R 10     d,0.0473,0.72,-0.0064,0,0.085886011,0.72,0,0,0,1,0,0,0.047,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0
6281137,7,2,13147.33798,1.65E-26,0.02107,121.9421,21,21,       b      0,       X      0,               , R  9Q 10     d,0.048,0.73,-0.0075,0,0.082818654,0.73,0,0,0,1,0,0,0.047,0.73,0,0,0.09,0.73,0,0,0,1,0,0
6281138,7,1,13147.74429,6.09E-30,1.93E-08,2.0843,9,5,       b      0,       X      0,               , T  1S  2     q,0.0563,0.71,-0.0051,0,0.09187799,0.71,0,0,0,1,0,0,0.055,0.71,0,0,0.096666667,0.71,0,0,0,1,0,0
6297221,7,1,13148.14,6.81E-24,0.01934,190.77,25,23,       b      0,       X      0,               , R 11R 11     d,0.05,0.82,-0.007046,1.80E-05,0.09,0.82,0,0,0,1,0,0.00011,0.05,0.79,-0.000518,5.50E-05,0.09,0.79,0,0,0,1,0,0.00011
6281140,7,1,13148.39,4.03E-29,0.02116,2956.34,93,91,       b      0,       X      0,               , R 45R 45     d,0.02,0.63,-0.0105,5.00E-05,0.1,0.63,0,0,0,1,0,0,0.03,0.75,-0.01,3.00E-05,0.1,0.75,0,0,0,1,0,0
6281141,7,3,13148.42596,2.68E-27,0.02059,185.9002,150,138,       b      0,       X      0,               , R 11R 11     d,0.047,0.72,-0.00665,0,0.087272116,0.72,0,0,0,1,0,0,0.046,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0
6281142,7,2,13148.69702,1.32E-26,0.01895,180.9705,25,23,       b      0,       X      0,               , R 11R 11     d,0.047,0.72,-0.00665,0,0.085886011,0.72,0,0,0,1,0,0,0.046,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0
6281143,7,3,13148.77672,3.23E-27,0.02297,153.1773,138,138,       b      0,       X      0,               , R 10Q 11     d,0.0473,0.72,-0.00755,0,0.087272116,0.72,0,0,0,1,0,0,0.047,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0
6281144,7,2,13149.09189,1.58E-26,0.02111,149.0716,23,23,       b      0,       X      0,               , R 10Q 11     d,0.0473,0.72,-0.00755,0,0.085886011,0.72,0,0,0,1,0,0,0.047,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0
6281145,7,3,13150.0327,2.49E-27,0.0208,219.3566,162,150,       b      0,       X      0,               , R 12R 12     d,0.0463,0.7,-0.0069,0,0.093505839,0.7,0,0,0,1,0,0,0.046,0.7,0,0,0.1,0.7,0,0,0,1,0,0
6281146,7,1,13150.05691,9.09E-29,2.57E-07,188.8531,25,21,       b      0,       X      0,               , R 11S 10     q,0.0478,0.73,-0.0075,0,0.085541577,0.73,0,0,0,1,0,0,0.048,0.73,0,0,0.09,0.73,0,0,0,1,0,0
6297222,7,1,13150.2,7.70E-24,0.02165,188.71,25,25,       b      0,       X      0,               , R 11Q 12     d,0.05,0.83,-0.007216,1.90E-05,0.08,0.83,0,0,0,1,0,-5.70E-05,0.05,0.8,-0.000358,5.60E-05,0.08,0.8,0,0,0,1,0,-5.70E-05
6281148,7,2,13150.26145,1.23E-26,0.01914,213.5291,27,25,       b      0,       X      0,               , R 12R 12     d,0.0463,0.7,-0.0069,0,0.092020726,0.7,0,0,0,1,0,0,0.046,0.7,0,0,0.1,0.7,0,0,0,1,0,0
6281149,7,3,13150.48602,3.03E-27,0.02301,183.8401,150,150,       b      0,       X      0,               , R 11Q 12     d,0.047,0.72,-0.0074,0,0.087272116,0.72,0,0,0,1,0,0,0.046,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0
6281150,7,2,13150.75594,1.49E-26,0.02115,178.9115,25,25,       b      0,       X      0,               , R 11Q 12     d,0.047,0.72,-0.0074,0,0.085886011,0.72,0,0,0,1,0,0,0.046,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0
6281151,7,1,13150.76,4.20E-29,0.0218,2953.97,93,93,       b      0,       X      0,               , R 45Q 46     d,0.02,0.63,-0.01,5.00E-05,0.1,0.63,0,0,0,1,0,0,0.03,0.75,-0.01,3.00E-05,0.1,0.75,0,0,0,1,0,0
6297223,7,1,13151.35,5.68E-24,0.01971,262.58,29,27,       b      0,       X      0,               , R 13R 13     d,0.05,0.82,-0.007556,2.20E-05,0.09,0.82,0,0,0,1,0,-0.00035,0.05,0.79,-0.000888,5.50E-05,0.09,0.79,0,0,0,1,0,-0.00035
6281153,7,3,13151.54685,2.26E-27,0.02098,255.5952,174,162,       b      0,       X      0,               , R 13R 13     d,0.046,0.67,-0.0072,0,0.102856423,0.67,0,0,0,1,0,0,0.045,0.67,0,0,0.11,0.67,0,0,0,1,0,0
6281154,7,2,13151.73588,1.12E-26,0.01931,248.7954,29,27,       b      0,       X      0,               , R 13R 13     d,0.046,0.67,-0.0072,0,0.101222799,0.67,0,0,0,1,0,0,0.045,0.67,0,0,0.11,0.67,0,0,0,1,0,0
6281155,7,1,13151.74,1.31E-28,0.02115,2703.84,89,87,       b      0,       X      0,               , R 43R 43     d,0.02,0.63,-0.0105,5.00E-05,0.1,0.63,0,0,0,1,0,0,0.03,0.75,-0.01,3.00E-05,0.1,0.75,0,0,0,1,0,0
6281156,7,3,13152.10269,2.78E-27,0.02304,217.2866,162,162,       b      0,       X      0,               , R 12Q 13     d,0.0463,0.7,-0.0074,0,0.093505839,0.7,0,0,0,1,0,0,0.046,0.7,0,0,0.1,0.7,0,0,0,1,0,0
6281157,7,2,13152.32997,1.38E-26,0.02117,211.4606,27,27,       b      0,       X      0,               , R 12Q 13     d,0.0463,0.7,-0.0074,0,0.092020726,0.7,0,0,0,1,0,0,0.046,0.7,0,0,0.1,0.7,0,0,0,1,0,0
6281158,7,3,13152.96812,2.01E-27,0.02113,294.6144,186,174,       b      0,       X      0,               , R 14R 14     d,0.0453,0.66,-0.0072,0,0.105973284,0.66,0,0,0,1,0,0,0.045,0.66,0,0,0.113333333,0.66,0,0,0,1,0,0
6281159,7,2,13153.12004,1.01E-26,0.01946,286.7679,31,29,       b      0,       X      0,               , R 14R 14     d,0.0453,0.66,-0.0072,0,0.104290156,0.66,0,0,0,1,0,0,0.045,0.66,0,0,0.113333333,0.66,0,0,0,1,0,0
6281160,7,1,13153.24888,7.62E-29,2.64E-07,260.6824,29,25,       b      0,       X      0,               , R 13S 12     q,0.0468,0.72,-0.0074,0,0.088709784,0.72,0,0,0,1,0,0,0.047,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0
6297224,7,1,13153.43,6.31E-24,0.0217,260.5,29,29,       b      0,       X      0,               , R 13Q 14     d,0.05,0.81,-0.007536,2.10E-05,0.08,0.81,0,0,0,1,0,-0.00051,0.05,0.78,-0.000748,5.60E-05,0.08,0.78,0,0,0,1,0,-0.00051
6281162,7,3,13153.62655,2.51E-27,0.02307,253.5155,174,174,       b      0,       X      0,               , R 13Q 14     d,0.046,0.67,-0.0074,0,0.102856423,0.67,0,0,0,1,0,0,0.045,0.67,0,0,0.11,0.67,0,0,0,1,0,0
6281163,7,2,13153.81379,1.25E-26,0.02119,246.7175,29,29,       b      0,       X      0,               , R 13Q 14     d,0.046,0.67,-0.0074,0,0.101222799,0.67,0,0,0,1,0,0,0.045,0.67,0,0,0.11,0.67,0,0,0,1,0,0
6281164,7,1,13154.09,1.37E-28,0.0218,2701.49,89,89,       b      0,       X      0,               , R 43Q 44     d,0.02,0.63,-0.01,5.00E-05,0.1,0.63,0,0,0,1,0,0,0.03,0.75,-0.01,3.00E-05,0.1,0.75,0,0,0,1,0,0
6297225,7,1,13154.18,4.37E-24,0.01998,345.85,33,31,       b      0,       X      0,               , R 15R 15     d,0.04,0.8,-0.007977,2.50E-05,0.1,0.8,0,0,0,1,0,-0.00086,0.04,0.77,-0.001448,5.60E-05,0.1,0.77,0,0,0,1,0,-0.00086
6281166,7,3,13154.29624,1.76E-27,0.02127,336.4128,198,186,       b      0,       X      0,               , R 15R 15     d,0.0446,0.65,-0.0073,0,0.109090145,0.65,0,0,0,1,0,0,0.044,0.65,0,0,0.116666667,0.65,0,0,0,1,0,0
6281167,7,2,13154.41367,8.85E-27,0.01958,327.4452,33,31,       b      0,       X      0,               , R 15R 15     d,0.0446,0.65,-0.0073,0,0.107357514,0.65,0,0,0,1,0,0,0.044,0.65,0,0,0.116666667,0.65,0,0,0,1,0,0
6281168,7,1,13154.64,4.05E-28,0.02112,2462.41,85,83,       b      0,       X      0,               , R 41R 41     d,0.02,0.63,-0.0105,5.00E-05,0.1,0.63,0,0,0,1,0,0,0.03,0.75,-0.01,3.00E-05,0.1,0.75,0,0,0,1,0,0
6281169,7,3,13155.05735,2.22E-27,0.02308,292.5252,186,186,       b      0,       X      0,               , R 14Q 15     d,0.0453,0.66,-0.0074,0,0.105973284,0.66,0,0,0,1,0,0,0.045,0.66,0,0,0.113333333,0.66,0,0,0,1,0,0
6281170,7,2,13155.20717,1.11E-26,0.02123,284.6808,31,31,       b      0,       X      0,               , R 14Q 15     d,0.0453,0.66,-0.0074,0,0.104290156,0.66,0,0,0,1,0,0,0.045,0.66,0,0,0.113333333,0.66,0,0,0,1,0,0
6281171,7,3,13155.5309,1.51E-27,0.0214,380.9887,210,198,       b      0,       X      0,               , R 16R 16     d,0.0439,0.65,-0.0073,0,0.109090145,0.65,0,0,0,1,0,0,0.044,0.65,0,0,0.116666667,0.65,0,0,0,1,0,0
6281172,7,2,13155.61648,7.64E-27,0.01969,370.8258,35,33,       b      0,       X      0,               , R 16R 16     d,0.0439,0.65,-0.0073,0,0.107357514,0.65,0,0,0,1,0,0,0.044,0.65,0,0,0.116666667,0.65,0,0,0,1,0,0
6281173,7,1,13156.05888,5.88E-29,2.68E-07,343.9694,33,29,       b      0,       X      0,               , R 15S 14     q,0.0458,0.67,-0.0074,0,0.104550816,0.67,0,0,0,1,0,0,0.046,0.67,0,0,0.11,0.67,0,0,0,1,0,0
6297226,7,1,13156.28,4.80E-24,0.02173,343.75,33,33,       b      0,       X      0,               , R 15Q 16     d,0.04,0.81,-0.007967,2.40E-05,0.08,0.81,0,0,0,1,0,-0.00103,0.04,0.76,-0.000658,5.50E-05,0.08,0.76,0,0,0,1,0,-0.00103
6281175,7,3,13156.39485,1.93E-27,0.02311,334.3142,198,198,       b      0,       X      0,               , R 15Q 16     d,0.0446,0.65,-0.0074,0,0.109090145,0.65,0,0,0,1,0,0,0.044,0.65,0,0,0.116666667,0.65,0,0,0,1,0,0
6281176,7,2,13156.50987,9.70E-27,0.02125,325.349,33,33,       b      0,       X      0,               , R 15Q 16     d,0.0446,0.65,-0.0074,0,0.107357514,0.65,0,0,0,1,0,0,0.044,0.65,0,0,0.116666667,0.65,0,0,0,1,0,0
6297227,7,1,13156.62,3.12E-24,0.02019,440.56,37,35,       b      0,       X      0,               , R 17R 17     d,0.04,0.8,-0.008547,2.80E-05,0.1,0.8,0,0,0,1,0,-0.00143,0.04,0.76,-0.001828,5.40E-05,0.1,0.76,0,0,0,1,0,-0.00143
6281178,7,3,13156.67179,1.27E-27,0.0215,428.3404,222,210,       b      0,       X      0,               , R 17R 17     d,0.0433,0.65,-0.0075,0,0.109090145,0.65,0,0,0,1,0,0,0.043,0.65,0,0,0.116666667,0.65,0,0,0,1,0,0
6281179,7,2,13156.72817,6.49E-27,0.01979,416.908,37,35,       b      0,       X      0,               , R 17R 17     d,0.0433,0.65,-0.0075,0,0.107357514,0.65,0,0,0,1,0,0,0.043,0.65,0,0,0.116666667,0.65,0,0,0,1,0,0
6281180,7,1,13156.98,4.23E-28,0.02182,2460.08,85,85,       b      0,       X      0,               , R 41Q 42     d,0.02,0.63,-0.01,5.00E-05,0.1,0.63,0,0,0,1,0,0,0.03,0.75,-0.01,3.00E-05,0.1,0.75,0,0,0,1,0,0
6281181,7,1,13157.11,1.18E-27,0.02111,2232.08,81,79,       b      0,       X      0,               , R 39R 39     d,0.02,0.63,-0.0105,5.00E-05,0.1,0.63,0,0,0,1,0,0,0.03,0.75,-0.01,3.00E-05,0.1,0.75,0,0,0,1,0,0
6281182,7,3,13157.63875,1.65E-27,0.02312,378.8809,210,210,       b      0,       X      0,               , R 16Q 17     d,0.0439,0.65,-0.0075,0,0.109090145,0.65,0,0,0,1,0,0,0.044,0.65,0,0,0.116666667,0.65,0,0,0,1,0,0
6281183,7,3,13157.71857,1.06E-27,0.0216,478.466,234,222,       b      0,       X      0,               , R 18R 18     d,0.0426,0.64,-0.0074,0,0.112207006,0.64,0,0,0,1,0,0,0.042,0.64,0,0,0.12,0.64,0,0,0,1,0,0
6281184,7,2,13157.72164,8.33E-27,0.02126,368.7207,35,35,       b      0,       X      0,               , R 16Q 17     d,0.0439,0.65,-0.0075,0,0.107357514,0.65,0,0,0,1,0,0,0.044,0.65,0,0,0.116666667,0.65,0,0,0,1,0,0
6281185,7,2,13157.74843,5.42E-27,0.01988,465.69,39,37,       b      0,       X      0,               , R 18R 18     d,0.0426,0.64,-0.0074,0,0.110424871,0.64,0,0,0,1,0,0,0.042,0.64,0,0,0.12,0.64,0,0,0,1,0,0
6281186,7,1,13158.4839,4.21E-29,2.71E-07,438.701,37,33,       b      0,       X      0,               , R 17S 16     q,0.0447,0.65,-0.0074,0,0.11088723,0.65,0,0,0,1,0,0,0.044,0.65,0,0,0.116666667,0.65,0,0,0,1,0,0
6281187,7,3,13158.67091,8.63E-28,0.02168,531.3635,246,234,       b      0,       X      0,               , R 19R 19     d,0.0416,0.64,-0.0073,0,0.112207006,0.64,0,0,0,1,0,0,0.042,0.64,0,0,0.12,0.64,0,0,0,1,0,0
6281188,7,2,13158.67694,4.45E-27,0.01996,517.17,41,39,       b      0,       X      0,               , R 19R 19     d,0.0416,0.64,-0.0073,0,0.110424871,0.64,0,0,0,1,0,0,0.042,0.64,0,0,0.12,0.64,0,0,0,1,0,0
6297228,7,1,13158.68,2.08E-24,0.02037,546.7,41,39,       b      0,       X      0,               , R 19R 19     d,0.04,0.77,-0.0087411,3.30E-05,0.09,0.77,0,0,0,1,0,-0.00207,0.04,0.73,-0.0015513,6.50E-05,0.09,0.73,0,0,0,1,0,-0.00207
6297229,7,1,13158.74,3.40E-24,0.02176,438.44,37,37,       b      0,       X      0,               , R 17Q 18     d,0.04,0.82,-0.008568,2.90E-05,0.1,0.82,0,0,0,1,0,-0.00164,0.04,0.74,-0.0015411,5.10E-05,0.1,0.74,0,0,0,1,0,-0.00164
6281191,7,3,13158.78878,1.39E-27,0.02314,426.2234,222,222,       b      0,       X      0,               , R 17Q 18     d,0.0433,0.65,-0.0078,0,0.109090145,0.65,0,0,0,1,0,0,0.043,0.65,0,0,0.116666667,0.65,0,0,0,1,0,0
6281192,7,2,13158.84219,7.05E-27,0.02128,414.794,37,37,       b      0,       X      0,               , R 17Q 18     d,0.0433,0.65,-0.0078,0,0.107357514,0.65,0,0,0,1,0,0,0.043,0.65,0,0,0.116666667,0.65,0,0,0,1,0,0
6281193,7,1,13159.14,3.25E-27,0.02107,2012.89,77,75,       b      0,       X      0,               , R 37R 37     d,0.02,0.63,-0.0105,5.00E-05,0.1,0.63,0,0,0,1,0,0,0.03,0.75,-0.01,3.00E-05,0.1,0.75,0,0,0,1,0,0
6281194,7,1,13159.42,1.24E-27,0.02182,2229.76,81,81,       b      0,       X      0,               , R 39Q 40     d,0.02,0.63,-0.01,5.00E-05,0.1,0.63,0,0,0,1,0,0,0.03,0.75,-0.01,3.00E-05,0.1,0.75,0,0,0,1,0,0
6281195,7,2,13159.51336,3.60E-27,0.02003,571.346,43,41,       b      0,       X      0,               , R 20R 20     d,0.0409,0.63,-0.0073,0,0.113492229,0.63,0,0,0,1,0,0,0.041,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0
6281196,7,3,13159.52846,6.93E-28,0.02176,587.0309,258,246,       b      0,       X      0,               , R 20R 20     d,0.0409,0.63,-0.0073,0,0.115323868,0.63,0,0,0,1,0,0,0.041,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0
6281197,7,3,13159.84462,1.14E-27,0.02314,476.34,234,234,       b      0,       X      0,               , R 18Q 19     d,0.0426,0.64,-0.0083,0,0.112207006,0.64,0,0,0,1,0,0,0.042,0.64,0,0,0.12,0.64,0,0,0,1,0,0
6281198,7,2,13159.87123,5.86E-27,0.02129,463.5672,39,39,       b      0,       X      0,               , R 18Q 19     d,0.0426,0.64,-0.0083,0,0.110424871,0.64,0,0,0,1,0,0,0.042,0.64,0,0,0.12,0.64,0,0,0,1,0,0
6281199,7,2,13160.25736,2.87E-27,0.02009,628.216,45,43,       b      0,       X      0,               , R 21R 21     d,0.0399,0.63,-0.0083,0,0.113492229,0.63,0,0,0,1,0,0,0.04,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0
6281200,7,3,13160.29085,5.47E-28,0.02183,645.466,270,258,       b      0,       X      0,               , R 21R 21     d,0.0399,0.63,-0.0083,0,0.115323868,0.63,0,0,0,1,0,0,0.04,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0
6297230,7,1,13160.34,1.30E-24,0.02051,664.26,45,43,       b      0,       X      0,               , R 21R 21     d,0.04,0.74,-0.0095512,2.50E-05,0.13,0.74,0,0,0,1,0,-0.00218,0.03,0.75,-0.01,3.00E-05,0.1,0.75,0,0,0,1,0,-0.00218
6281202,7,1,13160.52096,2.82E-29,2.75E-07,544.8622,41,37,       b      0,       X      0,               , R 19S 18     q,0.0434,0.65,-0.0078,0,0.11088723,0.65,0,0,0,1,0,0,0.04,0.77,-0.003061,5.30E-05,0.13,0.77,0,0,0,1,0,0
6281203,7,3,13160.7381,4.19E-30,0.02238,1752.6762,438,426,       b      0,       X      0,               , R 35R 35     d,0.0266,0.63,-0.0105,0,0.115323868,0.63,0,0,0,1,0,0,0.03,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0
6297231,7,1,13160.74,8.46E-27,0.02103,1804.87,73,71,       b      0,       X      0,               , R 35R 35     d,0.03,0.63,-0.0105,5.00E-05,0.1,0.63,0,0,0,1,0,-0.15059,0.03,0.75,-0.01,3.00E-05,0.1,0.75,0,0,0,1,0,-0.15059
6281205,7,2,13160.74642,2.53E-29,0.02062,1705.8516,73,71,       b      0,       X      0,               , R 35R 35     d,0.0266,0.63,-0.0105,0,0.113492229,0.63,0,0,0,1,0,0,0.03,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0
6281206,7,3,13160.80595,9.31E-28,0.02316,529.2285,246,246,       b      0,       X      0,               , R 19Q 20     d,0.0416,0.64,-0.0085,0,0.112207006,0.64,0,0,0,1,0,0,0.042,0.64,0,0,0.12,0.64,0,0,0,1,0,0
6281207,7,2,13160.80845,4.80E-27,0.0213,515.0385,41,41,       b      0,       X      0,               , R 19Q 20     d,0.0416,0.64,-0.0085,0,0.110424871,0.64,0,0,0,1,0,0,0.042,0.64,0,0,0.12,0.64,0,0,0,1,0,0
6297232,7,1,13160.82,2.25E-24,0.02178,544.57,41,41,       b      0,       X      0,               , R 19Q 20     d,0.04,0.77,-0.009099,2.90E-05,0.1,0.77,0,0,0,1,0,-0.0024,0.04,0.76,-0.002319,5.30E-05,0.1,0.76,0,0,0,1,0,-0.0024
6281209,7,2,13160.90857,2.25E-27,0.02015,687.7777,47,45,       b      0,       X      0,               , R 22R 22     d,0.0389,0.63,-0.0087,0,0.113492229,0.63,0,0,0,1,0,0,0.04,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0
6281210,7,3,13160.9577,4.26E-28,0.02189,706.6664,282,270,       b      0,       X      0,               , R 22R 22     d,0.0389,0.63,-0.0087,0,0.115323868,0.63,0,0,0,1,0,0,0.04,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0
6281211,7,2,13161.33944,3.89E-29,0.02059,1611.5421,71,69,       b      0,       X      0,               , R 34R 34     d,0.0272,0.63,-0.0102,0,0.113492229,0.63,0,0,0,1,0,0,0.031,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0
6281212,7,3,13161.3534,6.51E-30,0.02236,1655.7848,426,414,       b      0,       X      0,               , R 34R 34     d,0.0272,0.63,-0.0102,0,0.115323868,0.63,0,0,0,1,0,0,0.031,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0
6281213,7,1,13161.44,3.41E-27,0.02182,2010.59,77,77,       b      0,       X      0,               , R 37Q 38     d,0.02,0.63,-0.01,5.00E-05,0.1,0.63,0,0,0,1,0,0,0.03,0.75,-0.01,3.00E-05,0.1,0.75,0,0,0,1,0,0
6281214,7,2,13161.46663,1.74E-27,0.0202,750.0289,49,47,       b      0,       X      0,               , R 23R 23     d,0.0375,0.63,-0.0091,0,0.113492229,0.63,0,0,0,1,0,0,0.039,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0
6281215,7,3,13161.52863,3.26E-28,0.02195,770.6298,294,282,       b      0,       X      0,               , R 23R 23     d,0.0375,0.63,-0.0091,0,0.115323868,0.63,0,0,0,1,0,0,0.039,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0
6297233,7,1,13161.61,7.60E-25,0.02062,793.21,49,47,       b      0,       X      0,               , R 23R 23     d,0.04,0.79,-0.0100917,3.60E-05,0.13,0.79,0,0,0,1,0,-0.00295,0.04,0.75,-0.0035314,5.50E-05,0.13,0.75,0,0,0,1,0,-0.00295
6281217,7,2,13161.65353,3.87E-27,0.02131,569.2059,43,43,       b      0,       X      0,               , R 20Q 21     d,0.0409,0.63,-0.0089,0,0.113492229,0.63,0,0,0,1,0,0,0.041,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0
6281218,7,3,13161.67242,7.45E-28,0.02317,584.887,258,258,       b      0,       X      0,               , R 20Q 21     d,0.0409,0.63,-0.0089,0,0.115323868,0.63,0,0,0,1,0,0,0.041,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0
6281219,7,2,13161.83391,5.90E-29,0.02057,1519.8867,69,67,       b      0,       X      0,               , R 33R 33     d,0.0278,0.63,-0.0101,0,0.113492229,0.63,0,0,0,1,0,0,0.032,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0
6281220,7,3,13161.86708,9.99E-30,0.02234,1561.619,414,402,       b      0,       X      0,               , R 33R 33     d,0.0278,0.63,-0.0101,0,0.115323868,0.63,0,0,0,1,0,0,0.032,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0
6297234,7,1,13161.92,2.08E-26,0.02099,1608.07,69,67,       b      0,       X      0,               , R 33R 33     d,0.03,0.63,-0.00741,5.00E-05,0.1,0.63,0,0,0,1,0,-0.06827,0.03,0.75,-0.00647,3.00E-05,0.1,0.75,0,0,0,1,0,-0.06827
6281222,7,2,13161.93116,1.32E-27,0.02025,814.9672,51,49,       b      0,       X      0,               , R 24R 24     d,0.0365,0.63,-0.0092,0,0.113492229,0.63,0,0,0,1,0,0,0.038,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0
6281223,7,3,13162.00323,2.46E-28,0.02201,837.3536,306,294,       b      0,       X      0,               , R 24R 24     d,0.0365,0.63,-0.0092,0,0.115323868,0.63,0,0,0,1,0,0,0.038,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0
6281224,7,1,13162.16695,1.76E-29,2.77E-07,662.4359,45,41,       b      0,       X      0,               , R 21S 20     q,0.0417,0.64,-0.0085,0,0.114055436,0.64,0,0,0,1,0,0,0.042,0.64,0,0,0.12,0.64,0,0,0,1,0,0
6281225,7,2,13162.23036,8.82E-29,0.02054,1430.8889,67,65,       b      0,       X      0,               , R 32R 32     d,0.0286,0.63,-0.01,0,0.113492229,0.63,0,0,0,1,0,0,0.032,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0
6281226,7,3,13162.27968,1.51E-29,0.02232,1470.1824,402,390,       b      0,       X      0,               , R 32R 32     d,0.0286,0.63,-0.01,0,0.115323868,0.63,0,0,0,1,0,0,0.032,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0
6281227,7,2,13162.30175,9.91E-28,0.0203,882.5901,53,51,       b      0,       X      0,               , R 25R 25     d,0.0355,0.63,-0.0093,0,0.113492229,0.63,0,0,0,1,0,0,0.037,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0
6281228,7,3,13162.38109,1.83E-28,0.02206,906.8353,318,306,       b      0,       X      0,               , R 25R 25     d,0.0355,0.63,-0.0093,0,0.115323868,0.63,0,0,0,1,0,0,0.037,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0
6281229,7,2,13162.40614,3.07E-27,0.02132,626.0672,45,45,       b      0,       X      0,               , R 21Q 22     d,0.0399,0.63,-0.0089,0,0.113492229,0.63,0,0,0,1,0,0,0.04,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0
