trans_id,molec_id,local_iso_id,nu,sw,a,elower,gp,gpp,elower,global_upper_quanta,global_lower_quanta,local_upper_quanta,local_lower_quanta,gamma0_air,n_gamma0_air,delta0_air,n_delta0_air,SD_gamma_air,n_gamma2_air,SD_delta_air,n_delta2_air,nuVC_air,n_nuVC_air,eta_air,y_air,gamma0_self,n_gamma0_self,delta0_self,n_delta0_self,SD_gamma_self,n_gamma2_self,SD_delta_self,n_delta2_self,nuVC_self,n_nuVC_self,eta_self,y_self
6281194,7,1,13159.44,1.23E-27,0.02172,2229.77787,81,81,2229.7649,       b      0,       X      0,               ,R39Q40,0.024639033,0.63,-0.010207117,0,0.117223643,0.63,0,0,0.017203385,1,0,0,0.028661043,0.63,-0.010207117,0,0.123349894,0.63,0,0,0.007739833,1,0,0
6297230,7,1,13160.34,1.29E-24,0.02042,664.25967,45,43,664.2595,       b      0,       X      0,               ,R21R21,0.039882111,0.63,-0.008686189,0,0.117223643,0.63,0,0,0.016831603,1,0,0,0.040220095,0.63,-0.008686189,0,0.123349894,0.63,0,0,0.008314406,1,0,0
6281202,7,1,13160.52096,2.82E-29,0.000000275,544.8622,41,37,544.8622,       b      0,       X      0,               , R 19S 18     q,0.0434,0.65,-0.0078,0,0.11088723,0.65,0,0,0,1,0,0,0.043,0.65,0,0,0.116682332,0.65,0,0,0,1,0,0
6297231,7,1,13160.74,8.4E-27,0.02094,1804.88101,73,71,1804.8745,       b      0,       X      0,               ,R35R35,0.026565542,0.63,-0.009936729,0,0.117223643,0.63,0,0,0.017980748,1,0,0,0.030418559,0.63,-0.009936729,0,0.123349894,0.63,0,0,0.008314406,1,0,0
6297232,7,1,13160.82,2.24E-24,0.02168,544.56517,41,41,544.5651,       b      0,       X      0,               ,R19Q20,0.041572031,0.64,-0.0084496,0,0.114055436,0.64,0,0,0.016223232,1,0,0,0.041572031,0.64,-0.0084496,0,0.120016113,0.64,0,0,0.008787584,1,0,0
6281213,7,1,13161.44,3.38E-27,0.02173,2010.60039,77,77,2010.5911,       b      0,       X      0,               ,R37Q38,0.025517791,0.63,-0.010071923,0,0.117223643,0.63,0,0,0.017135788,1,0,0,0.029472204,0.63,-0.010071923,0,0.123349894,0.63,0,0,0.008787584,1,0,0
6297233,7,1,13161.61,7.56E-25,0.02053,793.20908,49,47,793.2087,       b      0,       X      0,               ,R23R23,0.037516223,0.63,-0.008888979,0,0.117223643,0.63,0,0,0.017034393,1,0,0,0.038868159,0.63,-0.008888979,0,0.123349894,0.63,0,0,0.009193165,1,0,0
6297234,7,1,13161.92,2.06E-26,0.02089,1608.07059,69,67,1608.0661,       b      0,       X      0,               ,R33R33,0.027849881,0.63,-0.009767737,0,0.117223643,0.63,0,0,0.017879353,1,0,0,0.031500108,0.63,-0.009767737,0,0.123349894,0.63,0,0,0.009193165,1,0,0
6281224,7,1,13162.16695,1.76E-29,0.000000277,662.4359,45,41,662.4359,       b      0,       X      0,               , R 21S 20     q,0.0417,0.64,-0.0085,0,0.114055436,0.64,0,0,0,1,0,0,0.042,0.64,0,0,0.120016113,0.64,0,0,0,1,0,0
6297235,7,1,13162.49,4.15E-25,0.02063,933.53157,53,51,933.5309,       b      0,       X      0,               ,R25R25,0.035488319,0.63,-0.009091769,0,0.117223643,0.63,0,0,0.017203385,1,0,0,0.037178239,0.63,-0.009091769,0,0.123349894,0.63,0,0,0.009531149,1,0,0
6297236,7,1,13162.5,1.39E-24,0.0217,662.10222,45,45,662.102,       b      0,       X      0,               ,R21Q22,0.039882111,0.63,-0.008686189,0,0.117223643,0.63,0,0,0.016324627,1,0,0,0.040220095,0.63,-0.008686189,0,0.123349894,0.63,0,0,0.009531149,1,0,0
6297237,7,1,13162.68,4.78E-26,0.02084,1422.50128,65,63,1422.4983,       b      0,       X      0,               ,R31R31,0.029404607,0.63,-0.009598745,0,0.117223643,0.63,0,0,0.01774416,1,0,0,0.032750649,0.63,-0.009598745,0,0.123349894,0.63,0,0,0.009835334,1,0,0
6297238,7,1,13162.96,2.15E-25,0.02071,1085.20445,57,55,1085.2033,       b      0,       X      0,               ,R27R27,0.033223827,0.63,-0.009260761,0,0.117223643,0.63,0,0,0.017406176,1,0,0,0.035488319,0.63,-0.009260761,0,0.123349894,0.63,0,0,0.009835334,1,0,0
6297239,7,1,13163.02,1.04E-25,0.02078,1248.20315,61,59,1248.2013,       b      0,       X      0,               ,R29R29,0.031195923,0.63,-0.009429753,0,0.117223643,0.63,0,0,0.017575168,1,0,0,0.034136383,0.63,-0.009429753,0,0.123349894,0.63,0,0,0.010105721,1,0,0
6281250,7,1,13163.03,8.82E-27,0.02173,1802.5984,73,73,1802.5919,       b      0,       X      0,               ,R35Q36,0.026565542,0.63,-0.009936729,0,0.117223643,0.63,0,0,0.017068192,1,0,0,0.030418559,0.63,-0.009936729,0,0.123349894,0.63,0,0,0.01034231,1,0,0
6281253,7,1,13163.4186,1.03E-29,2.79E-07,791.4031,49,45,791.4031,       b      0,       X      0,               , R 23S 22     q,3.98E-02,0.63,-0.0089,0,0.117223643,0.63,0,0,0,1,0,0,0.041,0.63,0,0,0.123349894,0.63,0,0,0,1,0,0
6297240,7,1,13163.79,8.08E-25,0.02171,791.03344,49,49,791.0331,       b      0,       X      0,               ,R23Q24,0.037516223,0.63,-0.008888979,0,0.117223643,0.63,0,0,0.01645982,1,0,0,0.038868159,0.63,-0.008888979,0,0.123349894,0.63,0,0,0.010105721,1,0,0
6281259,7,1,13164.04114,1.4E-29,0.000000033,16.3876,13,9,16.3876,       b      0,       X      0,               , T  3S  4     q,0.053,0.72,-0.00645,0,0.088709784,0.72,0,0,0,1,0,0,0.053,0.72,0,0,0.093345865,0.72,0,0,0,1,0,0
6297241,7,1,13164.18,2.17E-26,0.02173,1605.80566,69,69,1605.8012,       b      0,       X      0,               ,R33Q34,0.027849881,0.63,-0.009767737,0,0.117223643,0.63,0,0,0.017000595,1,0,0,0.031500108,0.63,-0.009767737,0,0.123349894,0.63,0,0,0.010578899,1,0,0
6281265,7,1,13164.27249,5.68E-30,0.000000281,931.7431,53,49,931.7431,       b      0,       X      0,               , R 25S 24     q,0.0376,0.63,-0.0089,0,0.117223643,0.63,0,0,0,1,0,0,0.039,0.63,0,0,0.123349894,0.63,0,0,0,1,0,0
6297242,7,1,13164.68,4.42E-25,0.02172,931.3379,53,53,931.3372,       b      0,       X      0,               ,R25Q26,0.035488319,0.63,-0.009091769,0,0.117223643,0.63,0,0,0.016595014,1,0,0,0.037178239,0.63,-0.009091769,0,0.123349894,0.63,0,0,0.01034231,1,0,0
6281271,7,1,13164.74995,1.37E-28,0.02134,1342.29409,57,53,1083.4332,       b      0,       X      0,               ,R31Q32,0.029404607,0.63,-0.009598745,0,0.117223643,0.63,0,0,0.015919046,1,0,0,0.032750649,0.63,-0.009598745,0,0.123349894,0.63,0,0,0.010409907,1,0,0
6281274,7,1,13164.77221,1.42E-30,2.82E-07,1246.4486,61,57,1246.4486,       b      0,       X      0,               , R 29S 28     q,3.32E-02,0.63,-0.0091,0,0.117223643,0.63,0,0,0,1,0,0,0.036,0.63,0,0,0.123349894,0.63,0,0,0,1,0,0
6297243,7,1,13164.92,5.04E-26,0.02173,1420.25407,65,65,1420.2511,       b      0,       X      0,               ,R31Q32,0.029404607,0.63,-0.009598745,0,0.117223643,0.63,0,0,0.016932998,1,0,0,0.032750649,0.63,-0.009598745,0,0.123349894,0.63,0,0,0.010781689,1,0,0
6297244,7,1,13165.17,2.27E-25,0.02172,1082.99285,57,57,1082.9917,       b      0,       X      0,               ,R27Q28,0.033223827,0.63,-0.009260761,0,0.117223643,0.63,0,0,0.016696409,1,0,0,0.035488319,0.63,-0.009260761,0,0.123349894,0.63,0,0,0.010578899,1,0,0
6297245,7,1,13165.25,1.1E-25,0.02173,1245.97372,61,61,1245.9718,       b      0,       X      0,               ,R29Q30,0.031195923,0.63,-0.009429753,0,0.117223643,0.63,0,0,0.016831603,1,0,0,0.034136383,0.63,-0.009429753,0,0.123349894,0.63,0,0,0.01098448,1,0,0
6281288,7,1,13179.92389,1.98E-29,4.06E-08,42.224,17,13,42.224,       b      0,       X      0,               , T  5S  6     q,5.07E-02,0.73,-0.0071,0,0.085541577,0.73,0,0,0,1,0,0,0.051,0.73,0,0,0.090012085,0.73,0,0,0,1,0,0
6281289,7,1,13195.41359,2.27E-29,4.53E-08,79.5646,21,17,79.5646,       b      0,       X      0,               , T  7S  8     q,4.91E-02,0.74,-0.0073,0,0.082373371,0.74,0,0,0,1,0,0,0.049,0.74,0,0,0.086678304,0.74,0,0,0,1,0,0
6281290,7,1,13210.51224,2.28E-29,4.85E-08,128.3977,25,21,128.3977,       b      0,       X      0,               , T  9S 10     q,4.78E-02,0.73,-0.0075,0,0.085541577,0.73,0,0,0,1,0,0,0.048,0.73,0,0,0.090012085,0.73,0,0,0,1,0,0
6281291,7,1,13225.21793,2.07E-29,5.10E-08,188.7134,29,25,188.7134,       b      0,       X      0,               , T 11S 12     q,4.68E-02,0.72,-0.0074,0,0.088709784,0.72,0,0,0,1,0,0,0.047,0.72,0,0,0.093345865,0.72,0,0,0,1,0,0
6281292,7,1,13239.52742,1.72E-29,5.29E-08,260.5009,33,29,260.5009,       b      0,       X      0,               , T 13S 14     q,4.58E-02,0.67,-0.0074,0,0.104550816,0.67,0,0,0,1,0,0,0.046,0.67,0,0,0.11001477,0.67,0,0,0,1,0,0
6281293,7,1,13253.43681,1.32E-29,5.44E-08,343.7481,37,33,343.7481,       b      0,       X      0,               , T 15S 16     q,4.47E-02,0.65,-0.0074,0,0.11088723,0.65,0,0,0,1,0,0,0.044,0.65,0,0,0.116682332,0.65,0,0,0,1,0,0
6281294,7,1,13266.94179,9.46E-30,5.59E-08,438.4413,41,37,438.4413,       b      0,       X      0,               , T 17S 18     q,4.34E-02,0.65,-0.0078,0,0.11088723,0.65,0,0,0,1,0,0,0.043,0.65,0,0,0.116682332,0.65,0,0,0,1,0,0
6281295,7,1,13280.03772,6.32E-30,5.71E-08,544.5651,45,41,544.5651,       b      0,       X      0,               , T 19S 20     q,4.17E-02,0.64,-0.0085,0,0.114055436,0.64,0,0,0,1,0,0,0.042,0.64,0,0,0.120016113,0.64,0,0,0,1,0,0
6281296,7,1,13292.71969,3.95E-30,5.81E-08,662.102,49,45,662.102,       b      0,       X      0,               , T 21S 22     q,3.98E-02,0.63,-0.0089,0,0.117223643,0.63,0,0,0,1,0,0,0.041,0.63,0,0,0.123349894,0.63,0,0,0,1,0,0
6281297,7,1,13304.98256,2.31E-30,5.89E-08,791.0331,53,49,791.0331,       b      0,       X      0,               , T 23S 24     q,3.76E-02,0.63,-0.0089,0,0.117223643,0.63,0,0,0,1,0,0,0.039,0.63,0,0,0.123349894,0.63,0,0,0,1,0,0
6281298,7,1,13316.82093,1.27E-30,5.97E-08,931.3372,57,53,931.3372,       b      0,       X      0,               , T 25S 26     q,3.54E-02,0.63,-0.0091,0,0.117223643,0.63,0,0,0,1,0,0,0.037,0.63,0,0,0.123349894,0.63,0,0,0,1,0,0
,7,2,12941.36153,1.49E-30,0.02142,2325.4314,,,,,,,P41Q40,0.024639033,0.74,-0.010207117,0,0.079751296,0.74,0,0,0.020042451,1,0,0,0.028661043,0.74,-0.010207117,0,0.084045813,0.74,0,0,0.010781689,1,0,0
,7,2,12945.9534,2.54E-30,0.02213,2216.96355,,,,,,,P40P40,0.025044614,0.74,-0.01013952,0,0.079751296,0.74,0,0,0.021428185,1,0,0,0.029032825,0.74,-0.01013952,0,0.084045813,0.74,0,0,0.011153472,1,0,0
,7,2,12947.62901,2.48E-30,0.02143,2215.28795,,,,,,,P40Q39,0.025044614,0.73,-0.01013952,0,0.082818654,0.73,0,0,0.019907257,1,0,0,0.029032825,0.73,-0.01013952,0,0.087278344,0.73,0,0,0.01098448,1,0,0
,7,2,12952.12013,4.17E-30,0.02216,2109.45667,,,,,,,P39P39,0.025517791,0.73,-0.010071923,0,0.082818654,0.73,0,0,0.021225395,1,0,0,0.029472204,0.73,-0.010071923,0,0.087278344,0.73,0,0,0.011322464,1,0,0
,7,2,12953.80376,4.07E-30,0.02144,2107.77304,,,,,,,P39Q38,0.025517791,0.63,-0.010071923,0,0.113492229,0.63,0,0,0.019738265,1,0,0,0.029472204,0.63,-0.010071923,0,0.119603657,0.63,0,0,0.011153472,1,0,0
,7,2,12958.1945,6.77E-30,0.02219,2004.5827,,,,,,,P38P38,0.026024767,0.72,-0.010004326,0,0.085886011,0.72,0,0,0.021022604,1,0,0,0.029911583,0.72,-0.010004326,0,0.090510875,0.72,0,0,0.011525254,1,0,0
,7,2,12959.88616,6.6E-30,0.02145,2002.89103,,,,,,,P38Q37,0.026024767,0.72,-0.010004326,0,0.085886011,0.72,0,0,0.019569273,1,0,0,0.029911583,0.72,-0.010004326,0,0.090510875,0.72,0,0,0.011322464,1,0,0
,7,2,12964.17689,1.08E-29,0.02222,1902.34587,,,,,,,P37P37,0.026565542,0.71,-0.009936729,0,0.088953369,0.71,0,0,0.020786016,1,0,0,0.030418559,0.71,-0.009936729,0,0.093743407,0.71,0,0,0.011728045,1,0,0
,7,2,12965.8766,1.06E-29,0.02146,1900.64616,,,,,,,P37Q36,0.026565542,0.63,-0.009936729,0,0.113492229,0.63,0,0,0.019366483,1,0,0,0.030418559,0.63,-0.009936729,0,0.119603657,0.63,0,0,0.011525254,1,0,0
,7,2,12970.06764,1.71E-29,0.02225,1802.75031,,,,,,,P36P36,0.027173913,0.63,-0.009835334,0,0.113492229,0.63,0,0,0.020549427,1,0,0,0.030925535,0.63,-0.009835334,0,0.119603657,0.63,0,0,0.011897037,1,0,0
,7,2,12971.77541,1.67E-29,0.02147,1801.04253,,,,,,,P36Q35,0.027173913,0.63,-0.009835334,0,0.113492229,0.63,0,0,0.019129894,1,0,0,0.030925535,0.63,-0.009835334,0,0.119603657,0.63,0,0,0.017541369,1,0,0
6280863,7,2,12975.86711,2.67E-29,0.02228,1705.8,69,71,1705.8516,       b      0,       X      0,               ,P35P35,0.027849881,0.63,-0.009767737,0,0.113492229,0.63,0,0,0.02027904,1,0,0,0.031500108,0.63,-0.009767737,0,0.119603657,0.63,0,0,0.011728045,1,0,0
6280867,7,2,12977.58296,2.59E-29,0.02148,1704.08415,69,69,1704.1358,       b      0,       X      0,               ,P35Q34,0.027849881,0.63,-0.009767737,0,0.113492229,0.63,0,0,0.018893305,1,0,0,0.031500108,0.63,-0.009767737,0,0.119603657,0.63,0,0,0.012133625,1,0,0
6280871,7,2,12981.57561,4.1E-29,0.02232,1611.49884,67,69,1611.5421,       b      0,       X      0,               ,P34P34,0.028593446,0.63,-0.009700141,0,0.113492229,0.63,0,0,0.019974854,1,0,0,0.032108479,0.63,-0.009700141,0,0.119603657,0.63,0,0,0.017406176,1,0,0
6280874,7,2,12983.29955,3.98E-29,0.02149,1609.7749,67,67,1609.8182,       b      0,       X      0,               ,P34Q33,0.028593446,0.63,-0.009700141,0,0.113492229,0.63,0,0,0.018656716,1,0,0,0.032108479,0.63,-0.009700141,0,0.119603657,0.63,0,0,0.011897037,1,0,0
6280878,7,2,12987.19345,6.21E-29,0.02236,1519.85059,65,67,1519.8867,       b      0,       X      0,               ,P33P33,0.029404607,0.63,-0.009598745,0,0.113492229,0.63,0,0,0.01963687,1,0,0,0.032750649,0.63,-0.009598745,0,0.119603657,0.63,0,0,0.012336416,1,0,0
6280882,7,2,12988.9255,6.02E-29,0.02151,1518.11854,65,65,1518.1547,       b      0,       X      0,               ,P33Q32,0.029404607,0.63,-0.009598745,0,0.113492229,0.63,0,0,0.018386329,1,0,0,0.032750649,0.63,-0.009598745,0,0.119603657,0.63,0,0,0.017270982,1,0,0
6280887,7,2,12992.72094,9.29E-29,0.0224,1430.8589,63,65,1430.8889,       b      0,       X      0,               ,P32P32,0.030283366,0.63,-0.009531149,0,0.113492229,0.63,0,0,0.019298886,1,0,0,0.033426617,0.63,-0.009531149,0,0.119603657,0.63,0,0,0.017541369,1,0,0
6280890,7,2,12994.46112,9E-29,0.02152,1429.11872,63,63,1429.1487,       b      0,       X      0,               ,P32Q31,0.030283366,0.63,-0.009531149,0,0.113492229,0.63,0,0,0.018082144,1,0,0,0.033426617,0.63,-0.009531149,0,0.119603657,0.63,0,0,0.012573005,1,0,0
6280895,7,2,12998.15836,1.37E-28,0.02243,1344.5273,61,63,1344.552,       b      0,       X      0,               ,P31P31,0.031195923,0.63,-0.009429753,0,0.113492229,0.63,0,0,0.018927104,1,0,0,0.034136383,0.63,-0.009429753,0,0.119603657,0.63,0,0,0.012133625,1,0,0
6280898,7,2,12999.90668,1.33E-28,0.02153,1342.77898,61,61,1342.8037,       b      0,       X      0,               ,P31Q30,0.031195923,0.63,-0.009429753,0,0.113492229,0.63,0,0,0.01774416,1,0,0,0.034136383,0.63,-0.009429753,0,0.119603657,0.63,0,0,0.017135788,1,0,0
6280906,7,2,13003.50597,1.99E-28,0.02248,1260.85922,59,61,1260.8794,       b      0,       X      0,               ,P30P30,0.032176076,0.63,-0.009362157,0,0.113492229,0.63,0,0,0.018521523,1,0,0,0.034812351,0.63,-0.009362157,0,0.119603657,0.63,0,0,0.012843392,1,0,0
6280909,7,2,13005.26246,1.92E-28,0.02154,1259.10274,59,59,1259.123,       b      0,       X      0,               ,P30Q29,0.032176076,0.63,-0.009362157,0,0.113492229,0.63,0,0,0.017406176,1,0,0,0.034812351,0.63,-0.009362157,0,0.119603657,0.63,0,0,0.017406176,1,0,0
6280919,7,2,13008.76403,2.86E-28,0.02252,1179.85797,57,59,1179.8744,       b      0,       X      0,               ,P29P29,0.033223827,0.63,-0.009260761,0,0.113492229,0.63,0,0,0.018115942,1,0,0,0.035488319,0.63,-0.009260761,0,0.119603657,0.63,0,0,0.012336416,1,0,0
6280925,7,2,13010.52871,2.76E-28,0.02156,1178.0933,57,57,1178.1097,       b      0,       X      0,               ,P29Q29,1.033223827,0.63,-0.009260761,0,0.113492229,0.63,0,0,0.017034393,1,0,0,0.035488319,0.63,-0.009260761,0,0.119603657,0.63,0,0,0.016966796,1,0,0
6280931,7,2,13013.93279,4.04E-28,0.02257,1101.52674,55,57,1101.54,       b      0,       X      0,               ,P28P29,1.034136383,0.63,-0.009159366,0,0.113492229,0.63,0,0,0.017676563,1,0,0,0.036502271,0.63,-0.009159366,0,0.119603657,0.63,0,0,0.013113779,1,0,0
6280934,7,2,13015.70568,3.89E-28,0.02157,1099.75385,55,55,1099.7671,       b      0,       X      0,               ,P28Q28,1.034136383,0.63,-0.009159366,0,0.113492229,0.63,0,0,0.016662611,1,0,0,0.036502271,0.63,-0.009159366,0,0.119603657,0.63,0,0,0.017270982,1,0,0
6280936,7,2,13019.01246,5.63E-28,0.02262,1025.86861,53,55,1025.8792,       b      0,       X      0,               ,P27P27,0.035488319,0.63,-0.009091769,0,0.113492229,0.63,0,0,0.017237184,1,0,0,0.037178239,0.63,-0.009091769,0,0.119603657,0.63,0,0,0.016764006,1,0,0
6280938,7,2,13020.7936,5.41E-28,0.02158,1024.08748,53,53,1024.0981,       b      0,       X      0,               ,P27Q26,0.035488319,0.63,-0.009091769,0,0.113492229,0.63,0,0,0.016290828,1,0,0,0.037178239,0.63,-0.009091769,0,0.119603657,0.63,0,0,0.012573005,1,0,0
6280943,7,2,13024.00327,7.73E-28,0.02268,952.88657,51,53,952.895,       b      0,       X      0,               ,P26P26,0.036502271,0.63,-0.008990374,0,0.113492229,0.63,0,0,0.016764006,1,0,0,0.037854207,0.63,-0.008990374,0,0.119603657,0.63,0,0,0.013384166,1,0,0
6280945,7,2,13025.79268,7.43E-28,0.0216,951.09716,51,51,951.1056,       b      0,       X      0,               ,P26Q25,0.036502271,0.63,-0.008990374,0,0.113492229,0.63,0,0,0.015885248,1,0,0,0.037854207,0.63,-0.008990374,0,0.119603657,0.63,0,0,0.016595014,1,0,0
6280947,7,2,13028.90542,1.05E-27,0.02273,882.58346,49,51,882.5901,       b      0,       X      0,               ,P25P25,0.037516223,0.63,-0.008888979,0,0.113492229,0.63,0,0,0.016324627,1,0,0,0.038868159,0.63,-0.008888979,0,0.119603657,0.63,0,0,0.013654553,1,0,0
6280949,7,2,13030.70314,1E-27,0.02161,880.78574,49,49,880.7923,       b      0,       X      0,               ,P25Q24,0.037516223,0.63,-0.008888979,0,0.113492229,0.63,0,0,0.015513465,1,0,0,0.038868159,0.63,-0.008888979,0,0.119603657,0.63,0,0,0.017135788,1,0,0
6280955,7,2,13033.7191,1.4E-27,0.02279,814.96204,47,49,814.9672,       b      0,       X      0,               ,P24P24,0.038868159,0.63,-0.008787584,0,0.113492229,0.63,0,0,0.015885248,1,0,0,0.039544127,0.63,-0.008787584,0,0.119603657,0.63,0,0,0.012843392,1,0,0
6280957,7,2,13035.52517,1.34E-27,0.02163,813.15597,47,47,813.1611,       b      0,       X      0,               ,P24Q23,0.038868159,0.63,-0.008787584,0,0.113492229,0.63,0,0,0.015107884,1,0,0,0.039544127,0.63,-0.008787584,0,0.119603657,0.63,0,0,0.016358425,1,0,0
6280959,7,2,13038.44448,1.84E-27,0.02286,750.02495,45,47,750.0289,       b      0,       X      0,               ,P23P23,0.039882111,0.63,-0.008686189,0,0.113492229,0.63,0,0,0.015445868,1,0,0,0.040220095,0.63,-0.008686189,0,0.119603657,0.63,0,0,0.013958739,1,0,0
6280961,7,2,13040.25895,1.76E-27,0.02164,748.21048,45,45,748.2144,       b      0,       X      0,               ,P23Q22,0.039882111,0.63,-0.008686189,0,0.113492229,0.63,0,0,0.014736102,1,0,0,0.040220095,0.63,-0.008686189,0,0.119603657,0.63,0,0,0.016155635,1,0,0
6280965,7,2,13043.08174,2.39E-27,0.02293,687.77471,43,45,687.7777,       b      0,       X      0,               ,P22P22,0.040896063,0.63,-0.008584793,0,0.113492229,0.63,0,0,0.015040288,1,0,0,0.040896063,0.63,-0.008584793,0,0.119603657,0.63,0,0,0.014229126,1,0,0
6280968,7,2,13044.90465,2.27E-27,0.02166,685.95181,43,43,685.9548,       b      0,       X      0,               ,P22Q21,0.040896063,0.63,-0.008584793,0,0.113492229,0.63,0,0,0.014398118,1,0,0,0.040896063,0.63,-0.008584793,0,0.119603657,0.63,0,0,0.016966796,1,0,0
6280970,7,2,13047.63101,3.05E-27,0.02301,628.21376,41,43,628.216,       b      0,       X      0,               ,P21P21,0.041572031,0.63,-0.0084496,0,0.113492229,0.63,0,0,0.014668505,1,0,0,0.041572031,0.63,-0.0084496,0,0.119603657,0.63,0,0,0.013113779,1,0,0
6280972,7,2,13049.46242,2.89E-27,0.02168,626.38235,41,41,626.3846,       b      0,       X      0,               ,P21Q20,0.041572031,0.64,-0.0084496,0,0.110424871,0.64,0,0,0.014060134,1,0,0,0.041572031,0.64,-0.0084496,0,0.116371125,0.64,0,0,0.015919046,1,0,0
6280976,7,2,13052.09245,3.83E-27,0.0231,571.34441,39,41,571.346,       b      0,       X      0,               ,P20P20,0.042585983,0.64,-0.008348205,0,0.110424871,0.64,0,0,0.014296723,1,0,0,0.042247999,0.64,-0.008348205,0,0.116371125,0.64,0,0,0.014533312,1,0,0
6280980,7,2,13053.93242,3.63E-27,0.02169,569.50443,39,39,569.5061,       b      0,       X      0,               ,P20Q19,0.042585983,0.64,-0.008348205,0,0.110424871,0.64,0,0,0.013755949,1,0,0,0.042247999,0.64,-0.008348205,0,0.116371125,0.64,0,0,0.015648659,1,0,0
6280982,7,2,13056.46617,4.75E-27,0.02319,517.16885,37,39,517.17,       b      0,       X      0,               ,P19P19,0.043261951,0.64,-0.008246809,0,0.110424871,0.64,0,0,0.013992537,1,0,0,0.042923967,0.64,-0.008246809,0,0.116371125,0.64,0,0,0.014837497,1,0,0
6280984,7,2,13058.31479,4.48E-27,0.0217,515.32023,37,37,515.3214,       b      0,       X      0,               ,P19Q18,0.043261951,0.65,-0.008246809,0,0.107357514,0.65,0,0,0.013485561,1,0,0,0.042923967,0.65,-0.008246809,0,0.113138594,0.65,0,0,0.015378272,1,0,0
6280987,7,2,13060.75229,5.79E-27,0.02329,465.6892,35,37,465.69,       b      0,       X      0,               ,P18P18,0.043937919,0.65,-0.008111616,0,0.107357514,0.65,0,0,0.013688352,1,0,0,0.043599935,0.65,-0.008111616,0,0.113138594,0.65,0,0,0.015107884,1,0,0
6280991,7,2,13062.60964,5.45E-27,0.02172,463.83185,35,35,463.8327,       b      0,       X      0,               ,P18Q17,0.043937919,0.65,-0.008111616,0,0.107357514,0.65,0,0,0.013248973,1,0,0,0.043599935,0.65,-0.008111616,0,0.113138594,0.65,0,0,0.016764006,1,0,0
6280993,7,2,13064.95092,6.95E-27,0.02341,416.90743,33,35,416.908,       b      0,       X      0,               ,P17P17,0.044613887,0.65,-0.008010221,0,0.107357514,0.65,0,0,0.013451763,1,0,0,0.043937919,0.65,-0.008010221,0,0.113138594,0.65,0,0,0.013384166,1,0,0
6280995,7,2,13066.81711,6.51E-27,0.02175,415.04124,33,33,415.0418,       b      0,       X      0,               ,P17Q16,0.044613887,0.65,-0.008010221,0,0.107357514,0.65,0,0,0.013012384,1,0,0,0.043937919,0.65,-0.008010221,0,0.113138594,0.65,0,0,0.016595014,1,0,0
6280998,7,2,13069.06215,8.21E-27,0.02354,370.82543,31,33,370.8258,       b      0,       X      0,               ,P16P16,0.045289855,0.65,-0.007875027,0,0.107357514,0.65,0,0,0.013215174,1,0,0,0.044613887,0.65,-0.007875027,0,0.113138594,0.65,0,0,0.013654553,1,0,0
6281003,7,2,13070.93729,7.66E-27,0.02177,368.95028,31,31,368.9507,       b      0,       X      0,               ,P16Q15,0.045289855,0.66,-0.007875027,0,0.104290156,0.66,0,0,0.012809593,1,0,0,0.044613887,0.66,-0.007875027,0,0.109906063,0.66,0,0,0.016358425,1,0,0
6281005,7,2,13073.08605,9.53E-27,0.02368,327.44497,29,31,327.4452,       b      0,       X      0,               ,P15P15,0.045965823,0.66,-0.007773632,0,0.104290156,0.66,0,0,0.013012384,1,0,0,0.044951871,0.66,-0.007773632,0,0.109906063,0.66,0,0,0.013958739,1,0,0
6281007,7,2,13074.9703,8.85E-27,0.0218,325.56072,29,29,325.561,       b      0,       X      0,               ,P15Q14,0.045965823,0.67,-0.007773632,0,0.101222799,0.67,0,0,0.012640601,1,0,0,0.044951871,0.67,-0.007773632,0,0.106673532,0.67,0,0,0.016155635,1,0,0
6281010,7,2,13077.0227,1.09E-26,0.02386,286.76774,27,29,286.7679,       b      0,       X      0,               ,P14P14,0.046303807,0.67,-0.007638438,0,0.101222799,0.67,0,0,0.012809593,1,0,0,0.045627839,0.67,-0.007638438,0,0.106673532,0.67,0,0,0.014229126,1,0,0
6281014,7,2,13078.91624,1.01E-26,0.02183,284.8742,27,27,284.8744,       b      0,       X      0,               ,P14Q13,0.046303807,0.7,-0.007638438,0,0.092020726,0.7,0,0,0.012471609,1,0,0,0.045627839,0.7,-0.007638438,0,0.096975938,0.7,0,0,0.015919046,1,0,0
6281016,7,2,13080.87214,1.22E-26,0.02405,248.79528,25,27,248.7954,       b      0,       X      0,               ,P13P13,0.046979775,0.7,-0.007503245,0,0.092020726,0.7,0,0,0.012606803,1,0,0,0.045965823,0.7,-0.007503245,0,0.096975938,0.7,0,0,0.014533312,1,0,0
6281018,7,2,13082.77519,1.12E-26,0.02186,246.89223,25,25,246.8923,       b      0,       X      0,               ,P13Q12,0.046979775,0.72,-0.007503245,0,0.085886011,0.72,0,0,0.012302617,1,0,0,0.045965823,0.72,-0.007503245,0,0.090510875,0.72,0,0,0.015648659,1,0,0
6281021,7,2,13084.63443,1.35E-26,0.02428,213.52906,23,25,213.5291,       b      0,       X      0,               ,P12P12,0.047317759,0.72,-0.007368051,0,0.085886011,0.72,0,0,0.012404013,1,0,0,0.046641791,0.72,-0.007368051,0,0.090510875,0.72,0,0,0.014837497,1,0,0
