trans_id,molec_id,local_iso_id,nu,sw,a,elower,gp,gpp,elower,global_upper_quanta,global_lower_quanta,local_upper_quanta,local_lower_quanta,gamma0_air,n_gamma0_air,delta0_air,n_delta0_air,SD_gamma_air,n_gamma2_air,SD_delta_air,n_delta2_air,nuVC_air,n_nuVC_air,eta_air,y_air,gamma0_self,n_gamma0_self,delta0_self,n_delta0_self,SD_gamma_self,n_gamma2_self,SD_delta_self,n_delta2_self,nuVC_self,n_nuVC_self,eta_self,y_self
6280818,7,1,12870.72034,1.84E-28,0.01726,2477.8549,49,49,2477.8549,       b      1,       X      1,               , P 25Q 24     d,0.0376,0.63,-0.0089,0,0.117223643,0.63,0,0,0,1,0,0,0.04,0.63,0,0,0.123349894,0.63,0,0,0,1,0,0
,7,1,12871.71,3.29E-30,0.02158,3492.81365,,,,,,,P49Q48,0.022442137,0.63,-0.010646496,0,0.117223643,0.63,0,0,0.022104153,1,0,0,0.026565542,0.63,-0.010646496,0,0.123349894,0.63,0,0,0.019670668,1,0,0
6280820,7,1,12879.2046,3.48E-28,0.0183,2340.874,45,47,2340.874,       b      1,       X      1,               , P 23P 23     d,0.0398,0.63,-0.0089,0,0.117223643,0.63,0,0,0,1,0,0,0.042,0.63,0,0,0.123349894,0.63,0,0,0,1,0,0
6280821,7,1,12881.01424,3.32E-28,0.01732,2339.0644,45,45,2339.0644,       b      1,       X      1,               , P 23Q 22     d,0.0398,0.63,-0.0089,0,0.117223643,0.63,0,0,0,1,0,0,0.042,0.63,0,0,0.123349894,0.63,0,0,0,1,0,0
,7,1,12884.9,1.22E-29,0.02223,3219.89269,,,,,,,P47P47,0.022847718,0.63,-0.010545101,0,0.117223643,0.63,0,0,0.023692678,1,0,0,0.026971123,0.63,-0.010545101,0,0.123349894,0.63,0,0,0.019738265,1,0,0
,7,1,12886.5,1.2E-29,0.02161,3218.29394,,,,,,,P47Q46,0.022847718,0.63,-0.010545101,0,0.117223643,0.63,0,0,0.02196896,1,0,0,0.026971123,0.63,-0.010545101,0,0.123349894,0.63,0,0,0.019738265,1,0,0
6280822,7,1,12889.08636,5.93E-28,0.01845,2213.3478,41,43,2213.3478,       b      1,       X      1,               , P 21P 21     d,0.0417,0.63,-0.0089,0,0.117223643,0.63,0,0,0,1,0,0,0.043,0.63,0,0,0.123349894,0.63,0,0,0,1,0,0
6280823,7,1,12890.91404,5.63E-28,0.01737,2211.5201,41,41,2211.5201,       b      1,       X      1,               , P 21Q 20     d,0.0417,0.64,-0.0085,0,0.114055436,0.64,0,0,0,1,0,0,0.043,0.64,0,0,0.120016113,0.64,0,0,0,1,0,0
6280824,7,1,12892.85967,1.15E-30,6.43E-08,931.7431,45,49,931.7431,       b      0,       X      0,               , N 25O 24     q,0.0376,0.63,-0.0089,0,0.117223643,0.63,0,0,0,1,0,0,0.039,0.63,0,0,0.123349894,0.63,0,0,0,1,0,0
6280825,7,1,12898.57522,9.49E-28,0.01863,2097.0889,37,39,2097.0889,       b      1,       X      1,               , P 19P 19     d,0.0434,0.64,-0.0083,0,0.114055436,0.64,0,0,0,1,0,0,0.043,0.64,0,0,0.120016113,0.64,0,0,0,1,0,0
6280826,7,1,12899.26,4.21E-29,0.02229,2956.36938,89,91,2956.3374,       b      0,       X      0,               ,P45P45,0.023320896,0.64,-0.010443705,0,0.114055436,0.64,0,0,0.023489888,1,0,0,0.0274443,0.64,-0.010443705,0,0.120016113,0.64,0,0,0.019805862,1,0,0
6280827,7,1,12900.42124,8.96E-28,0.01743,2095.2429,37,37,2095.2429,       b      1,       X      1,               , P 19Q 18     d,0.0434,0.65,-0.0078,0,0.11088723,0.65,0,0,0,1,0,0,0.043,0.65,0,0,0.116682332,0.65,0,0,0,1,0,0
6280828,7,1,12900.88,4.12E-29,0.02164,2954.75373,,,,,,,P45Q44,0.023320896,0.65,-0.010443705,0,0.11088723,0.65,0,0,0.021766169,1,0,0,0.0274443,0.65,-0.010443705,0,0.116682332,0.65,0,0,0.019805862,1,0,0
6280829,7,1,12907.6724,1.42E-27,0.01884,1992.1165,33,35,1992.1165,       b      1,       X      1,               , P 17P 17     d,0.0447,0.65,-0.0075,0,0.11088723,0.65,0,0,0,1,0,0,0.045,0.65,0,0,0.116682332,0.65,0,0,0,1,0,0
6280830,7,1,12909.53715,1.33E-27,0.01748,1990.2517,33,33,1990.2517,       b      1,       X      1,               , P 17Q 16     d,0.0447,0.65,-0.0074,0,0.11088723,0.65,0,0,0,1,0,0,0.045,0.65,0,0,0.116682332,0.65,0,0,0,1,0,0
6280831,7,1,12913.22,1.37E-28,0.02234,2703.86842,85,87,2703.8443,       b      0,       X      0,               ,P43P43,0.023895468,0.63,-0.010308512,0,0.117223643,0.63,0,0,0.023253299,1,0,0,0.027985075,0.63,-0.010308512,0,0.123349894,0.63,0,0,0.019873459,1,0,0
6280832,7,1,12913.98,2.11E-30,6.57E-08,791.4031,41,45,791.4031,       b      0,       X      0,               , N 23O 22     q,0.0398,0.63,-0.0089,0,0.117223643,0.63,0,0,0,1,0,0,0.041,0.63,0,0,0.123349894,0.63,0,0,0,1,0,0
6280833,7,1,12914.85,1.34E-28,0.02166,2702.23585,85,85,2702.2117,       b      0,       X      0,               ,P43Q42,0.023895468,0.63,-0.010308512,0,0.117223643,0.63,0,0,0.021563379,1,0,0,0.027985075,0.63,-0.010308512,0,0.123349894,0.63,0,0,0.019873459,1,0,0
6280834,7,1,12916.37887,2E-27,0.01909,1898.4477,29,31,1898.4477,       b      1,       X      1,               , P 15P 15     d,0.0458,0.66,-0.0074,0,0.107719023,0.66,0,0,0,1,0,0,0.047,0.66,0,0,0.113348551,0.66,0,0,0,1,0,0
6280835,7,1,12918.26291,1.85E-27,0.01755,1896.5637,29,29,1896.5637,       b      1,       X      1,               , P 15Q 14     d,4.58E-02,0.67,-0.0074,0,0.104550816,0.67,0,0,0,1,0,0,0.047,0.67,0,0,0.11001477,0.67,0,0,0,1,0,0
6280836,7,1,12924.69538,2.61E-27,0.01942,1816.0979,25,27,1816.0979,       b      1,       X      1,               , P 13P 13     d,4.68E-02,0.7,-0.0074,0,0.095046197,0.7,0,0,0,1,0,0,0.048,0.7,0,0,0.100013427,0.7,0,0,0,1,0,0
6280837,7,1,12926.59954,2.39E-27,0.01762,1814.1937,25,25,1814.1937,       b      1,       X      1,               , P 13Q 12     d,0.0468,0.72,-0.0074,0,0.088709784,0.72,0,0,0,1,0,0,0.048,0.72,0,0,0.093345865,0.72,0,0,0,1,0,0
6280838,7,1,12926.78,4.23E-28,0.0224,2462.43083,81,83,2462.413,       b      0,       X      0,               ,P41P41,0.024639033,0.63,-0.010207117,0,0.117223643,0.63,0,0,0.022949113,1,0,0,0.028661043,0.63,-0.010207117,0,0.123349894,0.63,0,0,0.017406176,1,0,0
6280839,7,1,12928.43,4.13E-28,0.02169,2460.78127,81,81,2460.7634,       b      0,       X      0,               ,P41Q40,0.024639033,0.63,-0.010207117,0,0.117223643,0.63,0,0,0.021292992,1,0,0,0.028661043,0.63,-0.010207117,0,0.123349894,0.63,0,0,0.017270982,1,0,0
6280840,7,1,12932.62248,3.16E-27,0.01985,1745.0806,21,23,1745.0806,       b      1,       X      1,               , P 11P 11     d,0.0478,0.72,-0.00755,0,0.088709784,0.72,0,0,0,1,0,0,0.049,0.72,0,0,0.093345865,0.72,0,0,0,1,0,0
6280841,7,1,12934.54804,2.84E-27,0.0177,1743.155,21,21,1743.155,       b      1,       X      1,               , P 11Q 10     d,4.78E-02,0.73,-0.0075,0,0.085541577,0.73,0,0,0,1,0,0,0.049,0.73,0,0,0.090012085,0.73,0,0,0,1,0,0
6280842,7,1,12934.74906,3.62E-30,6.69E-08,662.4359,37,41,662.4359,       b      0,       X      0,               , N 21O 20     q,0.0417,0.64,-0.0085,0,0.114055436,0.64,0,0,0,1,0,0,0.042,0.64,0,0,0.120016113,0.64,0,0,0,1,0,0
6280843,7,1,12939.95,1.23E-27,0.02247,2232.09578,77,79,2232.0828,       b      0,       X      0,               ,P39P39,0.025517791,0.63,-0.010071923,0,0.117223643,0.63,0,0,0.022543532,1,0,0,0.029472204,0.63,-0.010071923,0,0.123349894,0.63,0,0,0.017270982,1,0,0
6280844,7,1,12940.16049,3.52E-27,0.02047,1685.4073,17,19,1685.4073,       b      1,       X      1,               , P  9P  9     d,4.91E-02,0.74,-0.0075,0,0.082373371,0.74,0,0,0,1,0,0,0.049,0.74,0,0,0.086678304,0.74,0,0,0,1,0,0
6280845,7,1,12941.62,1.2E-27,0.02172,2230.42921,77,77,2230.4162,       b      0,       X      0,               ,P39Q38,0.025517791,0.63,-0.010071923,0,0.117223643,0.63,0,0,0.020955008,1,0,0,0.029472204,0.63,-0.010071923,0,0.123349894,0.63,0,0,0.017135788,1,0,0
6280846,7,1,12942.10961,3.09E-27,0.01781,1683.4581,17,17,1683.4581,       b      1,       X      1,               , P  9Q  8     d,0.0491,0.74,-0.0073,0,0.082373371,0.74,0,0,0,1,0,0,0.049,0.74,0,0,0.086678304,0.74,0,0,0,1,0,0
6280847,7,1,12947.30948,3.57E-27,0.02145,1637.0878,13,15,1637.0878,       b      1,       X      1,               , P  7P  7     d,0.0507,0.73,-0.007,0,0.085541577,0.73,0,0,0,1,0,0,0.052,0.73,0,0,0.090012085,0.73,0,0,0,1,0,0
6280848,7,1,12949.28637,3.01E-27,0.01796,1635.1109,13,13,1635.1109,       b      1,       X      1,               , P  7Q  6     d,0.0507,0.73,-0.0071,0,0.085541577,0.73,0,0,0,1,0,0,0.052,0.73,0,0,0.090012085,0.73,0,0,0,1,0,0
6280849,7,1,12952.72,3.4E-27,0.02253,2012.90065,73,75,2012.8914,       b      0,       X      0,               ,P37P37,0.026565542,0.63,-0.009936729,0,0.117223643,0.63,0,0,0.022104153,1,0,0,0.030418559,0.63,-0.009936729,0,0.123349894,0.63,0,0,0.017135788,1,0,0
6280850,7,1,12954.06936,3.2E-27,0.02327,1600.1301,9,11,1600.1301,       b      1,       X      1,               , P  5P  5     d,0.053,0.74,-0.0071,0,0.082373371,0.74,0,0,0,1,0,0,0.053,0.74,0,0,0.086678304,0.74,0,0,0,1,0,0
6280851,7,1,12954.41,3.3E-27,0.02174,2011.21702,73,73,2011.2077,       b      0,       X      0,               ,P37Q36,0.026565542,0.63,-0.009936729,0,0.117223643,0.63,0,0,0.020583225,1,0,0,0.030418559,0.63,-0.009936729,0,0.123349894,0.63,0,0,0.016966796,1,0,0
6280852,7,1,12955.16611,5.86E-30,6.88E-08,544.8622,33,37,544.8622,       b      0,       X      0,               , N 19O 18     q,0.0434,0.65,-0.0078,0,0.11088723,0.65,0,0,0,1,0,0,0.043,0.65,0,0,0.116682332,0.65,0,0,0,1,0,0
6280853,7,1,12956.08378,2.53E-27,0.01823,1598.1157,9,9,1598.1157,       b      1,       X      1,               , P  5Q  4     d,5.30E-02,0.72,-0.00645,0,0.088709784,0.72,0,0,0,1,0,0,0.053,0.72,0,0,0.093345865,0.72,0,0,0,1,0,0
6280854,7,1,12960.43977,2.42E-27,0.02796,1574.5401,5,7,1574.5401,       b      1,       X      1,               , P  3P  3     d,0.0563,0.7,-0.0056,0,0.095046197,0.7,0,0,0,1,0,0,0.055,0.7,0,0,0.100013427,0.7,0,0,0,1,0,0
6280855,7,1,12962.5254,1.65E-27,0.0189,1572.4545,5,5,1572.4545,       b      1,       X      1,               , P  3Q  2     d,0.0563,0.71,-0.0051,0,0.09187799,0.71,0,0,0,1,0,0,0.055,0.71,0,0,0.096679646,0.71,0,0,0,1,0,0
6297176,7,1,12965.11,8.84E-27,0.0226,1804.88101,69,71,1804.8745,       b      0,       X      0,               ,P35P35,0.027849881,0.63,-0.009767737,0,0.117223643,0.63,0,0,0.02152958,1,0,0,0.031500108,0.63,-0.009767737,0,0.123349894,0.63,0,0,0.016966796,1,0,0
6280857,7,1,12966.42018,1.3E-27,0.07,1560.3221,1,3,1560.3221,       b      1,       X      1,               , P  1P  1     d,0.0615,0.72,-0.0052,0,0.088709784,0.72,0,0,0,1,0,0,0.059,0.72,0,0,0.093345865,0.72,0,0,0,1,0,0
6297177,7,1,12966.81,8.58E-27,0.02177,1803.18025,69,69,1803.1737,       b      0,       X      0,               ,P35Q34,0.027849881,0.63,-0.009767737,0,0.117223643,0.63,0,0,0.020110048,1,0,0,0.031500108,0.63,-0.009767737,0,0.123349894,0.63,0,0,0.016764006,1,0,0
6280861,7,1,12974.65777,6.49E-28,0.007015,1560.3221,5,3,1560.3221,       b      1,       X      1,               , R  1R  1     d,0.0563,0.71,-0.005,0,0.09187799,0.71,0,0,0,1,0,0,0.055,0.71,0,0,0.096679646,0.71,0,0,0,1,0,0
6280862,7,1,12975.23029,8.83E-30,7.06E-08,438.701,29,33,438.701,       b      0,       X      0,               , N 17O 16     q,0.0447,0.65,-0.0074,0,0.11088723,0.65,0,0,0,1,0,0,0.044,0.65,0,0,0.116682332,0.65,0,0,0,1,0,0
6280864,7,1,12976.54288,1.51E-27,0.01613,1558.437,5,5,1558.437,       b      1,       X      1,               , R  1Q  2     d,0.0563,0.71,-0.0051,0,0.09187799,0.71,0,0,0,1,0,0,0.055,0.71,0,0,0.096679646,0.71,0,0,0,1,0,0
6297178,7,1,12977.11,2.17E-26,0.02268,1608.07059,65,67,1608.0661,       b      0,       X      0,               ,P33P33,0.029404607,0.63,-0.009598745,0,0.117223643,0.63,0,0,0.020887411,1,0,0,0.032750649,0.63,-0.009598745,0,0.123349894,0.63,0,0,0.016764006,1,0,0
6297179,7,1,12978.83,2.1E-26,0.02179,1606.35262,65,65,1606.3482,       b      0,       X      0,               ,P33Q32,0.029404607,0.63,-0.009598745,0,0.117223643,0.63,0,0,0.019535475,1,0,0,0.032750649,0.63,-0.009598745,0,0.123349894,0.63,0,0,0.016595014,1,0,0
6280870,7,1,12979.65931,1.82E-27,0.01171,1574.5401,9,7,1574.5401,       b      1,       X      1,               , R  3R  3     d,0.053,0.72,-0.0059,0,0.088709784,0.72,0,0,0,1,0,0,0.053,0.72,0,0,0.093345865,0.72,0,0,0,1,0,0
6280872,7,1,12981.61569,2.63E-27,0.01679,1572.5838,9,9,1572.5838,       b      1,       X      1,               , R  3Q  4     d,0.053,0.72,-0.00645,0,0.088709784,0.72,0,0,0,1,0,0,0.053,0.72,0,0,0.093345865,0.72,0,0,0,1,0,0
6280876,7,1,12984.26721,2.67E-27,0.01352,1600.1301,13,11,1600.1301,       b      1,       X      1,               , R  5R  5     d,0.0507,0.73,-0.0061,0,0.085541577,0.73,0,0,0,1,0,0,0.052,0.73,0,0,0.090012085,0.73,0,0,0,1,0,0
6280877,7,1,12986.26122,3.4E-27,0.01705,1598.1361,13,13,1598.1361,       b      1,       X      1,               , R  5Q  6     d,0.0507,0.73,-0.0071,0,0.085541577,0.73,0,0,0,1,0,0,0.052,0.73,0,0,0.090012085,0.73,0,0,0,1,0,0
6280880,7,1,12988.47994,3.13E-27,0.01449,1637.0878,17,15,1637.0878,       b      1,       X      1,               , R  7R  7     d,0.0491,0.74,-0.00615,0,0.082373371,0.74,0,0,0,1,0,0,0.049,0.74,0,0,0.086678304,0.74,0,0,0,1,0,0
6297180,7,1,12988.72,5.03E-26,0.02276,1422.50128,61,63,1422.4983,       b      0,       X      0,               ,P31P31,0.031195923,0.63,-0.009429753,0,0.117223643,0.63,0,0,0.020110048,1,0,0,0.034136383,0.63,-0.009429753,0,0.123349894,0.63,0,0,0.016595014,1,0,0
6297181,7,1,12990.46,4.86E-26,0.02182,1420.76603,61,61,1420.7631,       b      0,       X      0,               ,P31Q30,0.031195923,0.63,-0.009429753,0,0.117223643,0.63,0,0,0.018859507,1,0,0,0.034136383,0.63,-0.009429753,0,0.123349894,0.63,0,0,0.016358425,1,0,0
6280885,7,1,12990.50183,3.75E-27,0.01719,1635.0659,17,17,1635.0659,       b      1,       X      1,               , R  7Q  8     d,0.0491,0.74,-0.0073,0,0.082373371,0.74,0,0,0,1,0,0,0.049,0.74,0,0,0.086678304,0.74,0,0,0,1,0,0
6280886,7,1,12992.29577,3.18E-27,0.01509,1685.4073,21,19,1685.4073,       b      1,       X      1,               , R  9R  9     d,0.0478,0.73,-0.0062,0,0.085541577,0.73,0,0,0,1,0,0,0.049,0.73,0,0,0.090012085,0.73,0,0,0,1,0,0
6280889,7,1,12994.34139,3.68E-27,0.01729,1683.3616,21,21,1683.3616,       b      1,       X      1,               , R  9Q 10     d,0.0478,0.73,-0.0075,0,0.085541577,0.73,0,0,0,1,0,0,0.049,0.73,0,0,0.090012085,0.73,0,0,0,1,0,0
6280891,7,1,12994.94056,1.25E-29,7.34E-08,343.9694,25,29,343.9694,       b      0,       X      0,               , N 15O 14     q,0.0458,0.67,-0.0074,0,0.104550816,0.67,0,0,0,1,0,0,0.046,0.67,0,0,0.11001477,0.67,0,0,0,1,0,0
6280893,7,1,12995.71274,2.91E-27,0.01551,1745.0806,25,23,1745.0806,       b      1,       X      1,               , R 11R 11     d,0.0468,0.72,-0.00665,0,0.088709784,0.72,0,0,0,1,0,0,0.048,0.72,0,0,0.093345865,0.72,0,0,0,1,0,0
6280894,7,1,12997.77995,3.29E-27,0.01735,1743.0133,25,25,1743.0133,       b      1,       X      1,               , R 11Q 12     d,0.0468,0.72,-0.0074,0,0.088709784,0.72,0,0,0,1,0,0,0.048,0.72,0,0,0.093345865,0.72,0,0,0,1,0,0
6280896,7,1,12998.72867,2.44E-27,0.01581,1816.0979,29,27,1816.0979,       b      1,       X      1,               , R 13R 13     d,0.0458,0.67,-0.0072,0,0.104550816,0.67,0,0,0,1,0,0,0.047,0.67,0,0,0.11001477,0.67,0,0,0,1,0,0
6297182,7,1,12999.96,1.1E-25,0.02286,1248.20315,57,59,1248.2013,       b      0,       X      0,               ,P29P29,0.033223827,0.63,-0.009260761,0,0.117223643,0.63,0,0,0.019231289,1,0,0,0.035488319,0.63,-0.009260761,0,0.123349894,0.63,0,0,0.016358425,1,0,0
6280900,7,1,13000.81622,2.71E-27,0.0174,1814.0104,29,29,1814.0104,       b      1,       X      1,               , R 13Q 14     d,0.0458,0.67,-0.0074,0,0.104550816,0.67,0,0,0,1,0,0,0.047,0.67,0,0,0.11001477,0.67,0,0,0,1,0,0
6280902,7,1,13001.34118,1.88E-27,0.01604,1898.4477,33,31,1898.4477,       b      1,       X      1,               , R 15R 15     d,0.0447,0.65,-0.0073,0,0.11088723,0.65,0,0,0,1,0,0,0.045,0.65,0,0,0.116682332,0.65,0,0,0,1,0,0
6297183,7,1,13001.71,1.06E-25,0.02185,1246.45053,57,57,1246.4486,       b      0,       X      0,               ,P29Q28,0.033223827,0.63,-0.009260761,0,0.117223643,0.63,0,0,0.018115942,1,0,0,0.035488319,0.63,-0.009260761,0,0.123349894,0.63,0,0,0.016155635,1,0,0
6280904,7,1,13002.18632,1.44E-30,0.000000298,1245.9718,57,61,1245.9718,       b      0,       X      0,               , P 29O 30     q,0.0312,0.63,-0.0093,0,0.117223643,0.63,0,0,0,1,0,0,0.034,0.63,0,0,0.123349894,0.63,0,0,0,1,0,0
6280905,7,1,13003.44828,2.07E-27,0.01744,1896.3406,33,33,1896.3406,       b      1,       X      1,               , R 15Q 16     d,0.0447,0.65,-0.0074,0,0.11088723,0.65,0,0,0,1,0,0,0.045,0.65,0,0,0.116682332,0.65,0,0,0,1,0,0
6280907,7,1,13003.54764,1.36E-27,0.01623,1992.1165,37,35,1992.1165,       b      1,       X      1,               , R 17R 17     d,0.0434,0.65,-0.0075,0,0.11088723,0.65,0,0,0,1,0,0,0.043,0.65,0,0,0.116682332,0.65,0,0,0,1,0,0
6280910,7,1,13005.34522,9.09E-28,0.01637,2097.0889,41,39,2097.0889,       b      1,       X      1,               , R 19R 19     d,0.0417,0.64,-0.0073,0,0.114055436,0.64,0,0,0,1,0,0,0.043,0.64,0,0,0.120016113,0.64,0,0,0,1,0,0
6280911,7,1,13005.67376,1.47E-27,0.01748,1989.9904,37,37,1989.9904,       b      1,       X      1,               , R 17Q 18     d,0.0434,0.65,-0.0078,0,0.11088723,0.65,0,0,0,1,0,0,0.043,0.65,0,0,0.116682332,0.65,0,0,0,1,0,0
6280913,7,1,13006.73085,5.71E-28,0.01649,2213.3478,45,43,2213.3478,       b      1,       X      1,               , R 21R 21     d,0.0398,0.63,-0.0083,0,0.117223643,0.63,0,0,0,1,0,0,0.042,0.63,0,0,0.123349894,0.63,0,0,0,1,0,0
6280914,7,1,13007.49001,9.82E-28,0.0175,2094.9441,41,41,2094.9441,       b      1,       X      1,               , R 19Q 20     d,0.0417,0.64,-0.0085,0,0.114055436,0.64,0,0,0,1,0,0,0.043,0.64,0,0,0.120016113,0.64,0,0,0,1,0,0
6280915,7,1,13007.70125,3.37E-28,0.01659,2340.874,49,47,2340.874,       b      1,       X      1,               , R 23R 23     d,0.0376,0.63,-0.0091,0,0.117223643,0.63,0,0,0,1,0,0,0.04,0.63,0,0,0.123349894,0.63,0,0,0,1,0,0
6280916,7,1,13008.08467,4.76E-29,0.0168,2790.8388,61,59,2790.8388,       b      1,       X      1,               , R 29R 29     d,0.0312,0.63,-0.0097,0,0.117223643,0.63,0,0,0,1,0,0,0.034,0.63,0,0,0.123349894,0.63,0,0,0,1,0,0
6280917,7,1,13008.25289,1.86E-28,0.01668,2479.6468,53,51,2479.6468,       b      1,       X      1,               , R 25R 25     d,0.0354,0.63,-0.0093,0,0.117223643,0.63,0,0,0,1,0,0,0.037,0.63,0,0,0.123349894,0.63,0,0,0,1,0,0
6280918,7,1,13008.38203,9.71E-29,0.01674,2629.6432,57,55,2629.6432,       b      1,       X      1,               , R 27R 27     d,0.0332,0.63,-0.0095,0,0.117223643,0.63,0,0,0,1,0,0,0.036,0.63,0,0,0.123349894,0.63,0,0,0,1,0,0
6280920,7,1,13008.89404,6.13E-28,0.01752,2211.1846,45,45,2211.1846,       b      1,       X      1,               , R 21Q 22     d,0.0398,0.63,-0.0089,0,0.117223643,0.63,0,0,0,1,0,0,0.042,0.63,0,0,0.123349894,0.63,0,0,0,1,0,0
6280921,7,1,13009.88265,3.59E-28,0.01754,2338.6926,49,49,2338.6926,       b      1,       X      1,               , R 23Q 24     d,0.0376,0.63,-0.0089,0,0.117223643,0.63,0,0,0,1,0,0,0.04,0.63,0,0,0.123349894,0.63,0,0,0,1,0,0
6280923,7,1,13010.31996,5.03E-29,0.01756,2788.6035,61,61,2788.6035,       b      1,       X      1,               , R 29Q 30     d,0.0312,0.63,-0.0093,0,0.117223643,0.63,0,0,0,1,0,0,0.034,0.63,0,0,0.123349894,0.63,0,0,0,1,0,0
6280924,7,1,13010.45235,1.98E-28,0.01755,2477.4473,53,53,2477.4473,       b      1,       X      1,               , R 25Q 26     d,0.0354,0.63,-0.0091,0,0.117223643,0.63,0,0,0,1,0,0,0.037,0.63,0,0,0.123349894,0.63,0,0,0,1,0,0
