Band,Exchange (cm-1 amagat-2),Header Value (cm-1 amagat-2),Spin Orbit (cm-1 amagat-2),Temperature,Wavenumber (cm-1),Exchange Area,Exchange Normalized,Spin Orbit Area,Spin Orbit Normalized,Ratio Exchange to Spin Orbit Areas,Exchange (cm-1 amagat-2) Area,Exchange (cm-1 amagat-2) Normalized,Spin Orbit (cm-1 amagat-2) Area,Spin Orbit (cm-1 amagat-2) Normalized,SO Temp Dep - a,SO Temp Dep - a err,SO Temp Dep - b,SO Temp Dep - b err,SO Temp Dep - c,SO Temp Dep - c err,SO Temp Dep - d,SO Temp Dep - d err,SO Temp Dep - err,EXCH Temp Dep - a,EXCH Temp Dep - a err,EXCH Temp Dep - b,EXCH Temp Dep - b err,EXCH Temp Dep - c,EXCH Temp Dep - c err,EXCH Temp Dep - d,EXCH Temp Dep - d err,EXCH Temp Dep - err
A Band,5.91E-08,1.46E-07,7.41E-10,296,13293.7,3.94E-05,0.001499561,6.21E-06,0.000119443,6.351227236,3.94E-05,0.001499561,6.21E-06,0.000119443,1,0,0.007114094,2.98E-06,6.40E-06,4.87E-08,-2.30E-08,8.63E-10,0.00021892,1,0,0.001205126,2.09E-06,-3.35E-06,3.42E-08,6.84E-09,6.06E-10,0.000146038
A Band,5.91E-08,1.46E-07,7.39E-10,296,13293.8,3.94E-05,0.001498462,6.21E-06,0.000119094,6.351227236,3.94E-05,0.001498462,6.21E-06,0.000119094,1,0,0.007122578,1.63E-06,6.47E-06,2.67E-08,-2.29E-08,4.73E-10,0.000118912,1,0,0.00120713,1.46E-06,-3.38E-06,2.39E-08,6.49E-09,4.23E-10,0.000108525
A Band,5.90E-08,1.46E-07,7.37E-10,296,13293.9,3.94E-05,0.00149718,6.21E-06,0.000118745,6.351227236,3.94E-05,0.00149718,6.21E-06,0.000118745,1,0,0.00713307,2.52E-06,6.67E-06,4.12E-08,-2.15E-08,7.30E-10,0.000173921,1,0,0.001208865,1.38E-06,-3.37E-06,2.26E-08,6.93E-09,4.00E-10,0.000103204
A Band,5.90E-08,1.46E-07,7.35E-10,296,13294,3.94E-05,0.001495898,6.21E-06,0.000118396,6.351227236,3.94E-05,0.001495898,6.21E-06,0.000118396,1,0,0.007136196,3.45E-06,6.66E-06,5.64E-08,-2.15E-08,9.99E-10,0.000245368,1,0,0.001211269,1.55E-06,-3.36E-06,2.54E-08,6.96E-09,4.50E-10,0.000115583
A Band,5.89E-08,1.46E-07,7.33E-10,296,13294.1,3.94E-05,0.001494617,6.21E-06,0.000118048,6.351227236,3.94E-05,0.001494617,6.21E-06,0.000118048,1,0,0.007144288,3.56E-06,6.83E-06,5.83E-08,-2.02E-08,1.03E-09,0.000253348,1,0,0.001212612,1.92E-06,-3.33E-06,3.14E-08,7.31E-09,5.55E-10,0.000140739
A Band,5.89E-08,1.46E-07,7.31E-10,296,13294.2,3.94E-05,0.001493335,6.21E-06,0.000117815,6.351227236,3.94E-05,0.001493335,6.21E-06,0.000117815,1,0,0.007154958,4.80E-06,6.54E-06,7.85E-08,-2.38E-08,1.39E-09,0.00032597,1,0,0.001217484,1.29E-06,-3.31E-06,2.11E-08,7.02E-09,3.74E-10,9.24E-05
A Band,5.88E-08,1.46E-07,7.29E-10,296,13294.3,3.94E-05,0.001492053,6.21E-06,0.000117466,6.351227236,3.94E-05,0.001492053,6.21E-06,0.000117466,1,0,0.007160599,3.09E-06,6.54E-06,5.06E-08,-2.41E-08,8.96E-10,0.00021671,1,0,0.001216959,2.08E-06,-3.39E-06,3.40E-08,6.75E-09,6.03E-10,0.000150614
A Band,5.88E-08,1.46E-07,7.27E-10,296,13294.4,3.94E-05,0.001490771,6.21E-06,0.000117117,6.351227236,3.94E-05,0.001490771,6.21E-06,0.000117117,1,0,0.007171055,2.65E-06,6.75E-06,4.34E-08,-2.26E-08,7.69E-10,0.000195341,1,0,0.001216477,1.15E-06,-3.43E-06,1.88E-08,6.56E-09,3.33E-10,8.27E-05
A Band,5.87E-08,1.46E-07,7.25E-10,296,13294.5,3.94E-05,0.001489672,6.21E-06,0.000116768,6.351227236,3.94E-05,0.001489672,6.21E-06,0.000116768,1,0,0.007179012,2.77E-06,6.83E-06,4.53E-08,-2.24E-08,8.01E-10,0.000201641,1,0,0.001219319,1.14E-06,-3.47E-06,1.87E-08,6.09E-09,3.31E-10,8.21E-05
A Band,5.87E-08,1.46E-07,7.23E-10,296,13294.6,3.94E-05,0.001488391,6.21E-06,0.000116419,6.351227236,3.94E-05,0.001488391,6.21E-06,0.000116419,1,0,0.007189472,3.64E-06,7.04E-06,5.96E-08,-2.09E-08,1.06E-09,0.000256516,1,0,0.001219926,1.28E-06,-3.44E-06,2.09E-08,6.76E-09,3.71E-10,8.99E-05
A Band,5.86E-08,1.46E-07,7.21E-10,296,13294.7,3.94E-05,0.001487109,6.21E-06,0.00011614,6.351227236,3.94E-05,0.001487109,6.21E-06,0.00011614,1,0,0.007193936,3.76E-06,6.85E-06,6.16E-08,-2.28E-08,1.09E-09,0.000269353,1,0,0.001222957,1.76E-06,-3.44E-06,2.87E-08,6.71E-09,5.09E-10,0.000124307
A Band,5.86E-08,1.46E-07,7.19E-10,296,13294.8,3.94E-05,0.001485827,6.21E-06,0.000115815,6.351227236,3.94E-05,0.001485827,6.21E-06,0.000115815,1,0,0.007203554,2.06E-06,6.83E-06,3.36E-08,-2.38E-08,5.96E-10,0.000153399,1,0,0.001227104,2.15E-06,-3.41E-06,3.52E-08,6.59E-09,6.24E-10,0.000160912
A Band,5.85E-08,1.46E-07,7.17E-10,296,13294.9,3.94E-05,0.001484545,6.21E-06,0.000115489,6.351227236,3.94E-05,0.001484545,6.21E-06,0.000115489,1,0,0.007213323,2.19E-06,6.95E-06,3.58E-08,-2.31E-08,6.34E-10,0.000163202,1,0,0.001229028,1.99E-06,-3.39E-06,3.26E-08,6.82E-09,5.78E-10,0.000149013
A Band,5.85E-08,1.46E-07,7.15E-10,296,13295,3.94E-05,0.001483263,6.21E-06,0.000115163,6.351227236,3.94E-05,0.001483263,6.21E-06,0.000115163,1,0,0.007223562,2.14E-06,7.07E-06,3.51E-08,-2.25E-08,6.21E-10,0.000160237,1,0,0.001231226,2.31E-06,-3.44E-06,3.78E-08,6.37E-09,6.69E-10,0.000164889
A Band,5.84E-08,1.46E-07,7.13E-10,296,13295.1,3.94E-05,0.001482164,6.21E-06,0.000114849,6.351227236,3.94E-05,0.001482164,6.21E-06,0.000114849,1,0,0.007229075,1.59E-06,6.92E-06,2.60E-08,-2.44E-08,4.61E-10,0.000118948,1,0,0.001234119,1.71E-06,-3.49E-06,2.79E-08,5.89E-09,4.95E-10,0.000127506
A Band,5.84E-08,1.46E-07,7.11E-10,296,13295.2,3.94E-05,0.001480883,6.21E-06,0.000114524,6.351227236,3.94E-05,0.001480883,6.21E-06,0.000114524,1,0,0.007238454,1.68E-06,7.05E-06,2.75E-08,-2.35E-08,4.87E-10,0.000125519,1,0,0.001235957,1.62E-06,-3.46E-06,2.65E-08,6.05E-09,4.69E-10,0.000121027
A Band,5.83E-08,1.46E-07,7.09E-10,296,13295.3,3.94E-05,0.001479601,6.21E-06,0.000114198,6.351227236,3.94E-05,0.001479601,6.21E-06,0.000114198,1,0,0.007248658,2.01E-06,7.18E-06,3.28E-08,-2.29E-08,5.82E-10,0.000149925,1,0,0.001236943,1.78E-06,-3.44E-06,2.91E-08,6.72E-09,5.15E-10,0.000131846
A Band,5.83E-08,1.46E-07,7.07E-10,296,13295.4,3.94E-05,0.001478319,6.21E-06,0.000113884,6.351227236,3.94E-05,0.001478319,6.21E-06,0.000113884,1,0,0.007256285,2.39E-06,7.12E-06,3.91E-08,-2.41E-08,6.92E-10,0.000178444,1,0,0.001240447,1.93E-06,-3.41E-06,3.17E-08,6.81E-09,5.60E-10,0.000137225
A Band,5.82E-08,1.46E-07,7.05E-10,296,13295.5,3.94E-05,0.001477037,6.21E-06,0.000113558,6.351227236,3.94E-05,0.001477037,6.21E-06,0.000113558,1,0,0.007259618,3.15E-06,7.14E-06,5.15E-08,-2.36E-08,9.12E-10,0.00022859,1,0,0.001242207,1.48E-06,-3.38E-06,2.43E-08,6.98E-09,4.30E-10,0.000107768
A Band,5.82E-08,1.46E-07,7.03E-10,296,13295.6,3.94E-05,0.001475938,6.21E-06,0.000113244,6.351227236,3.94E-05,0.001475938,6.21E-06,0.000113244,1,0,0.00726914,3.69E-06,7.22E-06,6.04E-08,-2.33E-08,1.07E-09,0.000262754,1,0,0.001245641,1.05E-06,-3.44E-06,1.72E-08,6.38E-09,3.05E-10,7.79E-05
A Band,5.81E-08,1.46E-07,7.01E-10,296,13295.7,3.94E-05,0.001474657,6.21E-06,0.000112919,6.351227236,3.94E-05,0.001474657,6.21E-06,0.000112919,1,0,0.007278251,2.10E-06,7.22E-06,3.44E-08,-2.42E-08,6.09E-10,0.000155464,1,0,0.001246027,1.26E-06,-3.40E-06,2.07E-08,7.13E-09,3.66E-10,8.90E-05
A Band,5.81E-08,1.46E-07,6.99E-10,296,13295.8,3.94E-05,0.001473375,6.21E-06,0.000112605,6.351227236,3.94E-05,0.001473375,6.21E-06,0.000112605,1,0,0.007287922,2.08E-06,7.30E-06,3.41E-08,-2.39E-08,6.04E-10,0.000155725,1,0,0.0012463,1.13E-06,-3.48E-06,1.85E-08,6.45E-09,3.28E-10,8.34E-05
A Band,5.80E-08,1.46E-07,6.97E-10,296,13295.9,3.94E-05,0.001472093,6.21E-06,0.000112291,6.351227236,3.94E-05,0.001472093,6.21E-06,0.000112291,1,0,0.007297736,2.44E-06,7.38E-06,4.00E-08,-2.37E-08,7.08E-10,0.000180757,1,0,0.001249191,1.25E-06,-3.47E-06,2.04E-08,6.33E-09,3.61E-10,9.05E-05
A Band,5.80E-08,1.46E-07,6.95E-10,296,13296,3.94E-05,0.001470811,6.21E-06,0.000111977,6.351227236,3.94E-05,0.001470811,6.21E-06,0.000111977,1,0,0.007303939,3.81E-06,7.39E-06,6.24E-08,-2.37E-08,1.10E-09,0.000277779,1,0,0.001253086,1.91E-06,-3.44E-06,3.13E-08,6.43E-09,5.54E-10,0.000138267
A Band,5.79E-08,1.46E-07,6.93E-10,296,13296.1,3.94E-05,0.001469712,6.21E-06,0.000111651,6.351227236,3.94E-05,0.001469712,6.21E-06,0.000111651,1,0,0.007310542,2.22E-06,7.40E-06,3.64E-08,-2.41E-08,6.45E-10,0.000164633,1,0,0.001253916,1.47E-06,-3.47E-06,2.41E-08,6.58E-09,4.26E-10,0.000109479
A Band,5.79E-08,1.46E-07,6.91E-10,296,13296.2,3.94E-05,0.001468431,6.21E-06,0.000111337,6.351227236,3.94E-05,0.001468431,6.21E-06,0.000111337,1,0,0.007320503,2.93E-06,7.49E-06,4.80E-08,-2.38E-08,8.50E-10,0.00021397,1,0,0.001257335,1.38E-06,-3.47E-06,2.26E-08,6.43E-09,4.01E-10,0.000102284
A Band,5.78E-08,1.46E-07,6.89E-10,296,13296.3,3.94E-05,0.001467149,6.21E-06,0.000111023,6.351227236,3.94E-05,0.001467149,6.21E-06,0.000111023,1,0,0.00733085,2.96E-06,7.58E-06,4.84E-08,-2.35E-08,8.57E-10,0.000221283,1,0,0.001261007,1.58E-06,-3.41E-06,2.58E-08,6.76E-09,4.57E-10,0.000116617
A Band,5.78E-08,1.46E-07,6.87E-10,296,13296.4,3.94E-05,0.001465867,6.21E-06,0.000110709,6.351227236,3.94E-05,0.001465867,6.21E-06,0.000110709,1,0,0.007337571,2.57E-06,7.54E-06,4.20E-08,-2.44E-08,7.44E-10,0.000191665,1,0,0.00126309,1.58E-06,-3.39E-06,2.58E-08,6.88E-09,4.57E-10,0.000117854
A Band,5.77E-08,1.46E-07,6.85E-10,296,13296.5,3.94E-05,0.001464768,6.21E-06,0.000110395,6.351227236,3.94E-05,0.001464768,6.21E-06,0.000110395,1,0,0.007348526,2.09E-06,7.65E-06,3.41E-08,-2.40E-08,6.04E-10,0.000144938,1,0,0.001264017,2.07E-06,-3.42E-06,3.39E-08,7.12E-09,6.01E-10,0.000148145
A Band,5.77E-08,1.46E-07,6.83E-10,296,13296.6,3.94E-05,0.001463486,6.21E-06,0.000110092,6.351227236,3.94E-05,0.001463486,6.21E-06,0.000110092,1,0,0.007358088,1.94E-06,7.69E-06,3.17E-08,-2.43E-08,5.61E-10,0.000144715,1,0,0.001267973,1.91E-06,-3.50E-06,3.12E-08,5.75E-09,5.52E-10,0.000136854
A Band,5.76E-08,1.46E-07,6.81E-10,296,13296.7,3.94E-05,0.001462205,6.21E-06,0.000109778,6.351227236,3.94E-05,0.001462205,6.21E-06,0.000109778,1,0,0.007364082,3.30E-06,7.71E-06,5.41E-08,-2.42E-08,9.58E-10,0.000245217,1,0,0.001269635,1.42E-06,-3.48E-06,2.32E-08,6.04E-09,4.12E-10,0.000103295
A Band,5.76E-08,1.46E-07,6.79E-10,296,13296.8,3.94E-05,0.001460923,6.21E-06,0.000109464,6.351227236,3.94E-05,0.001460923,6.21E-06,0.000109464,1,0,0.007371244,2.09E-06,7.68E-06,3.43E-08,-2.50E-08,6.07E-10,0.000142934,1,0,0.001270806,9.23E-07,-3.45E-06,1.51E-08,6.42E-09,2.68E-10,6.30E-05
A Band,5.75E-08,1.46E-07,6.77E-10,296,13296.9,3.94E-05,0.001459824,6.21E-06,0.00010915,6.351227236,3.94E-05,0.001459824,6.21E-06,0.00010915,1,0,0.007381026,1.88E-06,7.77E-06,3.07E-08,-2.47E-08,5.44E-10,0.000131478,1,0,0.001273979,9.36E-07,-3.50E-06,1.53E-08,5.80E-09,2.71E-10,6.68E-05
A Band,5.75E-08,1.46E-07,6.76E-10,296,13297,3.94E-05,0.001458542,6.21E-06,0.000108848,6.351227236,3.94E-05,0.001458542,6.21E-06,0.000108848,1,0,0.007389812,1.63E-06,7.83E-06,2.67E-08,-2.46E-08,4.73E-10,0.000122053,1,0,0.001272243,1.01E-06,-3.44E-06,1.65E-08,7.20E-09,2.92E-10,7.20E-05
A Band,5.74E-08,1.46E-07,6.74E-10,296,13297.1,3.94E-05,0.00145726,6.21E-06,0.000108534,6.351227236,3.94E-05,0.00145726,6.21E-06,0.000108534,1,0,0.007398278,2.27E-06,7.94E-06,3.71E-08,-2.40E-08,6.57E-10,0.000168767,1,0,0.001275782,1.70E-06,-3.44E-06,2.79E-08,6.94E-09,4.94E-10,0.000123985
A Band,5.74E-08,1.46E-07,6.72E-10,296,13297.2,3.94E-05,0.001455978,6.21E-06,0.000108232,6.351227236,3.94E-05,0.001455978,6.21E-06,0.000108232,1,0,0.007406076,3.27E-06,8.00E-06,5.36E-08,-2.36E-08,9.49E-10,0.000237558,1,0,0.001280048,1.70E-06,-3.42E-06,2.77E-08,6.93E-09,4.91E-10,0.00012403
A Band,5.74E-08,1.46E-07,6.70E-10,296,13297.3,3.94E-05,0.00145488,6.21E-06,0.000107918,6.351227236,3.94E-05,0.00145488,6.21E-06,0.000107918,1,0,0.007414157,2.49E-06,7.96E-06,4.08E-08,-2.47E-08,7.23E-10,0.00018642,1,0,0.001281862,1.43E-06,-3.45E-06,2.35E-08,6.67E-09,4.15E-10,0.000106094
A Band,5.73E-08,1.46E-07,6.68E-10,296,13297.4,3.94E-05,0.001453598,6.21E-06,0.000107615,6.351227236,3.94E-05,0.001453598,6.21E-06,0.000107615,1,0,0.007422935,2.84E-06,8.02E-06,4.64E-08,-2.46E-08,8.22E-10,0.00021151,1,0,0.001284008,1.69E-06,-3.43E-06,2.77E-08,6.78E-09,4.91E-10,0.000122956
A Band,5.73E-08,1.46E-07,6.66E-10,296,13297.5,3.94E-05,0.001452316,6.21E-06,0.000107313,6.351227236,3.94E-05,0.001452316,6.21E-06,0.000107313,1,0,0.00743424,1.77E-06,8.09E-06,2.90E-08,-2.48E-08,5.14E-10,0.000130645,1,0,0.001285862,2.18E-06,-3.47E-06,3.56E-08,6.50E-09,6.31E-10,0.000160915
A Band,5.72E-08,1.46E-07,6.64E-10,296,13297.6,3.94E-05,0.001451217,6.21E-06,0.00010701,6.351227236,3.94E-05,0.001451217,6.21E-06,0.00010701,1,0,0.007439142,2.73E-06,8.08E-06,4.47E-08,-2.49E-08,7.92E-10,0.000204156,1,0,0.001288618,2.03E-06,-3.51E-06,3.32E-08,6.00E-09,5.88E-10,0.000150782
A Band,5.72E-08,1.46E-07,6.62E-10,296,13297.7,3.94E-05,0.001449936,6.21E-06,0.000106696,6.351227236,3.94E-05,0.001449936,6.21E-06,0.000106696,1,0,0.007447083,2.80E-06,8.21E-06,4.58E-08,-2.40E-08,8.10E-10,0.000209128,1,0,0.001293512,1.86E-06,-3.49E-06,3.04E-08,5.84E-09,5.38E-10,0.000133175
A Band,5.71E-08,1.46E-07,6.60E-10,296,13297.8,3.94E-05,0.001448654,6.21E-06,0.000106394,6.351227236,3.94E-05,0.001448654,6.21E-06,0.000106394,1,0,0.007453618,1.52E-06,8.13E-06,2.48E-08,-2.53E-08,4.40E-10,0.000112779,1,0,0.001294087,1.42E-06,-3.45E-06,2.33E-08,6.36E-09,4.13E-10,9.87E-05
A Band,5.71E-08,1.46E-07,6.58E-10,296,13297.9,3.94E-05,0.001447372,6.21E-06,0.000106092,6.351227236,3.94E-05,0.001447372,6.21E-06,0.000106092,1,0,0.007462164,1.87E-06,8.19E-06,3.06E-08,-2.51E-08,5.42E-10,0.000139914,1,0,0.001295536,1.01E-06,-3.43E-06,1.65E-08,6.67E-09,2.92E-10,7.14E-05
A Band,5.70E-08,1.46E-07,6.57E-10,296,13298,3.94E-05,0.001446273,6.21E-06,0.000105789,6.351227236,3.94E-05,0.001446273,6.21E-06,0.000105789,1,0,0.007470299,2.30E-06,8.27E-06,3.76E-08,-2.48E-08,6.67E-10,0.000170821,1,0,0.001296599,8.63E-07,-3.46E-06,1.41E-08,6.87E-09,2.50E-10,6.35E-05
A Band,5.70E-08,1.46E-07,6.55E-10,296,13298.1,3.94E-05,0.001444991,6.21E-06,0.000105487,6.351227236,3.94E-05,0.001444991,6.21E-06,0.000105487,1,0,0.00748135,2.20E-06,8.35E-06,3.60E-08,-2.48E-08,6.37E-10,0.000161656,1,0,0.001299013,1.07E-06,-3.44E-06,1.75E-08,6.92E-09,3.10E-10,7.58E-05
A Band,5.69E-08,1.46E-07,6.53E-10,296,13298.2,3.94E-05,0.00144371,6.21E-06,0.000105196,6.351227236,3.94E-05,0.00144371,6.21E-06,0.000105196,1,0,0.007489144,2.08E-06,8.37E-06,3.40E-08,-2.49E-08,6.01E-10,0.000154455,1,0,0.001300145,1.55E-06,-3.42E-06,2.53E-08,7.41E-09,4.48E-10,0.000113824
A Band,5.69E-08,1.46E-07,6.51E-10,296,13298.3,3.94E-05,0.001442611,6.21E-06,0.000104894,6.351227236,3.94E-05,0.001442611,6.21E-06,0.000104894,1,0,0.007497111,2.41E-06,8.45E-06,3.95E-08,-2.45E-08,6.99E-10,0.00017763,1,0,0.001305335,1.69E-06,-3.45E-06,2.77E-08,6.61E-09,4.90E-10,0.000126392
A Band,5.68E-08,1.46E-07,6.49E-10,296,13298.4,3.94E-05,0.001441329,6.21E-06,0.000104591,6.351227236,3.94E-05,0.001441329,6.21E-06,0.000104591,1,0,0.007502806,1.60E-06,8.38E-06,2.62E-08,-2.57E-08,4.65E-10,0.000119885,1,0,0.001304861,1.58E-06,-3.52E-06,2.58E-08,6.05E-09,4.57E-10,0.000116662
A Band,5.68E-08,1.46E-07,6.47E-10,296,13298.5,3.94E-05,0.001440047,6.21E-06,0.000104301,6.351227236,3.94E-05,0.001440047,6.21E-06,0.000104301,1,0,0.00751088,2.44E-06,8.41E-06,4.00E-08,-2.59E-08,7.08E-10,0.000176335,1,0,0.001306734,1.62E-06,-3.49E-06,2.65E-08,6.32E-09,4.69E-10,0.000120776
A Band,5.67E-08,1.46E-07,6.46E-10,296,13298.6,3.94E-05,0.001438948,6.21E-06,0.000103998,6.351227236,3.94E-05,0.001438948,6.21E-06,0.000103998,1,0,0.007520708,2.58E-06,8.51E-06,4.22E-08,-2.55E-08,7.48E-10,0.000192798,1,0,0.001312002,1.76E-06,-3.51E-06,2.88E-08,5.98E-09,5.10E-10,0.000131718
A Band,5.67E-08,1.46E-07,6.44E-10,296,13298.7,3.94E-05,0.001437667,6.21E-06,0.000103707,6.351227236,3.94E-05,0.001437667,6.21E-06,0.000103707,1,0,0.00753228,1.72E-06,8.57E-06,2.81E-08,-2.58E-08,4.98E-10,0.000125306,1,0,0.001312715,1.90E-06,-3.48E-06,3.10E-08,6.51E-09,5.50E-10,0.000141812
A Band,5.66E-08,1.46E-07,6.42E-10,296,13298.8,3.94E-05,0.001436385,6.21E-06,0.000103405,6.351227236,3.94E-05,0.001436385,6.21E-06,0.000103405,1,0,0.007539221,1.54E-06,8.67E-06,2.52E-08,-2.51E-08,4.47E-10,0.000114748,1,0,0.001316593,2.10E-06,-3.44E-06,3.44E-08,6.61E-09,6.08E-10,0.000145828
A Band,5.66E-08,1.46E-07,6.40E-10,296,13298.9,3.94E-05,0.001435286,6.21E-06,0.000103114,6.351227236,3.94E-05,0.001435286,6.21E-06,0.000103114,1,0,0.007546671,1.89E-06,8.70E-06,3.09E-08,-2.51E-08,5.47E-10,0.00013958,1,0,0.001318487,9.93E-07,-3.48E-06,1.63E-08,6.34E-09,2.88E-10,7.19E-05
A Band,5.65E-08,1.46E-07,6.38E-10,296,13299,3.94E-05,0.001434004,6.21E-06,0.000102812,6.351227236,3.94E-05,0.001434004,6.21E-06,0.000102812,1,0,0.007554846,2.71E-06,8.78E-06,4.43E-08,-2.47E-08,7.84E-10,0.000200677,1,0,0.00132046,5.46E-07,-3.45E-06,8.94E-09,6.51E-09,1.58E-10,3.99E-05
A Band,5.65E-08,1.46E-07,6.36E-10,296,13299.1,3.94E-05,0.001432906,6.21E-06,0.000102521,6.351227236,3.94E-05,0.001432906,6.21E-06,0.000102521,1,0,0.00756514,1.98E-06,8.83E-06,3.24E-08,-2.50E-08,5.74E-10,0.000147871,1,0,0.001322434,9.10E-07,-3.49E-06,1.49E-08,6.32E-09,2.64E-10,6.47E-05
A Band,5.64E-08,1.46E-07,6.35E-10,296,13299.2,3.94E-05,0.001431624,6.21E-06,0.00010223,6.351227236,3.94E-05,0.001431624,6.21E-06,0.00010223,1,0,0.007572123,2.37E-06,8.87E-06,3.88E-08,-2.48E-08,6.87E-10,0.000174935,1,0,0.00132401,1.55E-06,-3.47E-06,2.53E-08,6.76E-09,4.48E-10,0.000108049
A Band,5.64E-08,1.46E-07,6.33E-10,296,13299.3,3.94E-05,0.001430342,6.21E-06,0.00010194,6.351227236,3.94E-05,0.001430342,6.21E-06,0.00010194,1,0,0.007579488,3.15E-06,8.91E-06,5.16E-08,-2.48E-08,9.13E-10,0.000228411,1,0,0.001324284,1.89E-06,-3.43E-06,3.10E-08,7.40E-09,5.49E-10,0.000136088
A Band,5.63E-08,1.46E-07,6.31E-10,296,13299.4,3.94E-05,0.001429243,6.21E-06,0.000101649,6.351227236,3.94E-05,0.001429243,6.21E-06,0.000101649,1,0,0.007583739,2.59E-06,8.81E-06,4.24E-08,-2.62E-08,7.50E-10,0.000187632,1,0,0.001328544,1.81E-06,-3.57E-06,2.96E-08,5.59E-09,5.24E-10,0.000134904
A Band,5.63E-08,1.46E-07,6.29E-10,296,13299.5,3.94E-05,0.001427961,6.21E-06,0.000101358,6.351227236,3.94E-05,0.001427961,6.21E-06,0.000101358,1,0,0.007596743,1.96E-06,8.90E-06,3.21E-08,-2.63E-08,5.68E-10,0.000137642,1,0,0.001329005,1.53E-06,-3.53E-06,2.51E-08,6.15E-09,4.45E-10,0.000114749
A Band,5.62E-08,1.46E-07,6.27E-10,296,13299.6,3.94E-05,0.001426679,6.21E-06,0.000101067,6.351227236,3.94E-05,0.001426679,6.21E-06,0.000101067,1,0,0.007603924,1.49E-06,8.94E-06,2.44E-08,-2.62E-08,4.31E-10,0.000110614,1,0,0.001333922,1.84E-06,-3.48E-06,3.01E-08,6.21E-09,5.33E-10,0.000131924
A Band,5.62E-08,1.46E-07,6.26E-10,296,13299.7,3.94E-05,0.001425581,6.21E-06,0.000100777,6.351227236,3.94E-05,0.001425581,6.21E-06,0.000100777,1,0,0.00761088,1.79E-06,8.99E-06,2.93E-08,-2.60E-08,5.18E-10,0.000132765,1,0,0.001335735,1.56E-06,-3.51E-06,2.55E-08,6.05E-09,4.51E-10,0.000116376
A Band,5.61E-08,1.46E-07,6.24E-10,296,13299.8,3.94E-05,0.001424299,6.21E-06,0.000100486,6.351227236,3.94E-05,0.001424299,6.21E-06,0.000100486,1,0,0.00762095,2.15E-06,9.05E-06,3.52E-08,-2.63E-08,6.23E-10,0.000157885,1,0,0.00133679,1.77E-06,-3.48E-06,2.90E-08,6.47E-09,5.13E-10,0.00013201
A Band,5.61E-08,1.46E-07,6.22E-10,296,13299.9,3.94E-05,0.0014232,6.21E-06,0.000100195,6.351227236,3.94E-05,0.0014232,6.21E-06,0.000100195,1,0,0.007626177,1.69E-06,9.11E-06,2.76E-08,-2.57E-08,4.89E-10,0.000125916,1,0,0.001339155,1.58E-06,-3.49E-06,2.58E-08,6.64E-09,4.57E-10,0.000117234
A Band,5.61E-08,1.46E-07,6.20E-10,296,13300,3.94E-05,0.001421918,6.21E-06,9.99E-05,6.351227236,3.94E-05,0.001421918,6.21E-06,9.99E-05,1,0,0.007633631,2.47E-06,9.11E-06,4.05E-08,-2.61E-08,7.16E-10,0.000182238,1,0,0.001342306,8.57E-07,-3.48E-06,1.40E-08,6.60E-09,2.48E-10,6.24E-05
A Band,5.60E-08,1.46E-07,6.18E-10,296,13300.1,3.94E-05,0.00142082,6.21E-06,9.96E-05,6.351227236,3.94E-05,0.00142082,6.21E-06,9.96E-05,1,0,0.007648711,2.10E-06,9.28E-06,3.43E-08,-2.57E-08,6.08E-10,0.000154847,1,0,0.001343755,8.55E-07,-3.51E-06,1.40E-08,6.44E-09,2.48E-10,6.06E-05
A Band,5.60E-08,1.46E-07,6.17E-10,296,13300.2,3.94E-05,0.001419538,6.21E-06,9.93E-05,6.351227236,3.94E-05,0.001419538,6.21E-06,9.93E-05,1,0,0.007654843,1.72E-06,9.30E-06,2.81E-08,-2.58E-08,4.98E-10,0.000128458,1,0,0.001346256,1.23E-06,-3.49E-06,2.01E-08,6.50E-09,3.56E-10,8.50E-05
A Band,5.59E-08,1.46E-07,6.15E-10,296,13300.3,3.94E-05,0.001418256,6.21E-06,9.91E-05,6.351227236,3.94E-05,0.001418256,6.21E-06,9.91E-05,1,0,0.007662314,1.70E-06,9.36E-06,2.78E-08,-2.55E-08,4.93E-10,0.000127145,1,0,0.001345832,1.64E-06,-3.45E-06,2.69E-08,7.39E-09,4.76E-10,0.000117919
A Band,5.59E-08,1.46E-07,6.13E-10,296,13300.4,3.94E-05,0.001417157,6.21E-06,9.88E-05,6.351227236,3.94E-05,0.001417157,6.21E-06,9.88E-05,1,0,0.007669601,1.78E-06,9.37E-06,2.91E-08,-2.58E-08,5.14E-10,0.000131127,1,0,0.001349234,1.35E-06,-3.59E-06,2.21E-08,5.57E-09,3.92E-10,0.000100086
A Band,5.58E-08,1.46E-07,6.11E-10,296,13300.5,3.94E-05,0.001415875,6.21E-06,9.85E-05,6.351227236,3.94E-05,0.001415875,6.21E-06,9.85E-05,1,0,0.007677637,2.41E-06,9.42E-06,3.94E-08,-2.58E-08,6.98E-10,0.000179441,1,0,0.001352978,2.04E-06,-3.52E-06,3.33E-08,6.00E-09,5.90E-10,0.000149265
