 21 6341.084415 3.359E-30 4.312E-06.06270.070 2004.66030.72-.008626       3 1 1 12       0 1 1 01                    Q 58f     565553342910 9 711   117.0  117.0,17658801,ElecStateLabel=X;v1=3;v2=1;l2=1;v3=1;J=58;r=2;kronigParity=e,ElecStateLabel=X;v1=0;v2=1;l2=1;v3=0;J=58;r=1;parity=-;kronigParity=f,#,0.0,0.06404,0.00523,-0.008626,#,#,0.0
 22 6341.147371 2.530E-30 4.829E-05.06590.074 1604.66290.74-.007223       4 2 2 01       0 1 1 01                    R 49e     366563243110 9 711   202.0  198.0,18540105,ElecStateLabel=X;v1=4;v2=2;l2=2;v3=0;J=50;r=1;kronigParity=e,ElecStateLabel=X;v1=0;v2=1;l2=1;v3=0;J=49;r=1;parity=-;kronigParity=e,#,0.014988,0.06567,0.00515,-0.007223,#,#,0.014988
 21 6341.180510 1.108E-30 5.984E-03.07370.100 3461.01060.70-.006437       3 5 5 12       0 5 5 01                    P 17e     466663342910 9 711    33.0   35.0,17658804,ElecStateLabel=X;v1=3;v2=5;l2=5;v3=1;J=16;r=2;kronigParity=e,ElecStateLabel=X;v1=0;v2=5;l2=5;v3=0;J=17;r=1;parity=-;kronigParity=e,#,0.0,0.07465,0.00678,-0.006437,#,#,0.0
 21 6341.186785 7.896E-28 1.564E-02.06730.082 2481.56240.75-.007533       4 1 1 13       1 1 1 02                    R 37e     566663342910 9 711    77.0   75.0,17658803,ElecStateLabel=X;v1=4;v2=1;l2=1;v3=1;J=38;r=3;kronigParity=e,ElecStateLabel=X;v1=1;v2=1;l2=1;v3=0;J=37;r=2;parity=-;kronigParity=e,#,0.0,0.06765,0.00524,-0.007533,#,#,0.0
 21 6341.189870 4.533E-30 1.077E-03.05910.066 3114.11500.69-.008201       4 3 3 02       1 0 0 02                    R 68e     465553342910 9 711   139.0  137.0,17658802,ElecStateLabel=X;v1=4;v2=3;l2=3;v3=0;J=69;r=2;kronigParity=e,ElecStateLabel=X;v1=1;v2=0;l2=0;v3=0;J=68;r=2;parity=+;kronigParity=e,#,0.0,0.06131,0.00536,-0.008201,#,#,0.0
 24 6341.202589 4.569E-30 6.058E-03.06470.071 1791.05330.73-.008655       3 1 1 12       0 1 1 01                    R 54f     365553243210 9 711   666.0  654.0,18540106,ElecStateLabel=X;v1=3;v2=1;l2=1;v3=1;J=55;r=2;kronigParity=f,ElecStateLabel=X;v1=0;v2=1;l2=1;v3=0;J=54;r=1;parity=-;kronigParity=f,#,0.0,0.06469,0.0052,-0.008655,#,#,0.0
 22 6341.203256 1.430E-30 3.260E-05.06580.073 1645.26680.74-.007278       4 2 2 01       0 1 1 01                    R 50f     366553243110 9 711   206.0  202.0,18540107,ElecStateLabel=X;v1=4;v2=2;l2=2;v3=0;J=51;r=1;kronigParity=f,ElecStateLabel=X;v1=0;v2=1;l2=1;v3=0;J=50;r=1;parity=-;kronigParity=f,#,-0.044663,0.06548,0.00515,-0.007278,#,#,-0.044663
 21 6341.204270 1.374E-29 1.124E-04.07310.099 2137.42310.70-.007334       2 2 2 23       0 3 3 01                    P 18f     466663342910 9 711    35.0   37.0,17658805,ElecStateLabel=X;v1=2;v2=2;l2=2;v3=2;J=17;r=3;kronigParity=f,ElecStateLabel=X;v1=0;v2=3;l2=3;v3=0;J=18;r=1;parity=-;kronigParity=f,#,0.0,0.07404,0.00667,-0.007334,#,#,0.0
 24 6341.209598 1.170E-30 6.078E-03.06120.068 2096.40770.71-.009046       3 1 1 12       0 1 1 01                    R 61e     365553243210 9 711   750.0  738.0,18540108,ElecStateLabel=X;v1=3;v2=1;l2=1;v3=1;J=62;r=2;kronigParity=e,ElecStateLabel=X;v1=0;v2=1;l2=1;v3=0;J=61;r=1;parity=-;kronigParity=e,#,0.0,0.06311,0.00529,-0.009046,#,#,0.0
 21 6341.216909 5.704E-29 1.293E-05.07700.104 1346.31960.68-.004355       5 1 1 02       1 0 0 02                    R 12e     466663342910 9 711    27.0   25.0,17658806,ElecStateLabel=X;v1=5;v2=1;l2=1;v3=0;J=13;r=2;kronigParity=e,ElecStateLabel=X;v1=1;v2=0;l2=0;v3=0;J=12;r=2;parity=+;kronigParity=e,#,0.013343,0.07717,0.00715,-0.004355,#,#,0.013343
 21 6341.227509 3.628E-30 1.365E-02.07060.093 3476.16330.72-.006453       4 3 3 13       1 3 3 02                    R 24f     466663342910 9 711    51.0   49.0,17658807,ElecStateLabel=X;v1=4;v2=3;l2=3;v3=1;J=25;r=3;kronigParity=f,ElecStateLabel=X;v1=1;v2=3;l2=3;v3=0;J=24;r=2;parity=-;kronigParity=f,#,0.0,0.07049,0.00599,-0.006453,#,#,0.0
 21 6341.236190 7.812E-29 1.459E-02.06960.090 2881.24350.73-.006725       4 2 2 13       1 2 2 02                    R 27f     566663342910 9 711    57.0   55.0,17658808,ElecStateLabel=X;v1=4;v2=2;l2=2;v3=1;J=28;r=3;kronigParity=f,ElecStateLabel=X;v1=1;v2=2;l2=2;v3=0;J=27;r=2;parity=+;kronigParity=f,#,0.0,0.06961,0.00575,-0.006725,#,#,0.0
 21 6341.254969 5.965E-25 7.373E-03.07310.099  801.17310.70-.006493       3 1 1 12       0 1 1 01                    P 18f     666663342910 9 711    35.0   37.0,17658809,ElecStateLabel=X;v1=3;v2=1;l2=1;v3=1;J=17;r=2;kronigParity=f,ElecStateLabel=X;v1=0;v2=1;l2=1;v3=0;J=18;r=1;parity=-;kronigParity=f,#,0.005784,0.07404,0.00667,-0.006493,#,#,0.005784
 22 6341.262440 1.160E-30 3.904E-05.07310.099 1503.33150.70-.007372       2 1 1 22       1 0 0 01                    P 18e     366663243110 9 711    70.0   74.0,18540109,ElecStateLabel=X;v1=2;v2=1;l2=1;v3=2;J=17;r=2;kronigParity=e,ElecStateLabel=X;v1=1;v2=0;l2=0;v3=0;J=18;r=1;parity=+;kronigParity=e,#,0.0,0.07404,0.00667,-0.007372,#,#,0.0
 22 6341.270605 3.290E-26 1.929E-03.06990.092  273.88090.73-.006909       3 0 0 11       0 0 0 01                    P 26e     366663243110 9 711   102.0  106.0,18540110,ElecStateLabel=X;v1=3;v2=0;l2=0;v3=1;J=25;r=1;kronigParity=e,ElecStateLabel=X;v1=0;v2=0;l2=0;v3=0;J=26;r=1;parity=+;kronigParity=e,#,0.006113,0.07052,0.00591,-0.006909,#,#,0.006113
 21 6341.356636 1.761E-30 6.388E-04.07780.107 2812.40680.68-.006798       3 1 1 23       1 2 2 01                    P 11f     466663342910 9 711    21.0   23.0,17658810,ElecStateLabel=X;v1=3;v2=1;l2=1;v3=2;J=10;r=3;kronigParity=f,ElecStateLabel=X;v1=1;v2=2;l2=2;v3=0;J=11;r=1;parity=+;kronigParity=f,#,-0.016789,0.07931,0.0073,-0.006798,#,#,-0.016789
 21 6341.396989 1.196E-23 8.054E-03.08080.111   28.09510.68-.005785       3 0 0 12       0 0 0 01                    P  8e     986663344510 9 711    15.0   17.0,17658811,ElecStateLabel=X;v1=3;v2=0;l2=0;v3=1;J=7;r=2;kronigParity=e,ElecStateLabel=X;v1=0;v2=0;l2=0;v3=0;J=8;r=1;parity=+;kronigParity=e,#,-0.003743,0.08222,0.00745,-0.005491,#,#,-0.003743
 21 6341.412174 2.071E-26 7.057E-03.07170.096 1516.05210.71-.006653       3 2 2 12       0 2 2 01                    P 21f     566663342910 9 711    41.0   43.0,17658812,ElecStateLabel=X;v1=3;v2=2;l2=2;v3=1;J=20;r=2;kronigParity=f,ElecStateLabel=X;v1=0;v2=2;l2=2;v3=0;J=21;r=1;parity=+;kronigParity=f,#,0.004983,0.07245,0.00637,-0.006653,#,#,0.004983
 21 6341.429650 8.910E-30 2.101E-02.09500.127 2797.13640.69-.003111       5 0 0 12       2 0 0 01                    R  0e     466663342910 9 711     3.0    1.0,17658813,ElecStateLabel=X;v1=5;v2=0;l2=0;v3=1;J=1;r=2;kronigParity=e,ElecStateLabel=X;v1=2;v2=0;l2=0;v3=0;J=0;r=1;parity=+;kronigParity=e,#,0.015378,0.09551,0.00731,-0.003111,#,#,0.015378
 22 6341.442606 1.300E-29 5.298E-07.07220.096  163.87610.71-.006102       2 2 2 11       0 0 0 01                    R 20e     366663243110 9 711    86.0   82.0,18540111,ElecStateLabel=X;v1=2;v2=2;l2=2;v3=1;J=21;r=1;kronigParity=e,ElecStateLabel=X;v1=0;v2=0;l2=0;v3=0;J=20;r=1;parity=+;kronigParity=e,#,0.0,0.07206,0.00637,-0.006102,#,#,0.0
 22 6341.473779 6.520E-30 1.369E-05.08850.118  653.16560.69-.004128       1 2 2 22       0 1 1 01                    R  3e     366663243110 9 711    18.0   14.0,18540112,ElecStateLabel=X;v1=1;v2=2;l2=2;v3=2;J=4;r=2;kronigParity=e,ElecStateLabel=X;v1=0;v2=1;l2=1;v3=0;J=3;r=1;parity=-;kronigParity=e,#,-0.006959,0.08636,0.00747,-0.004128,#,#,-0.006959
 22 6341.476150 2.240E-29 1.935E-03.06320.070 1938.35990.72-.008381       3 1 1 11       0 1 1 01                    P 57e     365553243110 9 711   226.0  230.0,18540113,ElecStateLabel=X;v1=3;v2=1;l2=1;v3=1;J=56;r=1;kronigParity=e,ElecStateLabel=X;v1=0;v2=1;l2=1;v3=0;J=57;r=1;parity=-;kronigParity=e,#,0.0,0.06459,0.00522,-0.008381,#,#,0.0
 21 6341.484848 2.725E-26 2.013E-02.08340.114 1404.57190.68-.005557       4 0 0 12       1 0 0 01                    P  6e     566663342910 9 711    11.0   13.0,17658814,ElecStateLabel=X;v1=4;v2=0;l2=0;v3=1;J=5;r=2;kronigParity=e,ElecStateLabel=X;v1=1;v2=0;l2=0;v3=0;J=6;r=1;parity=+;kronigParity=e,#,-0.00698,0.08431,0.00749,-0.005557,#,#,-0.00698
 23 6341.499778 2.569E-30 5.224E-06.06630.076  761.63330.74-.006996       4 1 1 01       0 0 0 01                    R 45e     366563243210 9 711    93.0   91.0,18540114,ElecStateLabel=X;v1=4;v2=1;l2=1;v3=0;J=46;r=1;kronigParity=e,ElecStateLabel=X;v1=0;v2=0;l2=0;v3=0;J=45;r=1;parity=-;kronigParity=e,#,-0.006122,0.06637,0.00513,-0.006996,#,#,-0.006122
 26 6341.614742 4.614E-30 1.268E-03.06790.084  450.38700.74-.007305       3 0 0 11       0 0 0 01                    R 34e     366663243210 9 711   852.0  828.0,18540115,ElecStateLabel=X;v1=3;v2=0;l2=0;v3=1;J=35;r=1;kronigParity=e,ElecStateLabel=X;v1=0;v2=0;l2=0;v3=0;J=34;r=1;parity=+;kronigParity=e,#,-0.009572,0.06815,0.00534,-0.007305,#,#,-0.009572
 22 6341.642510 7.610E-30 7.055E-06.07260.097  796.89080.71-.005057       5 0 0 01       0 1 1 01                    R 19e     366663243110 9 711    82.0   78.0,18540116,ElecStateLabel=X;v1=5;v2=0;l2=0;v3=0;J=20;r=1;kronigParity=e,ElecStateLabel=X;v1=0;v2=1;l2=1;v3=0;J=19;r=1;parity=-;kronigParity=e,#,0.003277,0.07254,0.00647,-0.005057,#,#,0.003277
 21 6341.646265 1.442E-30 2.538E-02.08490.114 3512.38400.68-.003960       5 1 1 12       2 1 1 01                    R  5e     466663342910 9 711    13.0   11.0,17658815,ElecStateLabel=X;v1=5;v2=1;l2=1;v3=1;J=6;r=2;kronigParity=e,ElecStateLabel=X;v1=2;v2=1;l2=1;v3=0;J=5;r=1;parity=-;kronigParity=e,#,0.0,0.08395,0.00749,-0.00396,#,#,0.0
 24 6341.656955 3.789E-30 6.044E-03.06420.070 1832.72560.73-.008713       3 1 1 12       0 1 1 01                    R 55f     365553243210 9 711   678.0  666.0,18540117,ElecStateLabel=X;v1=3;v2=1;l2=1;v3=1;J=56;r=2;kronigParity=f,ElecStateLabel=X;v1=0;v2=1;l2=1;v3=0;J=55;r=1;parity=+;kronigParity=f,#,0.0,0.06448,0.00521,-0.008713,#,#,0.0
 21 6341.657032 2.850E-29 6.267E-03.07220.097 2836.78400.71-.006601       3 4 4 12       0 4 4 01                    P 20e     466663342910 9 711    39.0   41.0,17658816,ElecStateLabel=X;v1=3;v2=4;l2=4;v3=1;J=19;r=2;kronigParity=e,ElecStateLabel=X;v1=0;v2=4;l2=4;v3=0;J=20;r=1;parity=+;kronigParity=e,#,0.0,0.07294,0.00647,-0.006601,#,#,0.0
 21 6341.703904 3.864E-29 1.959E-02.08200.112 2782.65110.68-.005678       4 2 2 12       1 2 2 01                    P  7f     466663342910 9 711    13.0   15.0,17658817,ElecStateLabel=X;v1=4;v2=2;l2=2;v3=1;J=6;r=2;kronigParity=f,ElecStateLabel=X;v1=1;v2=2;l2=2;v3=0;J=7;r=1;parity=+;kronigParity=f,#,0.0,0.08325,0.00748,-0.005678,#,#,0.0
 21 6341.718535 8.755E-28 1.557E-02.06750.083 2453.92450.74-.007458       4 1 1 13       1 1 1 02                    R 36f     566663342910 9 711    75.0   73.0,17658818,ElecStateLabel=X;v1=4;v2=1;l2=1;v3=1;J=37;r=3;kronigParity=f,ElecStateLabel=X;v1=1;v2=1;l2=1;v3=0;J=36;r=2;parity=-;kronigParity=f,#,0.0,0.06781,0.00527,-0.007458,#,#,0.0
 22 6341.719792 1.650E-30 1.559E-03.06830.087 2310.33860.74-.007206       4 1 1 12       1 1 1 02                    P 32f     366663243110 9 711   126.0  130.0,18540118,ElecStateLabel=X;v1=4;v2=1;l2=1;v3=1;J=31;r=2;kronigParity=f,ElecStateLabel=X;v1=1;v2=1;l2=1;v3=0;J=32;r=2;parity=-;kronigParity=f,#,0.0,0.069,0.00549,-0.007206,#,#,0.0
 21 6341.724751 1.272E-27 2.075E-02.08080.111 2105.03130.68-.005785       4 1 1 12       1 1 1 01                    P  8f     566663342910 9 711    15.0   17.0,17658819,ElecStateLabel=X;v1=4;v2=1;l2=1;v3=1;J=7;r=2;kronigParity=f,ElecStateLabel=X;v1=1;v2=1;l2=1;v3=0;J=8;r=1;parity=-;kronigParity=f,#,0.0,0.08222,0.00745,-0.005785,#,#,0.0
 22 6341.731257 1.590E-30 1.196E-05.06650.077 1387.02960.74-.009044       2 0 0 23       0 1 1 01                    R 43e     366563243110 9 711   178.0  174.0,18540119,ElecStateLabel=X;v1=2;v2=0;l2=0;v3=2;J=44;r=3;kronigParity=e,ElecStateLabel=X;v1=0;v2=1;l2=1;v3=0;J=43;r=1;parity=-;kronigParity=e,#,-0.012265,0.0667,0.00514,-0.009044,#,#,-0.012265
 21 6341.775139 7.275E-29 1.460E-02.06930.089 2903.18730.73-.006812       4 2 2 13       1 2 2 02                    R 28e     566663342910 9 711    59.0   57.0,17658820,ElecStateLabel=X;v1=4;v2=2;l2=2;v3=1;J=29;r=3;kronigParity=e,ElecStateLabel=X;v1=1;v2=2;l2=2;v3=0;J=28;r=2;parity=+;kronigParity=e,#,0.0,0.06936,0.00567,-0.006812,#,#,0.0
 21 6341.776452 9.109E-30 1.185E-04.06530.072 2462.67570.73-.008587       3 2 2 12       1 0 0 01                    R 52e     565553342910 9 711   107.0  105.0,17658821,ElecStateLabel=X;v1=3;v2=2;l2=2;v3=1;J=53;r=2;kronigParity=e,ElecStateLabel=X;v1=1;v2=0;l2=0;v3=0;J=52;r=1;parity=+;kronigParity=e,#,0.0,0.0651,0.00517,-0.008587,#,#,0.0
 21 6341.829803 3.426E-30 1.365E-02.07020.092 3495.78680.73-.006545       4 3 3 13       1 3 3 02                    R 25e     466663342910 9 711    53.0   51.0,17658822,ElecStateLabel=X;v1=4;v2=3;l2=3;v3=1;J=26;r=3;kronigParity=e,ElecStateLabel=X;v1=1;v2=3;l2=3;v3=0;J=25;r=2;parity=-;kronigParity=e,#,0.0,0.07017,0.00591,-0.006545,#,#,0.0
 21 6341.856558 1.234E-28 5.004E-05.07420.101 1494.30710.69-.007233       2 1 1 23       1 0 0 01                    P 16e     566663342910 9 711    31.0   33.0,17658823,ElecStateLabel=X;v1=2;v2=1;l2=1;v3=2;J=15;r=3;kronigParity=e,ElecStateLabel=X;v1=1;v2=0;l2=0;v3=0;J=16;r=1;parity=+;kronigParity=e,#,-0.002582,0.07531,0.00687,-0.007233,#,#,-0.002582
 21 6341.871626 7.627E-28 6.698E-03.07170.096 2184.49500.71-.006653       3 3 3 12       0 3 3 01                    P 21e     466663342910 9 711    41.0   43.0,17658824,ElecStateLabel=X;v1=3;v2=3;l2=3;v3=1;J=20;r=2;kronigParity=e,ElecStateLabel=X;v1=0;v2=3;l2=3;v3=0;J=21;r=1;parity=-;kronigParity=e,#,0.004966,0.07245,0.00637,-0.006653,#,#,0.004966
 21 6341.876736 3.712E-30 2.624E-04.05680.063 2912.15730.63-.010256       2 2 2 12       0 0 0 01                    R 86e     465553342910 9 711   175.0  173.0,17658825,ElecStateLabel=X;v1=2;v2=2;l2=2;v3=1;J=87;r=2;kronigParity=e,ElecStateLabel=X;v1=0;v2=0;l2=0;v3=0;J=86;r=1;parity=+;kronigParity=e,#,0.0,0.05615,0.00534,-0.010256,#,#,0.0
 21 6341.877830 2.685E-30 3.745E-05.06880.088 2368.03680.74-.005966       5 2 2 02       0 3 3 01                    R 30f     466663342910 9 711    63.0   61.0,17658826,ElecStateLabel=X;v1=5;v2=2;l2=2;v3=0;J=31;r=2;kronigParity=f,ElecStateLabel=X;v1=0;v2=3;l2=3;v3=0;J=30;r=1;parity=-;kronigParity=f,#,-0.000742,0.0689,0.00554,-0.005966,#,#,-0.000742
 21 6341.958772 6.045E-25 7.395E-03.07370.100  786.90280.70-.006437       3 1 1 12       0 1 1 01                    P 17e     666663342910 9 711    33.0   35.0,17658827,ElecStateLabel=X;v1=3;v2=1;l2=1;v3=1;J=16;r=2;kronigParity=e,ElecStateLabel=X;v1=0;v2=1;l2=1;v3=0;J=17;r=1;parity=-;kronigParity=e,#,0.001668,0.07465,0.00678,-0.006437,#,#,0.001668
 21 6342.041704 6.202E-28 1.565E-02.06700.080 2541.66900.75-.007680       4 1 1 13       1 1 1 02                    R 39e     566663342910 9 711    81.0   79.0,17658828,ElecStateLabel=X;v1=4;v2=1;l2=1;v3=1;J=40;r=3;kronigParity=e,ElecStateLabel=X;v1=1;v2=1;l2=1;v3=0;J=39;r=2;parity=-;kronigParity=e,#,0.0,0.06733,0.00519,-0.00768,#,#,0.0
 21 6342.092786 5.372E-30 4.616E-06.06380.070 1914.87870.73-.008525       3 1 1 12       0 1 1 01                    Q 56f     565553342910 9 711   113.0  113.0,17658829,ElecStateLabel=X;v1=3;v2=1;l2=1;v3=1;J=56;r=2;kronigParity=e,ElecStateLabel=X;v1=0;v2=1;l2=1;v3=0;J=56;r=1;parity=-;kronigParity=f,#,0.0,0.06448,0.00521,-0.008525,#,#,0.0
 21 6342.099720 1.107E-30 5.965E-03.07420.101 3447.62510.69-.006379       3 5 5 12       0 5 5 01                    P 16f     466663342910 9 711    31.0   33.0,17658830,ElecStateLabel=X;v1=3;v2=5;l2=5;v3=1;J=15;r=2;kronigParity=f,ElecStateLabel=X;v1=0;v2=5;l2=5;v3=0;J=16;r=1;parity=-;kronigParity=f,#,0.0,0.07531,0.00687,-0.006379,#,#,0.0
 24 6342.106368 3.129E-30 6.029E-03.06380.070 1875.15250.72-.008770       3 1 1 12       0 1 1 01                    R 56f     365553243210 9 711   690.0  678.0,18540120,ElecStateLabel=X;v1=3;v2=1;l2=1;v3=1;J=57;r=2;kronigParity=f,ElecStateLabel=X;v1=0;v2=1;l2=1;v3=0;J=56;r=1;parity=-;kronigParity=f,#,0.0,0.06426,0.00522,-0.00877,#,#,0.0
 21 6342.119025 1.480E-30 5.692E-04.07870.108 2803.79330.68-.006702       3 1 1 23       1 2 2 01                    P 10e     466663342910 9 711    19.0   21.0,17658831,ElecStateLabel=X;v1=3;v2=1;l2=1;v3=2;J=9;r=3;kronigParity=e,ElecStateLabel=X;v1=1;v2=2;l2=2;v3=0;J=10;r=1;parity=+;kronigParity=e,#,-0.028618,0.08025,0.00736,-0.006702,#,#,-0.028618
 21 6342.148306 2.801E-28 2.127E-05.06170.069 1426.41530.72-.007312       4 1 1 01       0 0 0 01                    P 60e     465553342910 9 711   119.0  121.0,17658832,ElecStateLabel=X;v1=4;v2=1;l2=1;v3=0;J=59;r=1;kronigParity=e,ElecStateLabel=X;v1=0;v2=0;l2=0;v3=0;J=60;r=1;parity=+;kronigParity=e,#,0.005628,0.06393,0.00526,-0.007312,#,#,0.005628
 26 6342.186544 4.154E-30 1.263E-03.06770.084  476.86930.74-.007382       3 0 0 11       0 0 0 01                    R 35e     366663243210 9 711   876.0  852.0,18540121,ElecStateLabel=X;v1=3;v2=0;l2=0;v3=1;J=36;r=1;kronigParity=e,ElecStateLabel=X;v1=0;v2=0;l2=0;v3=0;J=35;r=1;parity=-;kronigParity=e,#,-0.009811,0.06798,0.0053,-0.007382,#,#,-0.009811
 21 6342.197016 1.267E-29 1.027E-04.07370.100 2123.30070.70-.007267       2 2 2 23       0 3 3 01                    P 17e     466663342910 9 711    33.0   35.0,17658833,ElecStateLabel=X;v1=2;v2=2;l2=2;v3=2;J=16;r=3;kronigParity=e,ElecStateLabel=X;v1=0;v2=3;l2=3;v3=0;J=17;r=1;parity=-;kronigParity=e,#,0.0,0.07465,0.00678,-0.007267,#,#,0.0
 22 6342.205860 7.140E-30 1.246E-05.08660.116  656.30310.69-.004395       1 2 2 22       0 1 1 01                    R  4f     366663243110 9 711    22.0   18.0,18540122,ElecStateLabel=X;v1=1;v2=2;l2=2;v3=2;J=5;r=2;kronigParity=f,ElecStateLabel=X;v1=0;v2=1;l2=1;v3=0;J=4;r=1;parity=-;kronigParity=f,#,-0.005588,0.08508,0.00749,-0.004395,#,#,-0.005588
 22 6342.228912 5.230E-29 1.041E-03.07870.107 1308.82660.68-.004850       4 0 0 12       1 0 0 02                    R 10e     366663243110 9 711    46.0   42.0,18540123,ElecStateLabel=X;v1=4;v2=0;l2=0;v3=1;J=11;r=2;kronigParity=e,ElecStateLabel=X;v1=1;v2=0;l2=0;v3=0;J=10;r=2;parity=+;kronigParity=e,#,0.004244,0.07892,0.0073,-0.00485,#,#,0.004244
 23 6342.315941 2.301E-30 5.401E-06.06620.075  795.46010.74-.007054       4 1 1 01       0 0 0 01                    R 46e     366563243210 9 711    95.0   93.0,18540124,ElecStateLabel=X;v1=4;v2=1;l2=1;v3=0;J=47;r=1;kronigParity=e,ElecStateLabel=X;v1=0;v2=0;l2=0;v3=0;J=46;r=1;parity=+;kronigParity=e,#,-0.006636,0.0662,0.00513,-0.007054,#,#,-0.006636
 21 6342.325925 2.138E-26 7.072E-03.07220.097 1499.60730.71-.006601       3 2 2 12       0 2 2 01                    P 20e     566663342910 9 711    39.0   41.0,17658834,ElecStateLabel=X;v1=3;v2=2;l2=2;v3=1;J=19;r=2;kronigParity=e,ElecStateLabel=X;v1=0;v2=2;l2=2;v3=0;J=20;r=1;parity=+;kronigParity=e,#,0.004567,0.07294,0.00647,-0.006601,#,#,0.004567
 22 6342.329137 1.830E-30 1.574E-03.06850.088 2284.22650.74-.007157       4 1 1 12       1 1 1 02                    P 31e     366663243110 9 711   122.0  126.0,18540125,ElecStateLabel=X;v1=4;v2=1;l2=1;v3=1;J=30;r=2;kronigParity=e,ElecStateLabel=X;v1=1;v2=1;l2=1;v3=0;J=31;r=2;parity=-;kronigParity=e,#,0.0,0.06921,0.00554,-0.007157,#,#,0.0
 21 6342.345832 6.740E-29 1.462E-02.06900.088 2925.89670.74-.006898       4 2 2 13       1 2 2 02                    R 29f     566663342910 9 711    61.0   59.0,17658835,ElecStateLabel=X;v1=4;v2=2;l2=2;v3=1;J=30;r=3;kronigParity=f,ElecStateLabel=X;v1=1;v2=2;l2=2;v3=0;J=29;r=2;parity=+;kronigParity=f,#,0.0,0.06912,0.00561,-0.006898,#,#,0.0
 21 6342.368258 2.103E-30 3.283E-02.08340.112 3517.12430.68-.004165       5 1 1 12       2 1 1 01                    R  6f     466663342910 9 711    15.0   13.0,17658836,ElecStateLabel=X;v1=5;v2=1;l2=1;v3=1;J=7;r=2;kronigParity=f,ElecStateLabel=X;v1=2;v2=1;l2=1;v3=0;J=6;r=1;parity=-;kronigParity=f,#,0.0,0.08288,0.00748,-0.004165,#,#,0.0
 27 6342.379144 1.520E-30 2.202E-04.07060.094  208.05220.72-.006808       3 0 0 11       0 0 0 01                    P 24e     366663243110 9 711    47.0   49.0,18540126,ElecStateLabel=X;v1=3;v2=0;l2=0;v3=1;J=23;r=1;kronigParity=e,ElecStateLabel=X;v1=0;v2=0;l2=0;v3=0;J=24;r=1;parity=+;kronigParity=e,#,0.0,0.0712,0.00608,-0.006808,#,#,0.0
 21 6342.398173 2.599E-30 3.955E-05.06850.087 2392.34760.74-.006039       5 2 2 02       0 3 3 01                    R 31e     466663342910 9 711    65.0   63.0,17658837,ElecStateLabel=X;v1=5;v2=2;l2=2;v3=0;J=32;r=2;kronigParity=e,ElecStateLabel=X;v1=0;v2=3;l2=3;v3=0;J=31;r=1;parity=-;kronigParity=e,#,-0.007591,0.0687,0.00549,-0.006039,#,#,-0.007591
 22 6342.416664 1.190E-30 1.201E-05.06630.076 1456.46300.74-.009194       2 0 0 23       0 1 1 01                    R 45e     366563243110 9 711   186.0  182.0,18540127,ElecStateLabel=X;v1=2;v2=0;l2=0;v3=2;J=46;r=3;kronigParity=e,ElecStateLabel=X;v1=0;v2=1;l2=1;v3=0;J=45;r=1;parity=-;kronigParity=e,#,-0.02803,0.06637,0.00513,-0.009194,#,#,-0.02803
 22 6342.429008 2.370E-30 2.669E-07.06790.085  464.19360.74-.008348       1 1 1 22       0 0 0 01                    P 34e     366663243010 9 711   134.0  138.0,18540128,ElecStateLabel=X;v1=1;v2=1;l2=1;v3=2;J=33;r=2;kronigParity=e,ElecStateLabel=X;v1=0;v2=0;l2=0;v3=0;J=34;r=1;parity=+;kronigParity=e,#,0.005842,0.06861,0.00538,-0.008348,#,#,0.005842
 21 6342.433144 3.224E-30 1.367E-02.06990.091 3516.19450.73-.006636       4 3 3 13       1 3 3 02                    R 26f     466663342910 9 711    55.0   53.0,17658838,ElecStateLabel=X;v1=4;v2=3;l2=3;v3=1;J=27;r=3;kronigParity=f,ElecStateLabel=X;v1=1;v2=3;l2=3;v3=0;J=26;r=2;parity=-;kronigParity=f,#,0.0,0.06988,0.00582,-0.006636,#,#,0.0
 21 6342.526218 2.931E-29 6.296E-03.07260.098 2821.06520.70-.006547       3 4 4 12       0 4 4 01                    P 19f     466663342910 9 711    37.0   39.0,17658839,ElecStateLabel=X;v1=3;v2=4;l2=4;v3=1;J=18;r=2;kronigParity=f,ElecStateLabel=X;v1=0;v2=4;l2=4;v3=0;J=19;r=1;parity=+;kronigParity=f,#,0.0,0.07347,0.00657,-0.006547,#,#,0.0
 21 6342.527125 1.143E-27 2.087E-02.08200.112 2098.71840.68-.005678       4 1 1 12       1 1 1 01                    P  7e     566663342910 9 711    13.0   15.0,17658840,ElecStateLabel=X;v1=4;v2=1;l2=1;v3=1;J=6;r=2;kronigParity=e,ElecStateLabel=X;v1=1;v2=1;l2=1;v3=0;J=7;r=1;parity=-;kronigParity=e,#,0.0,0.08325,0.00748,-0.005678,#,#,0.0
 21 6342.531597 3.305E-29 1.929E-02.08340.114 2777.16960.68-.005557       4 2 2 12       1 2 2 01                    P  6e     466663342910 9 711    11.0   13.0,17658841,ElecStateLabel=X;v1=4;v2=2;l2=2;v3=1;J=5;r=2;kronigParity=e,ElecStateLabel=X;v1=1;v2=2;l2=2;v3=0;J=6;r=1;parity=+;kronigParity=e,#,0.0,0.08431,0.00749,-0.005557,#,#,0.0
